Age,Gender,AnnualIncome,NumberOfPurchases,ProductCategory,TimeSpentOnWebsite,LoyaltyProgram,DiscountsAvailed,PurchaseStatus
61,1,114517.37901000072,12,1,30.98195957429383,0,0,0
65,0,131483.1038959669,16,0,40.58102833311245,0,0,0
33,0,33082.87220805933,15,2,7.901999736730198,1,1,0
31,1,53740.431812891744,9,4,2.041064450537745,0,0,0
63,1,52182.77013638523,7,3,1.9143962677452282,1,0,1
24,0,77225.86973421377,7,3,53.57027929506548,1,1,1
35,0,107883.41744683117,17,2,23.13086491378265,0,5,0
18,1,149785.17648108344,10,0,38.97946857317181,0,5,1
38,1,117653.14621509436,12,4,30.687570856029332,1,4,1
55,0,21290.09674661863,11,4,54.84336138989204,1,4,1
44,1,109312.50464542156,1,1,45.08693214433347,1,1,0
47,0,85081.15484915432,7,3,18.001706850153127,0,0,0
24,1,63426.49553694,5,3,46.15096092290046,1,3,1
28,0,146829.32611178892,6,4,2.277088119472032,0,3,1
46,0,86625.34434014311,7,1,58.83541126117345,1,3,1
48,0,72923.84358633158,12,0,57.310944038943354,1,1,1
37,1,58130.119401473414,9,0,54.21266473318444,0,3,1
20,1,73223.56933621239,5,4,1.8863299768534114,0,1,0
62,0,60458.274358241164,20,3,43.354364252563784,0,1,0
56,1,73059.71981267075,2,4,10.880758942452507,0,0,1
62,1,119959.96167399333,4,3,30.08088084949156,0,5,0
49,0,57370.016436642516,5,3,1.2780331058122285,0,4,1
49,0,52068.25238781099,9,1,28.00688521280659,0,3,0
57,0,86801.08034687981,7,0,24.02698661112505,0,5,0
51,1,22848.732740751166,11,4,49.936303355604814,1,3,0
28,1,72663.35028858364,17,1,58.931931262079495,1,0,1
19,0,118721.77411433528,4,0,13.845769029135232,1,4,1
68,0,27561.29341571185,6,1,7.049222695440282,0,0,0
29,0,77242.04438788537,4,0,38.94059861886175,0,5,1
23,0,39343.47602266503,13,4,36.77678090200011,0,4,1
25,0,79539.44867046429,1,4,4.368590870083152,0,2,0
46,1,135971.0095622305,1,3,20.38566733120536,1,1,0
31,0,78472.00434677192,5,2,36.73947010073513,1,4,1
29,0,87350.23961104601,18,2,45.28210566147052,0,3,1
58,0,148935.29367541726,10,1,53.99064024438594,1,2,1
26,0,58681.298671446675,15,2,52.66542252758025,0,1,1
68,1,111501.42191246306,9,2,38.01153408360549,0,2,0
39,1,55715.09831753754,16,0,55.67326767932533,0,3,1
30,1,36984.804697050175,16,0,48.24735859073295,0,1,0
45,0,126073.10206592025,19,0,31.120695416631833,1,1,1
50,1,138026.84319135052,10,3,48.37919248528083,0,4,1
69,1,53488.938643383844,5,3,47.053790823435456,0,0,0
64,0,131245.8436577522,15,2,43.83761823768599,0,0,0
47,0,112813.84222585667,9,1,45.22724277887863,0,3,1
42,0,41574.136388452054,16,3,31.73204852840315,0,5,0
61,0,137229.05897760508,16,3,57.06811381043469,1,5,1
55,1,103261.88548285971,10,3,42.4371737857627,0,0,0
25,0,58389.19208433826,14,4,2.5278681447196236,1,5,1
42,1,111726.1621436972,14,0,36.80078085345887,1,0,1
45,1,23275.14381469982,19,4,12.837293318647834,1,3,0
25,0,146360.69285209983,7,3,57.77056169684074,0,1,1
55,0,105042.69819162968,6,4,38.23590464564185,0,5,1
64,1,29477.238597827454,6,1,2.9385451666833844,0,1,0
44,1,135999.3247581548,0,3,36.567936443342546,0,3,0
49,1,128815.34628158221,11,1,54.592485404337566,0,0,0
49,1,145330.19414371406,14,1,51.42582744167155,0,5,1
21,1,122561.22133088094,8,1,55.46695399349658,0,2,1
68,1,121482.12326532243,13,0,4.535584163943805,0,0,0
48,0,78661.11474352845,14,1,41.66170321522348,1,4,1
45,1,20203.463674891478,16,0,31.69148185570925,0,1,0
36,1,27611.620801717298,4,4,18.692581838199832,0,2,0
30,1,105610.26703710713,15,0,11.671596941094846,0,0,0
31,0,112716.8948267403,6,2,36.86390662077785,0,3,1
32,0,80002.47167457268,9,2,41.15307930219143,0,2,1
44,0,99108.54545054065,11,0,57.9048052764074,0,3,1
61,0,120938.1680449642,15,2,8.776602963904082,0,4,0
56,0,38271.885785186896,13,4,42.48878730175373,1,2,0
57,0,138251.486526757,15,1,28.80798585219903,1,0,0
26,0,52560.82684302487,16,1,29.145845285581924,1,4,1
57,0,145451.99802908133,6,3,25.405029318934233,0,1,0
67,1,98751.30242884974,19,2,42.201940305484754,0,5,1
66,0,85078.46425011198,1,0,4.869165286151542,0,4,0
36,0,111998.52151631904,15,1,51.67700861015893,0,0,1
18,0,101206.2639510543,14,2,56.89069996578395,1,5,1
25,0,59608.288082745305,15,1,39.59900725971176,0,0,1
48,1,110029.21609982404,16,1,45.138234405361864,1,5,1
62,1,62288.367422994044,8,0,11.599760984373914,0,0,0
61,1,75731.26272823637,8,4,15.374675591389392,1,4,1
57,1,63103.41087873519,3,3,17.947239530515606,0,3,0
58,0,62665.0579692105,7,3,43.18221658955485,0,2,0
70,1,67880.23896589028,2,0,47.12201035128081,0,2,0
37,0,51457.026941215896,0,1,34.70864729334379,1,3,1
64,1,133283.82444481106,13,1,29.48843113399386,0,3,0
62,1,101074.34117773459,16,0,6.4933222339950145,1,5,0
68,1,137935.35399175787,4,2,40.669349617999465,0,3,0
37,0,102019.83272979125,18,2,26.843285984669432,0,5,1
25,1,137252.2255773895,7,1,31.012353090360662,1,5,1
48,1,26647.599587473094,18,0,1.9033246109874205,0,4,0
33,1,109256.68875403889,4,4,48.7528031217798,0,5,1
61,0,88515.39030851472,7,4,38.23191420294302,0,5,1
55,1,103261.88548285971,10,3,42.4371737857627,0,0,0
45,0,71689.60921187318,19,4,23.581022287748507,1,3,0
36,1,100720.71377219605,9,1,22.32774183948691,0,5,1
34,1,95035.9852754916,14,4,7.82073102607922,0,3,1
63,1,136218.66230102314,4,1,13.569083870752587,0,0,0
50,1,22340.852228059084,13,4,26.3041789742879,1,0,0
39,1,103502.31836767956,19,4,47.40383709815921,0,5,1
22,0,132393.2692379471,6,1,44.12961059922951,0,5,1
53,1,37228.207456440294,14,2,52.88014333839108,0,2,0
19,1,46608.41417744692,12,0,31.686809455641278,0,3,1
39,1,136812.8786077291,3,3,12.526178690067894,0,5,0
64,1,39707.35972401292,13,2,17.190291539022134,1,0,0
66,1,69946.87268815402,10,4,30.7308684974554,1,4,1
26,1,107903.08306980642,7,2,20.97806251764532,0,1,0
27,0,33549.224365085196,8,1,30.115319886299783,1,1,1
52,1,56684.31971011602,15,1,54.36271588218714,0,4,1
46,1,35672.59413247973,0,1,25.494184887381316,0,0,0
26,1,128438.79761008786,3,4,7.0714002121780375,0,1,0
19,0,30199.256121226113,10,2,55.99561688705852,0,0,0
55,1,67779.47489789908,20,1,35.969067931929786,0,1,0
21,1,28796.887047000208,14,2,59.76362529694128,0,5,1
53,1,135718.3478614819,3,2,43.73879500388463,0,1,0
33,1,120972.37240417355,20,1,50.07175324700029,0,4,1
19,1,23144.929305876183,19,2,26.68227072707041,0,5,0
69,0,126312.09288140286,2,4,34.832477695984004,1,5,1
18,1,80939.83551038576,12,3,54.96697905988637,0,4,1
49,1,143685.01870992358,9,2,58.42862740298495,0,0,1
69,1,39168.828471816916,6,1,49.002919988674,1,0,0
18,1,93461.09061885832,9,1,24.97797092125873,0,5,1
43,1,145381.9650071055,13,2,24.579822123059465,0,3,0
25,0,143559.69217478845,11,4,31.580804623321796,1,0,1
57,0,147208.31089058827,5,3,41.69959788096061,0,1,0
59,1,129174.29713263024,2,4,12.34843542608099,0,2,0
26,1,110354.57975161192,9,0,43.22841965823692,0,2,1
57,1,132061.88269544093,19,1,31.33939366469268,1,0,1
18,0,42734.58683287472,12,0,56.13787449168974,0,0,0
38,1,138400.121013709,7,3,41.316255395036066,1,0,1
54,0,81267.3317617614,6,3,35.47935937377799,0,0,0
34,0,84570.40496633305,16,1,30.051703793055808,1,0,1
43,1,43981.91290737312,15,2,2.1268527618698245,0,2,0
44,0,105839.35356117396,8,2,59.051925468401734,1,3,1
60,1,95087.13756455047,16,2,42.38045005831604,1,4,1
22,0,87622.08600039766,2,1,24.942913439816024,0,2,0
24,0,135300.23702720503,13,1,7.063326316337125,0,3,1
27,0,20191.596871220485,2,0,35.20851536484097,0,5,0
28,0,29500.60306351195,18,4,24.652045972546713,0,3,0
27,0,41017.28671080504,16,4,22.173252768637667,0,1,0
69,1,46524.632501756845,7,4,11.263692374077307,1,1,0
20,0,111709.90793685321,0,4,30.840597198283444,0,0,1
54,0,140650.87324238647,17,3,33.15395440790106,0,1,0
52,1,78466.17951857019,18,2,15.770075775501777,1,1,0
49,0,105342.21895309535,19,4,27.689638793187644,0,3,0
65,0,129114.0040062803,12,1,57.814521684269145,1,0,1
56,1,25612.585653611517,12,2,27.452441760953384,0,3,0
55,0,115749.57968352303,10,4,7.630776910013382,0,4,1
23,1,107940.83183942709,0,2,59.04036698686971,0,0,0
52,1,99401.40923984988,12,4,43.66037040215946,1,0,1
45,0,46322.472821480864,11,4,46.43125247889389,0,2,0
42,0,37093.58558673761,8,1,46.26947147342218,1,4,1
38,1,30519.506796662783,4,4,59.89379455227144,0,3,0
39,0,71367.01798949542,3,0,36.02526652133429,0,5,1
51,1,28885.91604029462,10,1,48.26867996333436,0,5,0
22,0,112695.98658246142,13,1,40.893282673753276,0,5,1
20,0,119588.42094958933,12,4,52.761274435389105,1,2,1
68,0,132488.4486581586,1,1,1.2881834951948647,0,5,0
29,1,58153.54701705581,16,2,59.991105424697615,1,3,1
52,1,48869.86319013168,15,2,13.878118728108133,1,0,0
36,1,64278.54165556792,19,1,18.873764905514953,0,0,0
54,0,127471.95676639337,7,3,42.75743924871849,1,1,1
54,0,63075.1109233966,14,1,53.06214200018352,0,4,1
39,1,92857.28202745719,18,1,17.408617885674403,0,5,1
38,0,62927.95843329468,19,0,8.907468764820514,0,5,1
53,0,124637.88098938702,5,4,49.434233603167016,0,4,0
36,1,113965.85941710288,10,0,32.4651933850657,1,5,1
46,1,132847.36971396854,5,4,28.37602526358915,0,3,0
70,1,102196.67997289318,16,1,6.83352721709643,1,3,1
35,0,115250.87657673645,13,1,22.019425478784584,1,0,1
47,0,47559.22711082555,17,3,15.200213793827238,0,5,0
69,0,32893.15294633807,15,1,56.19006464246351,0,0,0
52,1,78281.47719802489,6,1,47.98085529362526,1,0,1
61,0,78319.38202409053,0,2,13.021573665146681,0,1,0
39,0,57167.882601090816,3,2,26.428040002043986,1,2,0
65,0,95397.89236565707,19,2,19.047793982429674,1,3,1
56,0,36321.52791914494,14,4,42.01206914080027,0,5,0
68,1,41547.47137662027,10,0,56.025741934195814,1,0,0
70,1,109222.53556919267,20,4,33.69707140928268,1,3,1
38,0,135492.47740012856,19,1,5.977882889871797,0,2,0
45,1,101410.4617847383,19,4,25.433759360166803,1,2,0
52,0,27302.89005516707,20,4,17.094839669290902,0,4,1
43,0,56404.852841563625,1,1,35.422146693501375,1,4,1
57,1,31518.055858350242,5,4,54.70278264303202,0,4,0
18,1,37124.74054909305,19,3,13.847173585207297,1,3,1
50,0,87926.32354112649,19,3,41.6130998699058,0,4,1
45,1,143075.38476004143,1,1,41.78680439077851,0,1,0
51,1,134071.10606508265,6,2,23.843813175200125,0,5,1
27,0,55132.19997700182,12,4,40.22426145225998,0,4,1
45,0,145586.17566672806,13,4,44.05646018284719,0,2,0
19,1,100768.01837644931,11,1,46.00802623844226,0,1,1
69,0,26738.653885564774,14,1,32.23404665950447,1,4,1
21,1,120794.99955240762,10,0,7.630770005200024,0,2,0
67,1,38456.358668929206,18,1,51.337372923210225,0,0,0
23,1,75968.81400008698,11,3,31.0242300552805,0,1,1
32,0,124770.30201529076,5,4,47.55667058727664,0,0,0
44,0,135525.68043450182,3,0,13.961245869173753,0,3,0
65,0,143121.7867241075,19,2,59.53241111089002,0,2,0
64,0,63577.04615821345,20,4,25.65515580043897,0,4,0
19,0,149523.46389154217,5,3,13.579031951958969,0,4,0
51,1,61286.28338394516,4,0,15.05435669306135,0,0,0
26,0,129928.56718868788,9,1,28.90644502819101,0,3,1
48,1,129069.6526033414,7,3,43.19306983185936,0,5,1
66,1,72194.26106196747,7,0,58.80840858747535,0,3,1
51,1,22848.732740751166,11,4,49.936303355604814,1,3,0
31,0,102692.4860332405,0,0,40.28401883145989,0,5,1
20,1,22001.3359198701,7,1,23.36134415751377,0,4,1
55,1,95460.78812918048,20,3,48.540071179306544,0,5,1
61,1,79579.08339872534,5,2,3.452031048063255,1,4,0
54,0,50209.96199728622,2,0,4.68630592011143,1,1,0
20,1,69051.34701521507,4,2,6.361715763809254,0,2,0
36,1,52616.09593984332,15,3,18.275959137492958,1,5,0
62,1,77920.41303644583,20,1,24.278516627601014,0,4,0
63,0,71874.59129351651,10,2,43.54624261077121,0,1,0
61,1,114703.78803100971,14,0,14.350362714484614,0,4,0
69,1,98875.12421326674,4,0,2.2424092298228824,0,5,1
22,0,112331.5638210305,13,1,54.26921338249686,1,1,1
68,1,103955.40564517678,7,0,11.15965128599435,1,1,0
64,0,91064.2686244125,7,0,5.52072171753996,1,5,1
27,0,52903.200093349136,3,0,8.81566828705343,0,3,0
20,0,83318.04944646166,2,4,16.050512537110386,1,0,0
38,1,27511.472929527663,4,0,9.241849983573381,0,4,0
47,0,85963.55203331515,5,0,37.0446568615252,1,0,0
50,0,29330.854809446693,7,2,45.47232392065809,0,2,0
59,0,115477.71116982689,18,2,49.05934751469666,0,4,1
70,1,124576.83699833565,3,4,8.41132117621792,0,1,0
57,0,138251.486526757,15,1,28.80798585219903,1,0,0
33,0,92992.99643473809,11,0,29.504944088364468,0,3,1
37,1,112875.14132926149,1,4,20.06846074158527,0,1,0
28,1,20496.589945615804,9,2,36.85345282199785,0,0,0
30,1,55849.7838726764,5,0,55.04016278815807,0,4,1
18,1,87934.95791377687,6,0,59.96860575795223,1,4,1
66,1,99768.53485086959,3,4,29.957807774814526,1,1,0
19,0,124905.51381491916,13,3,48.69311152738636,0,2,1
27,0,146299.2498171366,8,1,1.5906142229890494,1,5,1
43,1,25514.89876689592,20,4,57.76955670040149,1,4,1
64,0,98493.4088834204,5,0,24.97869391912613,0,1,0
65,1,141786.92006430193,11,4,56.081246904394675,0,1,0
40,1,56238.78341389189,2,3,19.349413216582356,0,1,0
25,0,75390.83990574829,20,2,2.4740608546291174,1,0,1
35,0,132680.14608578006,13,0,43.77094065365753,1,5,1
26,0,82665.33755457072,11,1,34.729053822634576,0,3,1
23,0,85899.6569350385,13,2,10.258119050196402,0,2,0
45,1,147010.90407706265,2,4,52.76703337831367,0,3,0
34,1,111921.24204467075,11,3,3.9260169849850812,0,3,1
54,1,120311.498427219,9,0,51.22440887436156,1,2,1
36,1,130992.03982160671,16,3,50.00751011647927,0,1,1
67,1,119033.76487910064,12,0,41.7200931656556,0,2,0
21,1,38492.417929335505,15,0,30.14476979927109,1,2,1
64,0,35098.06482606833,7,4,12.47334763175651,0,5,0
23,1,21434.064375724138,18,3,52.30737100620344,0,2,0
54,1,66425.75070906537,3,4,40.202588768502316,0,0,0
64,1,74941.7956117692,2,3,49.6318111694496,1,2,0
50,0,137836.86893477343,9,2,54.02139439160717,0,1,0
62,0,76169.99478274549,12,3,10.731107584311133,0,4,0
32,1,143039.34670955272,12,2,36.29306249637319,0,2,1
66,0,130794.3036708536,16,3,23.61988395428791,1,4,1
19,0,149570.59100088698,19,2,21.76385647317483,0,2,0
64,1,146645.27769612643,15,1,49.29700059201337,0,2,0
54,1,66425.75070906537,3,4,40.202588768502316,0,0,0
21,0,71115.37613362989,10,1,36.259178265015166,0,4,1
52,0,87393.04285287653,2,4,46.699752907287525,0,2,0
65,1,141786.92006430193,11,4,56.081246904394675,0,1,0
40,0,91234.73356658008,10,1,50.46557864743921,0,1,0
29,0,96782.9184193029,6,0,48.75622181930608,0,5,1
62,0,89021.8981935722,3,3,30.679581105864262,1,3,1
25,1,63184.8343050286,16,0,9.158707230880115,0,0,0
25,0,79539.44867046429,1,4,4.368590870083152,0,2,0
47,1,125446.09009135122,4,0,16.096479907920553,0,5,0
31,0,59425.76918378742,8,3,44.47276088933874,0,3,1
50,0,64894.45379183542,18,4,26.483193337603897,1,1,0
32,0,144744.96376173434,18,1,58.02697619475345,0,5,1
66,0,59379.04474831504,10,0,32.29502899930732,0,1,0
41,1,27356.13529907303,15,4,39.25883993670465,1,4,1
56,0,29322.54555019463,16,4,44.93122158182148,0,2,0
46,0,142940.7591100367,12,4,22.60067395779632,1,3,1
40,1,61115.11946480988,11,1,3.1219796165913554,0,3,0
49,1,138198.62676200282,19,0,58.12432161091142,0,1,0
21,0,119595.0712634262,14,0,44.35094686996532,1,4,1
64,0,103828.23852290079,12,4,53.00320960707175,1,2,1
58,0,115925.0480284988,16,2,4.154064043684271,0,2,0
53,0,55997.58335911516,17,2,13.401326154411937,1,1,0
47,1,41550.69022122584,12,4,55.578808830376246,0,1,0
39,0,59512.526593153554,0,4,9.735525809840949,0,5,0
37,0,105404.17031472814,1,4,27.04873147358932,0,4,0
68,1,145254.90131538647,15,1,30.607402156890146,1,2,1
69,1,76790.59133997334,4,2,32.93305465159598,0,1,0
19,0,113383.05279836051,16,2,23.566583174373065,0,1,0
60,0,105455.95268211671,2,4,44.872548536076444,1,1,0
44,0,49607.465693417245,5,4,13.334429598071104,0,5,0
22,1,106640.19617848864,10,4,59.81165504805239,0,5,1
70,1,44197.666707935234,4,4,16.593685413651542,1,4,0
43,1,131584.4179838857,15,4,28.294007892161723,0,2,0
63,1,92623.51153855529,13,3,55.138441079452114,1,1,1
42,0,71281.9162141046,9,4,5.567281567100284,0,0,0
40,1,58549.62556739518,8,4,21.695879757608417,1,0,0
45,1,124468.45960739958,11,4,2.8492174626731366,0,3,0
36,1,60218.45332216167,1,0,15.368171995072641,0,4,0
43,1,54787.04797463629,11,3,45.10326526436613,0,3,1
62,0,29221.188097390546,14,1,39.32303455761597,0,5,0
56,0,147878.26028424376,16,1,58.394828397730194,0,2,0
46,0,33178.47668191069,8,3,51.180187466646935,1,2,0
25,0,117289.96545791008,6,2,48.329977521315534,1,5,0
25,0,83421.02571042711,14,1,27.003603423971548,1,5,1
32,1,140405.22889613165,9,1,21.015003091203152,1,2,1
34,0,45300.92653669946,11,3,38.280929395566226,0,1,0
19,1,120604.35524492033,12,3,11.318152235496896,1,1,1
50,0,64894.45379183542,18,4,26.483193337603897,1,1,0
62,0,58974.068583480665,3,3,29.008546500564563,1,3,0
20,0,44443.215500004095,9,2,11.46373033792483,1,0,0
52,0,77639.40186929441,20,0,43.76243152254478,0,1,0
58,1,109475.65065143081,14,0,2.045117185953952,0,1,0
58,0,28497.60048337008,11,2,28.328766742226307,0,0,0
30,1,105378.28825169241,9,4,5.2709744975943105,0,5,1
28,0,105716.00988675175,16,0,26.48737291634301,0,4,1
54,1,60542.30152919482,6,4,43.42214714661058,0,4,1
19,1,24590.47614223108,1,3,14.971057541914627,0,5,0
33,0,32750.735501951796,0,3,53.69371073802588,0,5,0
60,0,28149.650810842562,10,2,31.93458136206714,1,4,1
68,0,133531.979061905,3,2,10.591111149953491,0,1,0
41,1,53632.51348020732,15,4,10.418332649632967,1,3,1
33,1,139349.95178588957,12,2,55.10752998871898,1,0,1
34,1,20418.37426855623,9,1,54.45995479214512,0,0,0
36,1,64278.54165556792,19,1,18.873764905514953,0,0,0
57,0,42634.21359343096,11,0,10.75978897557615,0,3,0
67,0,102703.05741207025,19,0,11.192648618526384,0,3,0
29,0,21574.10178053537,14,2,45.46949041716565,0,4,1
37,0,122360.31347780327,17,3,10.067364012627563,1,5,0
34,1,68252.41504689158,20,2,46.729826220008036,1,1,1
53,0,100904.624400242,10,1,18.54620659165739,0,4,0
64,0,36992.34897622593,1,3,43.522781609574054,0,2,0
22,0,58834.3245665405,10,2,45.03876997058109,0,2,1
64,1,100546.43413671784,20,1,45.223188289044025,0,2,0
51,1,142554.1614822346,18,3,46.263072388494585,0,1,0
39,0,61452.68638174805,11,3,50.29687324807874,1,1,1
56,1,40079.76713903209,0,0,9.355417454210416,0,5,0
20,0,31607.638188324483,19,2,38.20280582364252,0,0,0
40,1,75588.17338143385,11,2,2.061299762770872,1,1,0
43,0,25706.992543590666,0,1,5.297872555166785,0,3,0
61,0,145556.8809499186,13,4,17.23503663679601,1,3,1
68,0,147528.35916114907,5,1,32.02044986431031,1,4,1
45,1,148444.67560022694,13,0,42.42724914661733,0,1,0
18,0,33697.43989261134,9,1,14.723627866776601,0,3,0
28,1,118670.68672785103,19,3,56.17435577022065,0,5,1
70,1,40803.24174021522,3,3,51.067786562028004,0,5,0
26,1,84856.43638967245,7,4,48.1105703328951,0,1,1
61,0,118307.76981352299,20,3,29.547148231960172,0,4,0
69,0,27519.778428130878,6,1,39.46021752520875,0,5,0
34,0,133648.92820907285,4,3,1.0748165380139245,0,2,0
56,1,95714.94556694204,7,0,31.282369769656093,0,2,0
21,1,68691.87531261577,17,2,32.9310221805066,1,4,1
25,1,76266.080287231,10,0,19.039611523230107,0,0,0
47,0,108350.64325556402,16,4,44.03551147486589,0,4,1
32,1,77122.64866027879,14,0,8.35228872815836,1,1,1
53,1,51290.052538225646,2,1,13.879883596879225,0,3,0
18,0,96386.16324422225,6,4,38.915048177444966,0,4,1
34,0,37397.68718996011,3,1,10.656864160053944,0,5,0
69,1,134136.66165785905,0,1,26.768711252977425,0,4,0
26,0,77709.52908582913,1,2,27.406627079970352,1,1,1
48,0,129003.93839959323,4,4,53.7567473583777,0,2,0
20,0,127256.42332340807,20,1,30.50200101860687,0,3,1
28,0,27494.185685873235,11,1,45.9842267944069,1,0,1
22,1,124870.1575603161,0,0,4.228136315184757,0,0,0
39,1,71019.5642098324,19,3,28.97202247469375,0,1,0
26,1,128438.79761008786,3,4,7.0714002121780375,0,1,0
41,0,139958.43476674127,18,3,32.81227369130434,0,3,1
38,0,49299.56484087955,8,3,49.249517404775744,0,0,0
48,1,102674.1119312847,3,2,25.017529983359832,0,0,0
69,0,103425.47164881257,3,0,40.66728178962483,0,5,0
19,0,54950.95686968516,17,4,27.7986507661496,0,2,1
18,0,37122.953715282165,5,1,51.4128499079388,1,5,1
55,1,65884.60544880635,3,2,38.10351552038501,1,3,1
50,0,115876.0867296709,10,4,53.80951699054886,0,4,1
28,1,110430.3590445849,6,1,42.828891760302874,0,4,1
64,0,72557.66714313297,15,3,55.609397542226034,1,4,1
63,0,76497.47491163254,17,0,59.621112196333904,0,1,0
44,1,90784.60468350246,15,0,46.44349717334252,0,5,1
23,1,68006.50012802033,18,0,40.55635325166805,0,4,1
63,0,23531.764759322778,8,0,49.00890597468117,0,2,0
39,1,22203.19643564553,3,0,37.358198310506125,0,4,0
68,1,137794.43027722463,4,0,41.775246333177215,0,3,0
22,0,69899.05479584733,19,1,3.7862677131905342,1,0,1
20,1,119999.00921895738,12,0,12.603366711028128,0,3,1
26,1,144157.86649304855,18,0,7.185309085153488,0,1,0
18,0,46262.0368923237,19,0,32.655010895213444,0,5,1
58,0,62665.0579692105,7,3,43.18221658955485,0,2,0
27,0,56955.632080577176,3,1,50.36705148248336,0,0,0
50,0,46634.565639592634,13,1,9.218837983766944,0,2,0
64,1,59812.97070225952,12,0,20.700245820066684,0,0,0
37,0,84773.23869424897,2,4,8.540898817262581,0,2,0
42,0,96535.09787707157,13,1,56.918405339896744,0,4,1
53,1,83384.25517753996,17,1,29.72286450453297,0,5,0
39,1,67538.49727397827,19,1,26.848587410964416,0,3,1
18,1,54456.03568225052,13,4,4.271268906526643,1,2,1
62,0,122297.44021318837,12,0,20.01716464369607,0,3,0
26,0,103707.55296034699,17,1,12.223447918388116,1,3,1
42,1,100218.64709531417,7,3,55.31706006593577,1,3,1
22,1,114814.82323143953,16,3,38.04396573412399,0,0,1
30,1,71294.88982769403,2,4,29.53775856566084,0,3,0
53,0,137989.43033235215,16,0,41.22534436951882,0,4,1
23,0,88561.95087594792,17,2,57.82255372297035,1,4,1
39,0,115006.72544749487,9,2,2.665496819391676,1,1,1
23,0,22485.092275869323,10,2,31.83985778998846,0,3,1
58,0,21580.380292060287,7,3,7.80877459955008,0,1,0
59,1,52058.4725471432,19,1,25.939451602103194,1,2,0
31,1,124452.756628595,5,1,14.5933092193593,1,2,0
69,1,53488.938643383844,5,3,47.053790823435456,0,0,0
53,0,139699.65910023646,6,1,48.718785418368945,0,2,0
41,1,114440.02296469062,12,3,6.637987133541778,1,3,1
25,1,126914.90857687619,15,2,56.511914474147595,0,2,1
50,0,149406.87710487028,13,4,12.504807513740166,1,4,1
58,1,20175.97134301086,5,1,31.687956019296408,1,1,0
41,1,30478.196788426205,2,2,36.26031395226512,0,3,0
65,1,102495.71428153949,16,0,1.8480041548888808,1,0,0
51,0,144345.1817789324,20,3,15.949384530930734,1,3,1
48,1,112211.70770143924,2,0,45.11433032677228,1,0,0
69,0,84247.618142539,9,4,48.33270157487173,1,2,1
30,1,116446.52250463296,12,4,49.26814593098315,1,2,1
50,1,88040.81847866764,17,4,2.455527317888742,0,5,0
44,1,75891.04006071926,19,0,12.243986744514437,1,5,1
41,0,61179.018018778464,11,4,40.37257913039391,0,5,1
68,0,99988.74325907427,7,2,45.98950822875655,0,5,1
52,1,142725.47219730171,15,1,12.36877458688511,1,5,1
49,1,87244.97733740922,13,0,24.027437285553457,1,3,1
35,1,132525.02893119177,4,3,59.51807575535419,0,3,1
20,0,97867.20606303737,6,4,7.6086910710241344,0,3,1
41,1,77725.68739628638,1,2,52.22398147095976,0,3,0
40,1,122134.71035043016,11,4,37.69686661553857,1,0,1
49,1,70898.34076311781,12,4,25.716824212307717,0,4,0
70,1,30423.401830647446,16,4,1.2336366377164225,1,5,0
19,1,132592.4323695199,20,3,25.88796029583655,1,5,1
23,0,142301.98766540404,6,4,48.59991040787252,0,5,1
41,1,65461.419866960445,0,1,50.12893103461578,1,0,0
35,0,89983.15262324274,11,1,38.53188639595587,0,2,0
22,1,58552.78858677099,16,2,23.8698528869451,0,2,0
56,0,61794.441162224655,20,2,53.1083901224929,0,2,0
19,0,49954.16607525549,20,2,6.822428437835316,0,2,0
28,1,66413.81471610158,8,1,14.412002193131618,1,0,1
68,0,74443.13147964099,8,4,8.388571512096057,0,4,0
48,1,139273.15960715874,8,0,6.339282354656138,0,5,0
19,1,100078.10853382328,11,0,54.84369658610351,1,0,1
28,0,28430.967282785885,4,0,15.378784502356217,0,3,0
26,0,21484.337849029573,9,3,19.582171653206807,1,5,1
32,1,48084.96372624795,16,0,49.19652708074593,1,2,1
31,0,102732.17812384291,5,3,34.37877953818318,0,3,1
63,0,124000.45262927859,10,1,1.57698343803995,0,3,0
40,0,49200.02953970075,1,4,6.120194289834439,0,2,0
58,1,103739.39879186907,10,3,20.240257341688814,1,4,1
38,1,57705.9191551168,5,1,50.67702815543535,0,4,1
65,0,28964.542126334753,10,2,18.168963984315123,1,0,0
56,1,65346.66941603231,1,1,42.76851402865969,0,3,0
27,0,33327.07532864168,5,3,22.436031753087214,0,5,0
42,1,120508.4436094273,20,4,27.334920186365633,0,3,0
59,1,110170.34747159338,12,0,26.141219887376646,0,2,0
31,1,143693.79232298234,9,1,5.32504326870947,0,4,0
62,0,79728.07989277826,0,1,31.25728638367338,1,2,0
68,1,128657.37062836708,15,0,35.70047869704629,0,3,1
23,0,80098.42293007893,16,3,18.668005712121023,1,5,1
25,1,43949.2291009434,14,4,51.736502136821144,1,4,1
52,0,112018.56263986992,11,4,48.231630202478115,1,3,1
47,1,58647.802739953375,6,0,47.64348560877816,0,5,0
49,0,33246.10311348178,14,1,3.37659709730484,1,1,1
36,0,127701.00892838521,10,1,53.35905975439678,0,1,1
68,1,137935.35399175787,4,2,40.669349617999465,0,3,0
26,0,109980.97442023715,4,0,34.79287144435012,0,2,0
61,0,118307.76981352299,20,3,29.547148231960172,0,4,0
