,res_id,name,url,address,city,locality,cuisines,timings,average_cost_for_one,highlights,aggregate_rating,votes,scope
108,801759,The Square - Novotel,https://www.zomato.com/lucknow/the-square-novotel-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Gomti Nagar ,Lucknow,"Novotel, Gomti Nagar",North Indian,7am – 11:30pm (Mon-Sun),1000,"['Debit Card', 'Lunch', 'Credit Card', 'Dinner', 'Serves Alcohol', 'Cash', 'Delivery', 'Smoking Area', 'Air Conditioned', 'Wine', 'Serves Cocktails', 'Fullbar', 'Indoor Seating', '4/5 Star', 'Beer', 'Valet Parking Available', 'Table booking recommended']",4.2,148,4.08025534
109,18449363,Club Ramala Lounge & Disc,https://www.zomato.com/lucknow/club-ramala-lounge-disc-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Fourth Floor, Vipul Khand, SRS Cinema, City Mall, Gomti Nagar, Lucknow",Lucknow,"City Mall, Gomti Nagar","Chinese, Continental, Italian, North Indian",12 Noon to 12 Midnight (Mon-Sun),1000,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Serves Alcohol', 'Mall Parking', 'Delivery', 'Credit Card', 'Debit Card', 'DJ', 'Fullbar', 'Beer', 'Serves Cocktails', 'Above 18 Only', 'Restricted Entry', 'Air Conditioned', 'Smoking Area', 'Wifi', 'Buffet', 'Dance Floor', 'Wine', 'Indoor Seating', 'Table booking recommended', 'Digital Payments Accepted', 'Hookah', 'Wheelchair Accessible']",3.3,139,3.552315165
110,801696,1936 - Lebua Lucknow,https://www.zomato.com/lucknow/1936-lebua-lucknow-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Lebua Lucknow, Saraca Estate, 19, Mall Avenue, Hazratganj, Lucknow",Lucknow,lebua Lucknow,Italian,"7 PM to 11 PM (Mon-Fri), 12 Noon to 3 PM, 7 PM to 11:30 PM (Sat-Sun)",1000,"['Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Dinner', 'Luxury Dining', 'Indoor Seating', 'Outdoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'Valet Parking Available', 'Fullbar', 'Table booking recommended', 'Smoking Area', '4/5 Star']",4.2,116,4.062515391
111,801275,Gale Regale - The Metropolitan Club,https://www.zomato.com/lucknow/gale-regale-the-metropolitan-club-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Metropolitan Club, CP 134, Near Sahara Hospital, Viraj Khand, Gomti Nagar, Lucknow",Lucknow,"Metropolitan Club, Gomti Nagar",Finger Food,"12Noon to 11PM (Mon-Fri),12:1PM to 11:1PM (Sat-Sun)",900,"['Lunch', 'Serves Alcohol', 'Cash', 'Dinner', 'Credit Card', 'Debit Card', 'DJ', 'Valet Parking Available', 'Wine', 'Indoor Seating', 'Digital Payments Accepted', 'Smoking Area', 'Buffet', 'Live Sports Screening', 'Fullbar', 'Beer', 'Serves Cocktails', 'Table booking recommended', 'Air Conditioned', 'Hookah']",4.1,106,4.00438507
112,800384,The Gourmet Terrace,https://www.zomato.com/lucknow/the-gourmet-terrace-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Comfort Inn , Vibhuti Khand ,Gomtinagar, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Mughlai, Chinese, Continental",4 PM to 11:30 PM,900,"['Dinner', 'Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Smoking Area', 'Hookah', 'Live Sports Screening', 'Fullbar', 'Outdoor Seating', 'City View', 'Valet Parking Available']",3.8,104,3.850506492
113,800490,Aura Lounge & Bar,https://www.zomato.com/lucknow/aura-lounge-bar-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Fun Republic Mall, Gomti Nagar, Lucknow",Lucknow,"Fun Republic Mall, Gomti Nagar","North Indian, Chinese, Continental",11am – 1am (Mon-Sun),825,"['Mall Parking', 'Dinner', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Serves Alcohol', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Hookah', 'Beer', 'Smoking Area', 'Nightlife', 'Wheelchair Accessible', 'Wine', 'Live Sports Screening', 'Digital Payments Accepted', 'Above 18 Only', 'Live Music', 'Fullbar', 'Sodexo', 'DJ', 'Serves Cocktails']",3.6,428,3.65739266
114,800544,Falak Numa Restaurant - Hotel Clarks Avadh,https://www.zomato.com/lucknow/falak-numa-restaurant-hotel-clarks-avadh-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Clarks Avadh, 8, M.G. Marg, Hazratganj, Lucknow",Lucknow,"Hotel Clarks Avadh, Hazratganj","North Indian, Lucknowi","12:30 PM to 3 PM, 7:30 PM to 11:30 PM",800,"['Lunch', 'Dinner', 'Serves Alcohol', 'Credit Card', 'Fullbar', 'Live Music', '4/5 Star', 'Table booking recommended', 'Air Conditioned', 'Wifi', 'Buffet', 'Outdoor Seating', 'Indoor Seating', 'Axis Bank - Dining Delights']",4,386,3.980047993
115,801678,Azrak - Lebua Lucknow,https://www.zomato.com/lucknow/azrak-lebua-lucknow-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Lebua Lucknow, Saraca Estate, 19, Mall Avenue, Hazratganj, Lucknow",Lucknow,lebua Lucknow,"North Indian, Hyderabadi, Awadhi, Continental",6:30 AM to 12 Midnight (Mon-Sun),800,"['Debit Card', 'Credit Card', 'Cash', 'Dinner', 'Lunch', 'Breakfast', 'Fullbar', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended', 'Wheelchair Accessible', 'Outdoor Seating', 'Valet Parking Available', 'Luxury Dining', 'Smoking Area', '4/5 Star']",4.3,219,4.175559011
116,801633,Kabila,https://www.zomato.com/lucknow/kabila-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"15, Mahmoodbad Building, MG Road, Hazratganj, Lucknow",Lucknow,Hazratganj,"North Indian, Chinese, Continental",11am – 11pm (Mon-Sun),800,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Valet Parking Available', 'Indoor Seating', 'Serves Cocktails', 'Table booking recommended', 'Air Conditioned', 'Hookah', 'Live Sports Screening', 'Fullbar', 'Rooftop', 'Digital Payments Accepted', 'Smoking Area']",3.8,155,3.840405194
117,801247,Colours by Royal Cafe - Royal Inn,https://www.zomato.com/lucknow/colours-by-royal-cafe-royal-inn-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, 9/7 Royal Inn, Opposite Saharaganj Mall, Hazratganj, Lucknow",Lucknow,"Royal Inn, Hazratganj","North Indian, Mughlai, Chinese, Continental",11 AM to 11 PM,750,"['Lunch', 'Serves Alcohol', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Wine', 'Indoor Seating', 'Air Conditioned', 'Fullbar', 'Beer', 'Serves Cocktails', 'Table booking recommended', 'Buffet']",4.2,832,4.168136614
118,800480,Mainland China,https://www.zomato.com/lucknow/mainland-china-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Riverside Mall, Vipin Khand, Gomti Nagar, Lucknow",Lucknow,"Riverside Mall, Gomti Nagar","Chinese, Asian, Sushi, Japanese, Thai","12:30 PM to 3 PM, 7:30 PM to 11 PM",750,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Serves Alcohol', 'Mall Parking', 'Delivery', 'Credit Card', 'Debit Card', 'Fullbar', 'Beer', 'Serves Cocktails', 'Air Conditioned', 'Buffet', 'Wine', 'Indoor Seating']",4.4,752,4.341670569
119,801693,Bar Bar - Hotel India Awadh,https://www.zomato.com/lucknow/bar-bar-hotel-india-awadh-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel India Awadh, 4, Sapru Marg, Hazratganj, Lucknow",Lucknow,"Hotel India Awadh, Hazratganj","Cafe, Chinese, Thai, North Indian, Continental",12noon – 12midnight (Mon-Sun),750,"['Dinner', 'Serves Alcohol', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Smoking Area', 'Nightlife', 'Live Music', '4/5 Star', 'Air Conditioned']",4.1,441,4.063592097
120,18627720,Narrows,https://www.zomato.com/lucknow/narrows-1-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near BBD, Viraj Tower Service Lane, Shaheed Path, Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, Continental, Chinese",11 AM to 11 PM (Mon-Sun),750,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'DJ', 'Axis Bank - Dining Delights']",4,442,3.982109455
121,18348612,Kava Restaurant - Fairfield by Marriott,https://www.zomato.com/lucknow/kava-restaurant-fairfield-by-marriott-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Gate 2, Opposite Indra Gandhi Prathishthan, Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, Chinese, Continental",7am – 11:30pm (Mon-Sun),750,"['Serves Alcohol', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Dinner', 'Credit Card', 'Valet Parking Available', 'Wine', 'Indoor Seating', '4/5 Star', 'Wheelchair Accessible', 'Fullbar', 'Beer', 'Serves Cocktails', 'Free Wifi', 'Air Conditioned', 'Smoking Area', 'Wifi', 'Buffet', 'Table booking recommended']",3.9,303,3.900752666
122,800934,Urban Turban - The Metropolitan Club,https://www.zomato.com/lucknow/urban-turban-the-metropolitan-club-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Metropolitan Club, CP 134, Near Sahara Hospital, Viraj Khand, Gomti Nagar, Lucknow",Lucknow,"Metropolitan Club, Gomti Nagar","North Indian, Mughlai, Chinese, Continental",12 Noon to 11 PM,750,"['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Table booking recommended']",4.2,387,4.1390212
123,801703,Wanchai By Kylin,https://www.zomato.com/lucknow/wanchai-by-kylin-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4th Floor, City Mall, Vipul Khand, Gomti Nagar, Lucknow",Lucknow,"City Mall, Gomti Nagar","Asian, Chinese, Thai",12 Noon to 11 PM (Mon-Sun),750,"['Mall Parking', 'Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Smoking Area', 'Wifi', 'Buffet', 'Valet Parking Available', 'Indoor Seating', 'Free Wifi', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Live Sports Screening', 'Fullbar', 'Table booking recommended', 'Air Conditioned']",4,323,3.977076417
124,800932,Cheer Peer - The Metropolitan Club,https://www.zomato.com/lucknow/cheer-peer-the-metropolitan-club-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Metropolitan Club, CP 134, Near Sahara Hospital, Viraj Khand, Gomti Nagar, Lucknow",Lucknow,"Metropolitan Club, Gomti Nagar","North Indian, Mughlai, Chinese",12:30 PM to 11 PM (Mon-Sun),750,"['Lunch', 'Serves Alcohol', 'Cash', 'Dinner', 'Credit Card', 'Debit Card', 'Live Sports Screening', 'Fullbar', 'Wine', 'Indoor Seating', 'Digital Payments Accepted', 'Wifi', 'Buffet', 'Valet Parking Available', 'Outdoor Seating', 'Beer', 'Serves Cocktails', 'Table booking recommended', 'Air Conditioned', 'Smoking Area']",4.2,230,4.110010074
125,801594,Sepia - Renaissance Lucknow Hotel,https://www.zomato.com/lucknow/sepia-renaissance-lucknow-hotel-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Renaissance Lucknow Hotel, Vipin Khand, Gomti Nagar, Lucknow",Lucknow,Renaissance Lucknow Hotel,Awadhi,7 PM to 11 PM (Mon-Sun),750,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Serves Alcohol', 'Credit Card', 'Fullbar', 'Beer', 'Indoor Seating', 'Table reservation required', 'Wheelchair Accessible', 'Valet Parking Available', 'Wine', 'Live Music', 'Serves Cocktails', 'Air Conditioned', 'Smoking Area', 'Wifi']",4.2,221,4.107486992
126,18574816,Orchid - Fortune Park BBD,https://www.zomato.com/lucknow/orchid-fortune-park-bbd-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Fortune Park BBD, Ranapratap Marg, Hazratganj, Lucknow",Lucknow,Fortune Park BBD,"North Indian, Continental, Chinese",6am – 4am (Mon-Sun),750,"['Delivery', 'Lunch', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Fullbar', 'Air Conditioned', 'Buffet', 'Live Sports Screening', 'Indoor Seating', 'Axis Bank - Dining Delights']",4.2,143,4.077791459
127,800032,Pavillion - La Place Sarovar Portico,https://www.zomato.com/lucknow/pavillion-la-place-sarovar-portico-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"La Place Sarovar Portico, 6, Shahnajaf Road, Hazratganj, Lucknow",Lucknow,"La Place Sarovar Portico, Hazratganj","North Indian, Chinese, Continental",7am – 11pm (Mon-Sun),750,"['Lunch', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Dinner', 'Serves Alcohol', 'Cash', 'Delivery', 'Credit Card', 'Valet Parking Available', 'Wine', 'Indoor Seating', '4/5 Star', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Wheelchair Accessible', 'Fullbar', 'Beer', 'Serves Cocktails', 'Air Conditioned', 'Buffet']",4.2,134,4.07309113
128,801036,Grill Drill - The Metropolitan Club,https://www.zomato.com/lucknow/grill-drill-the-metropolitan-club-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Metropolitan Club, CP 134, Near Sahara Hospital, Viraj Khand, Gomti Nagar, Lucknow",Lucknow,"Metropolitan Club, Gomti Nagar","North Indian, Chinese, Continental, Thai",12:30pm – 11pm (Mon-Sun),750,"['Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Fullbar', 'Wine', 'Indoor Seating', 'Digital Payments Accepted', 'Wifi', 'Outdoor Seating', 'Beer', 'Serves Cocktails', 'Table booking recommended', 'Air Conditioned', 'Smoking Area']",4,107,3.953156157
129,800599,Punjab - The Piccadily,https://www.zomato.com/lucknow/punjab-piccadily-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Piccadily Lucknow, Ground Floor, Bara Birva, Kanpur Road, Alambagh, Lucknow",Lucknow,"The Piccadily Lucknow, Alambagh","North Indian, Mughlai, Awadhi",7:30pm – 11pm (Mon-Sun),750,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Serves Alcohol', 'Credit Card', 'Valet Parking Available', 'Outdoor Seating', '4/5 Star', 'Air Conditioned', 'Wheelchair Accessible', 'Fullbar', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Smoking Area', 'Wifi']",4,138,3.959257666
130,800801,The Terrace Grill - La Place Sarovar Portico,https://www.zomato.com/lucknow/the-terrace-grill-la-place-sarovar-portico-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"La Place Sarovar Portico, 6 Shahnajaf Road, Hazratgunj, Hazratganj, Lucknow",Lucknow,"La Place Sarovar Portico, Hazratganj","North Indian, Pizza",7pm – 11pm (Mon-Sun),750,"['Delivery', 'Debit Card', 'Dinner', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Fullbar', 'Beer', 'Serves Cocktails', '4/5 Star', 'Table booking recommended', 'Halal', 'Valet Parking Available', 'Wine', 'Rooftop']",4.1,122,4.011276236
131,800555,Atrium - Hotel Levana,https://www.zomato.com/lucknow/atrium-hotel-levana-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Levana, 72, Mahatma Gandhi Marg, Hazratganj, Lucknow",Lucknow,"Hotel Levana, Hazratganj","Cafe, Continental","6:30 AM to 2:30 AM (Mon, Wed, Thu, Fri, Sun), 6:30 AM to 12 Midnight (Tue),6:30 AM to 4:30 AM (Sat)",750,"['Takeaway Available', 'Serves Alcohol', 'Dinner', 'Lunch', 'Breakfast', 'Debit Card', 'Credit Card', 'Cash', 'Wheelchair Accessible', 'Wifi', 'Air Conditioned', 'Beer', 'Indoor Seating', 'Fullbar', 'Wine', 'Table booking recommended', 'Axis Bank - Dining Delights', '4/5 Star', 'Live Sports Screening', 'Buffet', 'Valet Parking Available']",3.8,127,3.845389094
132,801654,Sura Vie by TYC,https://www.zomato.com/lucknow/sura-vie-by-tyc-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/42 F,Vineet Khand, Near Hussaria Crossing,Gomti Nagar , Lucknow",Lucknow,Gomti Nagar,"North Indian, Chinese, Continental, Thai",11:30 AM to 11:30 PM,700,"['Dinner', 'Takeaway Available', 'Debit Card', 'Serves Alcohol', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Rooftop', 'Air Conditioned', 'Luxury Dining', 'Fullbar', 'Table booking recommended', 'Valet Parking Available', 'Indoor Seating']",4,240,3.971480366
133,18747168,Barcelos,https://www.zomato.com/lucknow/barcelos-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"FC-4, Food Court, 3rd Floor, One Awadh Center (Cinepolis), Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,"One Awadh Center Mall, Gomti Nagar","Spanish, American, Italian, Portuguese",11am – 12midnight (Mon-Sun),700,"['Dinner', 'Mall Parking', 'Delivery', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Live Music', 'Kid Friendly']",4,144,3.960259526
134,18574808,Earthen Oven - Fortune Park BBD,https://www.zomato.com/lucknow/earthen-oven-fortune-park-bbd-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Fortune Park BBD, Ranapratap Marg, Hazratganj, Lucknow",Lucknow,Fortune Park BBD,North Indian,7:30 PM to 11 PM,700,"['Debit Card', 'Takeaway Available', 'Cash', 'Credit Card', 'Dinner', 'Air Conditioned', 'Indoor Seating', 'Fullbar', 'Axis Bank - Dining Delights']",4.1,137,4.016891664
135,801640,Underdoggs Bar & Grill,https://www.zomato.com/lucknow/underdoggs-bar-grill-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4th Floor, City Mall, Vipul Khand 4, Gomti Nagar, Lucknow",Lucknow,"City Mall, Gomti Nagar","Mediterranean, Italian, American",12 Noon to 12 Midnight (Mon-Sun),650,"['Dinner', 'Mall Parking', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Pool Table', 'Wine', 'Live Music', 'Serves Cocktails', 'Digital Payments Accepted', 'Smoking Area', 'Wifi', 'Gaming Area', 'Nightlife', 'Fullbar', 'Beer', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible']",4.2,717,4.16365156
136,18642370,Urban Qettle,https://www.zomato.com/lucknow/urban-qettle-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Shop G-12, Cyber Height, Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, European, Mediterranean",11AM to 1AM (Mon-Sun),600,"['Delivery', 'Lunch', 'Serves Alcohol', 'Takeaway Available', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Live Sports Screening', 'Valet Parking Available', 'Fullbar', 'Beer', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'All Day Breakfast', 'DJ', 'Nightlife', 'Gin Bar', 'Wine', 'Live Music', 'Serves Cocktails', 'Table booking recommended', 'Wifi']",4.2,556,4.154730677
137,801767,Be The Beer,https://www.zomato.com/lucknow/be-the-beer-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A110, First Floor, Cyber Heights, Above Nexa Showroom, Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, Chinese, Italian, Mexican",11 AM to 12 Midnight,600,"['Debit Card', 'Dinner', 'Takeaway Available', 'Cash', 'Delivery', 'Credit Card', 'Lunch', 'Beer', 'Air Conditioned', 'All Day Breakfast', 'Wifi', 'Fullbar', 'Digital Payments Accepted', 'Wine', 'Live Sports Screening', 'Indoor Seating', 'Live Entertainment', 'Table booking recommended', 'DJ', 'Serves Cocktails']",4.3,696,4.250129805
138,801116,Jannat-Dayal Paradise,https://www.zomato.com/lucknow/jannat-dayal-paradise-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Dayal Paradise, Vipul Khand V, Gomti Nagar, Lucknow",Lucknow,"Hotel Dayal Paradise, Gomti Nagar","Italian, Continental, Finger Food",1 PM to 1:30 AM,600,"['Lunch', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Fullbar', 'Indoor Seating', 'Above 18 Only', 'Air Conditioned', 'Live Sports Screening', 'Nightlife', 'Outdoor Seating', 'Rooftop', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'DJ']",4,599,3.986127789
139,18625751,Elev8 Book Cafe - Hotel Levana Suites,https://www.zomato.com/lucknow/elev8-book-cafe-hotel-levana-suites-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"18, Madan Mohan Malviya Marg, Lucknow",Lucknow,Hazratganj,Cafe,11:30 AM to 12 Midnight,600,"['Takeaway Available', 'Lunch', 'Cash', 'Credit Card', 'Debit Card', 'Dinner', 'Serves Alcohol', 'Brunch', 'DJ', 'Wine', 'Live Music', 'Rooftop', '4/5 Star', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Fullbar', 'Beer', 'Indoor Seating', 'Serves Cocktails', 'Air Conditioned']",4.2,216,4.106023179
140,18548376,Cafe TC (Turquoise Cottage),https://www.zomato.com/lucknow/cafe-tc-turquoise-cottage-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"First Floor, Levana Cyber Heights, Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Asian, Continental, Italian",11 AM to 11 PM (Mon-Sun),600,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Credit Card', 'Wine', 'Fullbar', 'Serves Cocktails', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'DJ', 'Beer', 'Indoor Seating']",4.3,375,4.216428051
141,18684244,Pepperz,https://www.zomato.com/lucknow/pepperz-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Scorpio Club Woodland Garden, Opposite Gyan Institute of Managment, Kursi Road, Aliganj, Lucknow",Lucknow,Aliganj,"North Indian, Chinese",12 Noon to 12 Midnight,600,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Table booking recommended']",4.4,411,4.302746232
142,18675956,Nawabeen's Awadhi Restaurant,https://www.zomato.com/lucknow/nawabeens-awadhi-restaurant-lalbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3, Quinton Road, Near Nishat Hospital, Lalbagh, Lucknow, Lucknow",Lucknow,Lalbagh,"Awadhi, North Indian, Mughlai","10 AM to 11 PM (Mon-Thu, Sat-Sun), 2 PM to 11 PM (Fri)",600,"['Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking recommended', 'Brunch']",3.8,291,3.826351213
143,19058715,Be The Beer Season 2,https://www.zomato.com/lucknow/be-the-beer-season-2-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"19, 20, Rohtas Presidential Arcade, Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, Chinese, Italian, Mexican","11am – 3am (Mon-Thu),11am – 12midnight (Fri-Sun)",600,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Serves Alcohol', 'Lunch', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'Smoking Area', 'Fullbar', 'Free Wifi', 'Air Conditioned', 'Hookah']",4.4,119,4.173074541
144,800289,Zaika by Gemini Continental Hotel,https://www.zomato.com/lucknow/zaika-by-gemini-continental-hotel-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Gemini Continental Hotel, 10, Rani Laxmi Bai Marg, Hazratganj, Lucknow",Lucknow,"Gemini Continental, Hazratganj","Awadhi, Mughlai, Chinese, Continental",7:30 AM to 11:30 PM (Mon-Sun),600,"['Breakfast', 'Credit Card', 'Dinner', 'Serves Alcohol', 'Lunch', 'Air Conditioned', 'Smoking Area', 'Live Sports Screening', 'Wifi', 'Indoor Seating', '4/5 Star', 'Live Music', 'Buffet', 'Wheelchair Accessible', 'Valet Parking Available', 'Table booking recommended', 'Fullbar', 'Axis Bank - Dining Delights']",4,189,3.966447489
145,801204,Bombay Blue,https://www.zomato.com/lucknow/bombay-blue-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Phoenix United Mall, Alambagh, Lucknow",Lucknow,"Phoenix United Mall, Alambagh","North Indian, Mexican, Italian",12 Noon to 11 PM (Mon-Sun),600,"['Debit Card', 'No Alcohol Available', 'Serves Alcohol', 'Delivery', 'Takeaway Available', 'Mall Parking', 'Lunch', 'Credit Card', 'Cash', 'Dinner', 'Wifi', 'Air Conditioned', 'Indoor Seating']",3.6,214,3.696507403
146,801208,Noodle Bar,https://www.zomato.com/lucknow/noodle-bar-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Phoenix United Mall, Alambagh, Lucknow",Lucknow,Alambagh,"Chinese, Burmese, Thai","12 Noon to 4 PM, 7 PM to 11 PM (Mon-Sun)",600,"['Takeaway Available', 'Serves Alcohol', 'Delivery', 'Dinner', 'Cash', 'Lunch', 'Credit Card', 'No Alcohol Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned']",3.7,146,3.782533839
147,18699936,Sharma Chai,https://www.zomato.com/lucknow/sharma-chai-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sector Q, Aliganj, Lucknow",Lucknow,Aliganj,"Fast Food, Street Food, Tea","7:30am – 8:45pm (Mon, Tue, Thu, Fri, Sat, Sun), 2:15pm – 8:45pm (Wed)",50,"['No Seating Available', 'No Alcohol Available', 'Cash', 'Lunch', 'Takeaway Available', 'Dinner', 'Breakfast']",4.1,236,4.041378942
148,18705210,Durga Khasta Corner,https://www.zomato.com/lucknow/durga-khasta-corner-lalbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"91/19, Gautam Buddha Marg, Latouche Road, Maqbool Ganj, Ghasyari Mandi, Naka Hindola, Lucknow",Lucknow,Lalbagh,Street Food,6 AM to 4 PM,50,"['No Seating Available', 'Breakfast', 'Lunch', 'Cash']",4.2,197,4.100011193
