Date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F),Date1,Month,diff_pressure
2012-06-21,62.9,38.0,35.4,29.8,2.9,5.0,77.0,0.27,2.41,0.0,77.9,45.4,58.0,21.0,30.066,29.649,16.1,19.6,79.0,2012-06-21,06,0.41699999999999804
2012-06-22,70.2,28.0,23.1,29.5,6.5,9.7,237.0,0.27,2.41,0.0,89.0,41.5,83.0,5.0,29.741,29.261,25.3,34.5,85.2,2012-06-22,06,0.4800000000000004
2012-06-23,76.3,12.0,17.7,29.4,7.4,10.9,242.0,0.27,2.41,0.0,90.8,54.4,40.0,6.0,29.554,29.254,27.6,35.7,86.7,2012-06-23,06,0.29999999999999716
2012-06-24,75.3,17.0,25.8,29.6,3.7,5.9,236.0,0.27,2.41,0.0,90.3,58.3,52.0,9.0,29.683,29.517,16.1,21.9,86.1,2012-06-24,06,0.16600000000000037
2012-06-25,73.0,26.0,31.6,29.6,3.6,5.9,223.0,0.27,2.41,0.0,90.6,47.9,80.0,9.0,29.776,29.387,27.6,40.3,86.4,2012-06-25,06,0.38899999999999935
2012-06-26,74.9,22.0,31.8,29.4,7.4,10.9,238.0,0.27,2.41,0.0,88.0,53.3,54.0,13.0,29.56,29.286,23.0,34.5,84.3,2012-06-26,06,0.27399999999999736
2012-06-27,71.4,38.0,40.7,29.5,7.0,10.6,242.0,0.38,2.52,0.0,86.0,54.7,82.0,16.0,29.707,29.333,23.0,29.9,82.7,2012-06-27,06,0.37400000000000233
2012-06-28,63.6,58.0,45.1,29.8,3.5,5.5,221.0,0.44,2.58,0.0,87.2,46.5,93.0,15.0,29.968,29.664,17.3,27.6,83.6,2012-06-28,06,0.3039999999999985
2012-06-29,70.5,32.0,35.7,29.7,5.2,8.0,255.0,0.44,2.58,0.0,86.6,50.2,80.0,11.0,29.884,29.563,21.9,33.4,83.1,2012-06-29,06,0.3210000000000015
2012-06-30,68.6,30.0,32.2,29.7,3.9,5.9,242.0,0.44,2.58,0.0,85.1,45.2,80.0,9.0,29.834,29.538,21.9,27.6,81.9,2012-06-30,06,0.2959999999999994
2012-07-01,70.4,31.0,31.9,29.6,3.1,5.1,102.0,0.0,2.58,0.0,91.8,46.5,81.0,6.0,29.752,29.458,18.4,26.5,87.4,2012-07-01,07,0.2940000000000005
2012-07-02,66.4,47.0,41.7,29.6,3.6,5.5,319.0,0.07,2.65,0.0,86.5,47.4,90.0,12.0,29.755,29.509,15.0,21.9,83.0,2012-07-02,07,0.24599999999999866
2012-07-03,65.4,57.0,46.2,29.6,2.0,3.6,307.0,0.08,2.66,0.0,87.6,48.3,93.0,17.0,29.776,29.514,10.4,16.1,84.1,2012-07-03,07,0.26200000000000045
2012-07-04,70.9,34.0,37.2,29.6,3.5,5.7,61.0,0.08,2.66,0.0,86.7,52.8,74.0,11.0,29.649,29.473,17.3,24.2,83.2,2012-07-04,07,0.17600000000000193
2012-07-05,67.2,52.0,48.1,29.6,4.0,6.3,244.0,0.08,2.66,0.0,83.6,56.6,83.0,28.0,29.667,29.486,16.1,26.5,81.8,2012-07-05,07,0.18100000000000094
2012-07-06,63.0,63.0,47.8,29.8,3.6,5.7,224.0,1.33,3.91,0.0,78.6,54.2,93.0,29.0,30.014,29.514,15.0,19.6,79.1,2012-07-06,07,0.5
2012-07-07,57.2,88.0,53.7,30.0,1.5,2.6,17.0,3.0,5.58,0.0,64.7,53.8,94.0,69.0,30.06,29.904,10.4,13.8,72.2,2012-07-07,07,0.1559999999999988
2012-07-08,58.8,84.0,53.8,30.0,1.9,3.3,66.0,3.3,5.88,0.0,65.4,54.7,94.0,61.0,30.052,29.953,10.4,12.7,74.9,2012-07-08,07,0.0990000000000002
2012-07-09,60.4,75.0,51.7,30.0,2.3,4.1,73.0,3.31,5.89,0.0,70.6,50.8,94.0,53.0,30.065,29.95,11.5,16.1,77.7,2012-07-09,07,0.11500000000000199
2012-07-10,61.7,68.0,50.2,29.9,1.9,3.7,78.0,3.31,5.89,0.0,73.0,47.4,94.0,44.0,30.039,29.818,13.8,17.3,78.6,2012-07-10,07,0.22100000000000009
2012-07-11,63.5,58.0,45.8,29.9,3.0,4.9,39.0,3.32,5.9,0.0,79.2,46.5,94.0,25.0,29.935,29.744,18.4,25.3,78.5,2012-07-11,07,0.19099999999999895
2012-07-12,66.2,50.0,43.8,29.8,2.8,4.6,7.0,3.32,5.9,0.0,83.4,47.7,93.0,15.0,29.86,29.711,17.3,25.3,80.8,2012-07-12,07,0.1490000000000009
2012-07-13,66.7,46.0,40.8,29.8,2.5,4.4,95.0,3.32,5.9,0.0,81.8,46.4,92.0,17.0,29.923,29.73,11.5,18.4,79.8,2012-07-13,07,0.19299999999999784
2012-07-14,65.5,46.0,41.6,29.8,3.8,6.4,239.0,3.32,5.9,0.0,80.3,46.4,91.0,20.0,29.893,29.646,16.1,25.3,78.9,2012-07-14,07,0.2469999999999999
2012-07-15,68.0,44.0,44.0,29.7,6.1,9.3,241.0,3.5,6.08,0.0,81.4,52.8,87.0,23.0,29.825,29.553,20.7,28.8,79.9,2012-07-15,07,0.27199999999999847
2012-07-16,64.5,53.0,45.1,29.7,4.4,6.7,234.0,3.54,6.12,0.0,79.9,49.8,90.0,25.0,29.799,29.527,18.4,25.3,79.5,2012-07-16,07,0.27199999999999847
2012-07-17,66.8,46.0,44.4,29.7,5.1,7.8,243.0,3.54,6.12,0.0,78.1,53.9,85.0,27.0,29.756,29.578,16.1,24.2,79.0,2012-07-17,07,0.17800000000000082
2012-07-18,66.4,48.0,41.8,29.8,2.1,3.6,145.0,3.54,6.12,0.0,83.8,46.0,94.0,14.0,29.872,29.7,18.4,25.3,81.3,2012-07-18,07,0.1720000000000006
2012-07-19,64.8,55.0,46.2,29.8,1.5,2.6,263.0,3.69,6.27,0.0,85.5,46.4,92.0,16.0,29.959,29.737,10.4,18.4,82.6,2012-07-19,07,0.2220000000000013
2012-07-20,69.0,46.0,43.3,29.8,2.9,4.8,245.0,3.69,6.27,0.0,84.0,47.6,93.0,19.0,29.979,29.701,13.8,19.6,81.7,2012-07-20,07,0.2779999999999987
2012-07-21,68.1,47.0,45.4,29.8,2.7,4.5,308.0,3.71,6.29,0.0,85.9,47.9,90.0,22.0,29.938,29.666,17.3,25.3,83.2,2012-07-21,07,0.27199999999999847
2012-07-22,64.5,56.0,46.7,29.9,3.2,5.2,292.0,3.79,6.37,0.0,82.7,48.8,90.0,26.0,30.008,29.728,15.0,27.6,81.1,2012-07-22,07,0.2799999999999976
2012-07-23,66.8,55.0,46.4,29.8,4.1,6.2,206.0,3.82,6.4,0.0,82.4,51.0,95.0,19.0,29.948,29.654,25.3,34.5,80.6,2012-07-23,07,0.2940000000000005
2012-07-24,65.3,55.0,46.0,29.7,3.8,6.0,234.0,3.98,6.56,0.0,82.4,47.4,90.0,25.0,29.81,29.559,20.7,26.5,80.6,2012-07-24,07,0.25099999999999767
2012-07-25,64.2,57.0,47.2,29.7,6.6,9.8,237.0,4.06,6.64,0.0,79.0,54.5,89.0,25.0,29.81,29.564,23.0,34.5,79.0,2012-07-25,07,0.24599999999999866
2012-07-26,62.9,62.0,48.0,29.8,2.4,3.9,54.0,4.06,6.64,0.0,77.2,46.1,94.0,33.0,29.924,29.751,16.1,19.6,78.2,2012-07-26,07,0.17299999999999827
2012-07-27,63.0,60.0,46.6,29.9,2.5,4.3,213.0,4.14,6.72,0.0,80.4,47.4,94.0,24.0,29.95,29.74,11.5,19.6,79.4,2012-07-27,07,0.21000000000000085
2012-07-28,65.5,55.0,48.0,29.8,4.5,7.0,264.0,4.3,6.88,0.0,79.2,53.2,80.0,27.0,29.926,29.741,20.7,31.1,79.1,2012-07-28,07,0.18499999999999872
2012-07-29,62.1,70.0,50.8,29.9,2.6,4.2,242.0,4.4,6.98,0.0,79.2,51.6,93.0,28.0,30.001,29.79,12.7,17.3,78.8,2012-07-29,07,0.21100000000000207
2012-07-30,60.2,73.0,50.5,29.9,2.2,3.7,327.0,4.48,7.06,0.0,77.4,49.8,94.0,39.0,29.997,29.801,17.3,25.3,78.6,2012-07-30,07,0.1960000000000015
2012-07-31,66.5,53.0,45.0,29.8,3.3,5.5,257.0,4.48,7.06,0.0,83.9,47.6,93.0,18.0,29.972,29.708,18.4,26.5,81.4,2012-07-31,07,0.2640000000000029
2012-08-01,67.9,45.0,44.5,29.7,6.2,9.3,251.0,0.07,7.13,0.0,81.0,53.9,86.0,24.0,29.786,29.615,16.1,26.5,79.6,2012-08-01,08,0.17100000000000293
2012-08-02,67.7,42.0,42.7,29.7,3.8,6.3,239.0,0.08,7.14,0.0,79.1,53.2,70.0,22.0,29.791,29.596,15.0,25.3,79.0,2012-08-02,08,0.19500000000000028
2012-08-03,69.6,29.0,34.1,29.6,7.0,10.7,245.0,0.08,7.14,0.0,80.5,57.6,56.0,15.0,29.696,29.502,31.1,41.4,79.2,2012-08-03,08,0.19400000000000261
2012-08-04,59.4,57.0,43.1,29.9,3.7,6.0,71.0,0.08,7.14,0.0,70.3,48.5,77.0,36.0,30.028,29.661,13.8,19.6,79.1,2012-08-04,08,0.36699999999999733
2012-08-05,63.5,49.0,39.7,30.0,2.2,3.9,93.0,0.08,7.14,0.0,82.0,41.2,87.0,17.0,30.114,29.791,12.7,17.3,79.9,2012-08-05,08,0.3230000000000004
2012-08-06,67.6,43.0,41.7,29.9,5.9,8.7,268.0,0.22,7.28,0.0,87.2,52.3,85.0,17.0,29.965,29.748,19.6,26.5,83.7,2012-08-06,08,0.21699999999999875
2012-08-07,64.9,53.0,44.8,29.9,2.8,4.5,11.0,0.23,7.29,0.0,80.7,50.7,91.0,23.0,29.97,29.836,16.1,19.6,79.4,2012-08-07,08,0.13400000000000034
2012-08-08,63.8,40.0,34.9,30.0,1.8,3.4,61.0,0.23,7.29,0.0,82.9,42.3,77.0,15.0,30.109,29.875,11.5,16.1,80.5,2012-08-08,08,0.23400000000000176
2012-08-09,64.1,44.0,39.7,29.9,2.4,3.7,23.0,0.23,7.29,0.0,83.0,43.3,73.0,18.0,30.013,29.723,13.8,19.6,80.9,2012-08-09,08,0.2900000000000027
2012-08-10,65.9,52.0,45.4,29.8,2.2,3.9,75.0,0.26,7.32,0.0,82.5,54.1,86.0,22.0,29.883,29.657,12.7,19.6,80.4,2012-08-10,08,0.2259999999999991
2012-08-11,67.3,40.0,40.8,29.7,5.4,8.5,256.0,0.26,7.32,0.0,81.2,53.6,86.0,17.0,29.912,29.56,24.2,34.5,79.4,2012-08-11,08,0.3520000000000003
2012-08-12,60.7,47.0,37.9,29.9,2.1,3.9,84.0,0.26,7.32,0.0,75.4,41.6,80.0,25.0,30.044,29.881,13.8,19.6,79.1,2012-08-12,08,0.16300000000000026
2012-08-13,58.4,53.0,39.2,29.9,4.4,6.8,257.0,0.26,7.32,0.0,75.1,42.6,78.0,24.0,29.975,29.757,18.4,26.5,79.1,2012-08-13,08,0.21799999999999997
2012-08-14,63.2,44.0,36.3,29.8,2.4,4.1,258.0,0.26,7.32,0.0,82.2,42.3,83.0,13.0,29.888,29.597,12.7,19.6,79.9,2012-08-14,08,0.29100000000000037
2012-08-15,66.1,37.0,36.3,29.7,5.4,7.9,241.0,0.26,7.32,0.0,82.8,50.5,76.0,14.0,29.87,29.546,16.1,31.1,80.2,2012-08-15,08,0.3240000000000016
2012-08-16,54.7,70.0,44.9,29.9,3.2,5.1,57.0,0.26,7.32,0.0,64.1,46.2,86.0,54.0,30.012,29.792,15.0,19.6,64.1,2012-08-16,08,0.21999999999999886
2012-08-17,58.6,60.0,40.4,29.9,2.9,4.7,13.0,0.29,7.35,0.0,82.8,38.9,93.0,13.0,30.013,29.741,18.4,24.2,80.3,2012-08-17,08,0.272000000000002
2012-08-18,57.4,55.0,38.3,29.9,2.8,4.7,57.0,0.29,7.35,0.0,72.7,41.6,89.0,26.0,29.997,29.745,13.8,19.6,78.8,2012-08-18,08,0.2519999999999989
2012-08-19,57.1,46.0,32.8,29.9,2.9,4.9,85.0,0.29,7.35,0.0,75.1,35.0,84.0,21.0,30.046,29.817,13.8,20.7,78.0,2012-08-19,08,0.2289999999999992
2012-08-20,56.4,51.0,35.9,29.8,2.7,4.3,315.0,0.29,7.35,0.0,73.5,41.5,79.0,20.0,29.966,29.796,26.5,38.0,79.0,2012-08-20,08,0.1700000000000017
2012-08-21,58.8,51.0,36.8,29.9,1.7,3.1,99.0,0.29,7.35,0.0,77.4,38.8,88.0,20.0,30.077,29.761,12.7,18.4,79.0,2012-08-21,08,0.3160000000000025
2012-08-22,61.2,48.0,39.2,29.8,4.4,6.8,248.0,0.3,7.36,0.0,79.2,44.6,78.0,23.0,29.853,29.623,18.4,26.5,79.1,2012-08-22,08,0.23000000000000043
2012-08-23,58.7,76.0,50.1,29.7,1.7,2.9,273.0,0.7,7.76,0.0,73.8,49.9,93.0,37.0,29.793,29.638,19.6,25.3,78.7,2012-08-23,08,0.15499999999999758
2012-08-24,60.0,61.0,42.7,29.7,2.9,4.5,328.0,0.74,7.8,0.0,79.6,45.2,94.0,19.0,29.808,29.577,20.7,34.5,78.9,2012-08-24,08,0.2309999999999981
2012-08-25,62.2,41.0,36.8,29.7,3.5,5.9,97.0,0.74,7.8,0.0,73.3,48.5,74.0,26.0,29.87,29.548,13.8,18.4,79.0,2012-08-25,08,0.32200000000000273
2012-08-26,60.5,44.0,32.9,29.9,2.0,3.4,22.0,0.74,7.8,0.0,82.6,39.3,86.0,13.0,29.995,29.811,12.7,17.3,80.1,2012-08-26,08,0.18400000000000105
2012-08-27,63.0,43.0,37.6,29.9,3.5,5.2,256.0,0.74,7.8,0.0,83.4,43.1,75.0,17.0,30.054,29.81,18.4,25.3,80.8,2012-08-27,08,0.24399999999999977
2012-08-28,62.8,55.0,44.4,29.9,2.9,4.5,324.0,0.76,7.82,0.0,85.1,47.9,80.0,21.0,29.994,29.784,16.1,20.7,82.2,2012-08-28,08,0.21000000000000085
2012-08-29,67.0,44.0,41.0,29.8,5.2,7.8,239.0,0.76,7.82,0.0,85.0,47.3,82.0,16.0,29.942,29.588,20.7,27.6,82.1,2012-08-29,08,0.3539999999999992
2012-08-30,62.8,50.0,42.6,29.7,3.6,5.6,251.0,0.77,7.83,0.0,84.9,50.7,76.0,19.0,29.893,29.581,16.1,26.5,82.0,2012-08-30,08,0.31200000000000117
2012-08-31,64.4,45.0,38.1,29.8,2.3,4.2,166.0,0.77,7.83,0.0,81.6,45.7,84.0,15.0,29.919,29.696,11.5,17.3,79.5,2012-08-31,08,0.22299999999999898
2012-09-01,65.5,43.0,39.7,29.7,4.0,6.2,230.0,0.0,7.83,0.0,81.9,46.5,76.0,18.0,29.885,29.674,20.7,31.1,79.9,2012-09-01,09,0.21100000000000207
2012-09-02,67.6,36.0,37.6,29.7,6.0,8.7,221.0,0.0,7.83,0.0,79.9,54.7,74.0,14.0,29.798,29.637,16.1,20.7,79.1,2012-09-02,09,0.1609999999999978
2012-09-03,60.4,44.0,35.7,29.8,5.2,7.8,242.0,0.0,7.83,0.0,76.6,46.7,75.0,17.0,30.015,29.77,26.5,35.7,79.1,2012-09-03,09,0.245000000000001
2012-09-04,61.5,34.0,24.7,29.9,4.1,7.0,265.0,0.0,7.83,0.0,82.2,38.8,76.0,10.0,30.022,29.696,18.4,29.9,79.8,2012-09-04,09,0.32599999999999696
2012-09-05,59.8,25.0,20.3,29.8,3.0,5.1,293.0,0.0,7.83,0.0,82.0,40.3,52.0,8.0,30.004,29.733,12.7,20.7,79.6,2012-09-05,09,0.2710000000000008
2012-09-06,59.4,30.0,23.6,29.8,3.8,6.1,254.0,0.0,7.83,0.0,80.7,35.8,68.0,11.0,30.029,29.658,16.1,26.5,78.7,2012-09-06,09,0.37099999999999866
2012-09-07,51.1,72.0,41.5,30.0,2.7,4.4,55.0,0.11,7.94,0.0,60.9,40.3,92.0,27.0,30.219,29.687,13.8,18.4,60.9,2012-09-07,09,0.532
2012-09-08,52.0,57.0,33.3,30.2,2.0,3.5,45.0,0.12,7.95,0.0,73.5,32.4,93.0,16.0,30.354,30.044,12.7,17.3,77.1,2012-09-08,09,0.3099999999999987
2012-09-09,56.8,44.0,28.5,30.0,1.8,3.5,144.0,0.12,7.95,0.0,78.5,33.5,89.0,11.0,30.184,29.783,9.2,16.1,77.2,2012-09-09,09,0.4009999999999998
2012-09-10,65.2,28.0,27.9,29.7,5.1,7.9,241.0,0.12,7.95,0.0,81.6,41.2,70.0,14.0,29.829,29.523,17.3,21.9,79.4,2012-09-10,09,0.30600000000000094
2012-09-11,57.4,55.0,38.6,29.7,3.8,5.9,240.0,0.5,8.33,0.0,73.2,46.1,92.0,24.0,29.839,29.63,17.3,25.3,79.0,2012-09-11,09,0.20899999999999963
2012-09-12,48.7,90.0,46.0,30.0,2.1,3.7,72.0,0.59,8.42,0.0,50.8,45.5,94.0,83.0,30.215,29.715,8.1,11.5,50.8,2012-09-12,09,0.5
2012-09-13,49.8,66.0,36.3,30.3,2.1,3.7,40.0,0.6,8.43,0.0,66.8,33.8,94.0,24.0,30.41,30.169,11.5,16.1,78.3,2012-09-13,09,0.24099999999999966
2012-09-14,50.3,55.0,30.9,30.3,1.6,3.2,149.0,0.61,8.44,0.0,67.9,31.6,92.0,18.0,30.463,30.106,8.1,12.7,76.2,2012-09-14,09,0.3569999999999993
2012-09-15,55.1,42.0,25.0,30.0,2.3,4.0,279.0,0.61,8.44,0.0,80.5,31.3,84.0,9.0,30.258,29.875,13.8,20.7,78.5,2012-09-15,09,0.3829999999999991
2012-09-16,56.5,29.0,20.2,29.9,2.7,4.6,281.0,0.61,8.44,0.0,77.4,37.6,66.0,10.0,30.032,29.75,17.3,24.2,76.4,2012-09-16,09,0.28200000000000003
2012-09-17,49.2,65.0,37.4,29.9,3.4,5.3,50.0,0.61,8.44,0.0,58.6,36.5,89.0,31.0,30.075,29.75,16.1,19.6,58.6,2012-09-17,09,0.3249999999999993
2012-09-18,53.3,49.0,27.9,30.0,3.1,5.3,251.0,0.62,8.45,0.0,75.6,30.7,92.0,12.0,30.219,29.812,12.7,18.4,75.6,2012-09-18,09,0.40700000000000003
2012-09-19,59.1,28.0,23.7,29.9,4.6,6.9,217.0,0.62,8.45,0.0,72.5,41.3,58.0,14.0,30.0,29.741,15.0,24.2,75.9,2012-09-19,09,0.25900000000000034
2012-09-20,53.1,42.0,26.7,30.0,2.1,3.7,72.0,0.62,8.45,0.0,72.8,33.1,81.0,15.0,30.097,29.89,13.8,18.4,75.9,2012-09-20,09,0.20700000000000074
2012-09-21,52.2,45.0,27.8,30.0,2.0,3.5,69.0,0.62,8.45,0.0,73.3,32.8,78.0,18.0,30.162,29.928,11.5,17.3,75.6,2012-09-21,09,0.2339999999999982
2012-09-22,52.5,46.0,28.3,30.1,2.1,3.7,53.0,0.62,8.45,0.0,73.4,32.5,82.0,15.0,30.241,29.952,13.8,18.4,76.2,2012-09-22,09,0.2889999999999979
2012-09-23,56.3,40.0,26.2,30.0,3.8,5.9,246.0,0.62,8.45,0.0,78.9,33.1,80.0,11.0,30.167,29.744,17.3,26.5,77.5,2012-09-23,09,0.4230000000000018
2012-09-24,57.1,47.0,36.0,29.8,5.1,7.7,252.0,0.66,8.49,0.0,68.6,46.1,78.0,26.0,29.833,29.654,17.3,24.2,77.3,2012-09-24,09,0.1789999999999985
2012-09-25,46.9,75.0,38.5,29.9,3.3,5.1,290.0,0.8,8.63,0.0,63.1,35.2,91.0,39.0,29.948,29.751,13.8,19.6,63.1,2012-09-25,09,0.19699999999999918
2012-09-26,47.0,84.0,42.2,30.0,1.9,3.2,358.0,1.31,9.15,0.0,54.2,43.5,92.0,69.0,30.043,29.806,8.1,11.5,54.2,2012-09-26,09,0.23699999999999832
2012-09-27,45.4,83.0,40.3,30.1,1.6,2.8,4.0,1.33,9.17,0.0,60.5,35.6,94.0,44.0,30.146,29.92,18.4,21.9,60.5,2012-09-27,09,0.2259999999999991
2012-09-28,47.4,71.0,37.0,30.1,1.3,2.6,97.0,1.34,9.18,0.0,64.5,32.5,94.0,29.0,30.22,29.942,10.4,13.8,79.1,2012-09-28,09,0.2779999999999987
2012-09-29,49.6,62.0,33.7,30.0,1.3,2.5,155.0,1.35,9.19,0.0,69.8,32.8,94.0,18.0,30.179,29.922,10.4,12.7,77.3,2012-09-29,09,0.2569999999999979
2012-09-30,53.5,47.0,31.5,30.0,3.7,5.8,329.0,1.35,9.19,0.0,68.3,39.9,75.0,20.0,30.086,29.913,15.0,20.7,76.5,2012-09-30,09,0.17299999999999827
2012-10-01,50.7,59.0,35.8,30.0,2.1,3.8,82.0,0.0,9.19,0.0,63.1,36.8,83.0,34.0,30.166,29.947,11.5,13.8,63.1,2012-10-01,10,0.2190000000000012
2012-10-02,57.5,35.0,24.1,29.8,7.2,10.5,239.0,0.0,9.19,0.0,74.9,32.4,93.0,11.0,30.029,29.571,19.6,29.9,74.9,2012-10-02,10,0.4579999999999984
2012-10-03,56.0,32.0,22.4,29.7,7.7,12.1,247.0,0.0,9.19,0.0,70.6,32.4,80.0,12.0,30.068,29.508,24.2,39.1,73.7,2012-10-03,10,0.5600000000000023
2012-10-04,32.0,73.0,24.1,30.2,2.5,4.5,86.0,0.0,9.19,0.0,35.8,27.6,80.0,63.0,30.324,30.011,8.1,11.5,35.8,2012-10-04,10,0.3130000000000024
2012-10-05,30.6,80.0,25.1,30.2,3.7,5.7,60.0,0.02,9.21,0.0,44.2,26.9,91.0,56.0,30.339,30.086,17.3,21.9,44.2,2012-10-05,10,0.2530000000000001
2012-10-06,28.4,76.0,21.3,30.3,3.3,5.6,72.0,0.02,9.21,0.0,41.8,24.4,90.0,27.0,30.382,30.174,17.3,21.9,41.8,2012-10-06,10,0.20800000000000196
2012-10-07,32.4,55.0,15.7,30.2,2.3,4.1,65.0,0.02,9.21,0.0,47.6,14.0,86.0,19.0,30.418,29.957,11.5,13.8,47.6,2012-10-07,10,0.4609999999999985
2012-10-08,51.5,13.0,2.1,29.8,7.9,12.1,241.0,0.02,9.21,0.0,65.8,32.8,35.0,8.0,29.998,29.613,19.6,28.8,69.3,2012-10-08,10,0.38500000000000156
2012-10-09,42.2,53.0,22.9,29.8,6.8,10.4,58.0,0.02,9.21,0.0,52.3,28.1,86.0,15.0,30.154,29.553,20.7,29.9,52.3,2012-10-09,10,0.6009999999999991
2012-10-10,43.9,50.0,19.6,30.1,4.1,6.8,261.0,0.02,9.21,0.0,70.3,22.4,90.0,12.0,30.262,29.845,21.9,33.4,72.8,2012-10-10,10,0.4170000000000016
2012-10-11,45.3,53.0,27.7,30.0,3.2,4.7,18.0,0.02,9.21,0.0,67.4,33.4,83.0,19.0,30.188,29.811,17.3,20.7,76.5,2012-10-11,10,0.3769999999999989
2012-10-12,46.0,62.0,31.8,29.9,3.3,5.3,246.0,0.03,9.22,0.0,67.1,30.9,86.0,23.0,30.087,29.651,18.4,27.6,76.2,2012-10-12,10,0.43599999999999994
2012-10-13,45.3,54.0,29.3,29.8,8.0,12.4,257.0,0.08,9.27,0.0,58.3,38.3,81.0,34.0,30.002,29.612,19.6,33.4,58.3,2012-10-13,10,0.39000000000000057
2012-10-14,49.1,45.0,27.5,30.1,7.6,11.7,250.0,0.08,9.27,0.0,57.7,35.8,73.0,28.0,30.164,29.966,18.4,27.6,57.7,2012-10-14,10,0.1980000000000004
2012-10-15,55.7,30.0,23.6,29.8,11.9,17.3,241.0,0.08,9.27,0.0,65.5,48.3,43.0,17.0,29.966,29.584,25.3,36.8,73.7,2012-10-15,10,0.38200000000000145
2012-10-16,53.2,39.0,27.0,29.5,11.2,16.9,242.0,0.2,9.39,0.0,65.8,39.2,86.0,22.0,29.662,29.294,27.6,41.4,74.5,2012-10-16,10,0.36799999999999855
2012-10-17,39.5,26.0,6.8,29.7,13.3,21.5,259.0,0.2,9.39,0.0,45.0,33.5,40.0,15.0,29.913,29.43,27.6,46.0,45.0,2012-10-17,10,0.48300000000000054
2012-10-18,44.8,23.0,8.5,29.9,10.8,16.4,239.0,0.2,9.39,0.0,54.4,34.4,31.0,14.0,29.989,29.894,24.2,34.5,54.4,2012-10-18,10,0.09500000000000242
2012-10-19,53.5,21.0,13.6,29.8,11.2,16.1,237.0,0.2,9.39,0.0,64.3,45.2,29.0,11.0,29.92,29.625,25.3,35.7,64.3,2012-10-19,10,0.2950000000000017
2012-10-20,55.3,21.0,14.9,29.6,6.7,9.7,242.0,0.2,9.39,0.0,67.3,45.2,31.0,13.0,29.743,29.419,18.4,26.5,71.8,2012-10-20,10,0.32399999999999807
2012-10-21,49.9,29.0,17.4,29.6,3.5,5.7,299.0,0.2,9.39,0.0,66.4,32.4,61.0,14.0,29.835,29.509,17.3,28.8,73.7,2012-10-21,10,0.3260000000000005
2012-10-22,48.0,40.0,20.4,29.7,5.6,8.6,234.0,0.2,9.39,0.0,66.4,26.6,79.0,15.0,29.918,29.429,25.3,33.4,73.3,2012-10-22,10,0.48900000000000077
2012-10-23,54.0,24.0,16.9,29.5,9.3,13.5,237.0,0.2,9.39,0.0,62.6,43.9,47.0,12.0,29.653,29.382,27.6,42.6,62.6,2012-10-23,10,0.27099999999999724
2012-10-24,35.9,72.0,27.3,29.8,3.5,5.5,57.0,0.21,9.4,0.0,45.7,24.1,92.0,46.0,29.997,29.624,10.4,13.8,45.7,2012-10-24,10,0.3730000000000011
2012-10-25,24.3,85.0,20.3,30.2,2.0,3.4,72.0,0.4,9.59,0.0,32.5,19.4,89.0,71.0,30.349,29.999,13.8,17.3,32.5,2012-10-25,10,0.3500000000000014
2012-10-26,23.8,72.0,15.2,30.4,2.9,4.5,253.0,0.57,9.76,0.0,34.1,15.6,88.0,33.0,30.583,30.189,17.3,24.2,34.1,2012-10-26,10,0.39399999999999835
2012-10-27,33.8,44.0,13.8,30.1,7.7,11.9,245.0,0.57,9.76,0.0,40.9,23.3,64.0,32.0,30.223,30.015,26.5,39.1,40.9,2012-10-27,10,0.2079999999999984
2012-10-28,44.1,44.0,23.4,30.0,8.8,12.9,215.0,0.57,9.76,0.0,53.9,33.5,59.0,32.0,30.107,29.85,24.2,34.5,53.9,2012-10-28,10,0.2569999999999979
2012-10-29,49.6,40.0,25.8,29.9,8.5,12.2,233.0,0.57,9.76,0.0,59.2,42.7,48.0,27.0,30.015,29.861,20.7,29.9,59.2,2012-10-29,10,0.15399999999999991
2012-10-30,51.9,30.0,21.2,29.9,8.0,11.7,244.0,0.57,9.76,0.0,62.7,45.7,38.0,20.0,30.063,29.825,18.4,25.3,62.7,2012-10-30,10,0.23799999999999955
2012-10-31,50.4,32.0,19.8,30.0,6.2,9.3,246.0,0.57,9.76,0.0,64.0,31.3,68.0,16.0,30.084,29.848,18.4,27.6,64.0,2012-10-31,10,0.23600000000000065
2012-11-01,43.6,41.0,15.7,30.0,5.0,7.4,244.0,0.0,9.75,0.0,61.0,25.4,82.0,13.0,30.137,29.78,20.7,28.8,61.0,2012-11-01,11,0.3569999999999993
2012-11-02,39.3,43.0,17.2,30.0,2.7,4.4,251.0,0.0,9.75,0.0,58.0,26.9,71.0,20.0,30.205,29.816,17.3,26.5,58.0,2012-11-02,11,0.38899999999999935
2012-11-03,39.4,45.0,14.0,30.1,4.3,7.0,262.0,0.0,9.75,0.0,57.2,20.5,88.0,12.0,30.327,30.005,15.0,26.5,57.2,2012-11-03,11,0.32200000000000273
