ItemId,ComputerId,ItemName,Comment,Unit,C/S/ID,DataType,BitPos,Address,MAX,MIN,ScaleMax,ScaleMin,Decimal,,,,,,,,
06-05-2022,21:58:48,840,1.915151,1.915151,0,2.976,3.0064,0,1,225726050,168.374008,168.259995,1.915151,1.915151,0,2.976,3.0064,0,48,51,0
06-05-2022,21:58:48,845,1.915151,1.915151,0,2.976,3.0064,0,1,225726050,168.374008,168.259995,1.915151,1.915151,0,2.976,3.0064,0,48,51,0
06-05-2022,21:58:48,850,1.915151,1.915151,0,2.976,3.0064,0,1,225726050,168.374008,168.259995,1.915151,1.915151,0,2.976,3.0064,0,48,51,0
06-05-2022,21:58:48,855,1.915151,1.915151,0,2.976,3.0064,0,1,225726050,168.374008,168.259995,1.915151,1.915151,0,2.976,3.0064,0,48,51,0
06-05-2022,21:58:48,860,1.78101,1.78101,0,2.7152,2.7392,0,1,225726050,168.252014,168.138,1.78101,1.78101,0,2.7152,2.7392,0,48,51,0
06-05-2022,21:58:48,865,1.78101,1.78101,0,2.7152,2.7392,0,1,225726050,168.252014,168.138,1.78101,1.78101,0,2.7152,2.7392,0,48,51,0
06-05-2022,21:58:48,870,1.78101,1.78101,0,2.7152,2.7392,0,1,225726050,168.252014,168.138,1.78101,1.78101,0,2.7152,2.7392,0,48,51,0
06-05-2022,21:58:48,875,1.78101,1.78101,0,2.7152,2.7392,0,1,225726050,168.252014,168.138,1.78101,1.78101,0,2.7152,2.7392,0,48,51,0
06-05-2022,21:58:48,880,1.78101,1.78101,0,2.7152,2.7392,0,1,225726050,168.252014,168.138,1.78101,1.78101,0,2.7152,2.7392,0,48,51,0
06-05-2022,21:58:48,885,1.78101,1.78101,0,2.7152,2.7392,0,1,225726050,168.252014,168.138,1.78101,1.78101,0,2.7152,2.7392,0,48,51,0
06-05-2022,21:58:48,890,1.78101,1.78101,0,2.7152,2.7392,0,1,225726050,168.252014,168.138,1.78101,1.78101,0,2.7152,2.7392,0,48,51,0
06-05-2022,21:58:48,895,1.78101,1.78101,0,2.7152,2.7392,0,1,225726050,168.252014,168.138,1.78101,1.78101,0,2.7152,2.7392,0,48,51,0
06-05-2022,21:58:48,900,1.78101,1.78101,0,2.7152,2.7392,0,1,225726050,168.252014,168.138,1.78101,1.78101,0,2.7152,2.7392,0,43,47,0
06-05-2022,21:58:48,905,1.78101,1.78101,0,2.7152,2.7392,0,1,225726050,168.252014,168.138,1.78101,1.78101,0,2.7152,2.7392,0,43,47,0
06-05-2022,21:58:48,910,1.65495,1.65495,0,2.5488,2.5696,0,1,225726050,168.134003,168.026001,1.65495,1.65495,0,2.5488,2.5696,0,43,47,0
06-05-2022,21:58:48,915,1.65495,1.65495,0,2.5488,2.5696,0,1,225726050,168.134003,168.026001,1.65495,1.65495,0,2.5488,2.5696,0,43,47,0
06-05-2022,21:58:48,920,1.65495,1.65495,0,2.5488,2.5696,0,1,225726050,168.134003,168.026001,1.65495,1.65495,0,2.5488,2.5696,0,43,47,0
06-05-2022,21:58:48,925,1.65495,1.65495,0,2.5488,2.5696,0,1,225726050,168.134003,168.026001,1.65495,1.65495,0,2.5488,2.5696,0,43,47,0
06-05-2022,21:58:48,930,1.65495,1.65495,0,2.5488,2.5696,0,1,225726050,168.134003,168.026001,1.65495,1.65495,0,2.5488,2.5696,0,43,47,0
06-05-2022,21:58:48,935,1.65495,1.65495,0,2.5488,2.5696,0,1,225726050,168.134003,168.026001,1.65495,1.65495,0,2.5488,2.5696,0,43,47,0
06-05-2022,21:58:48,940,1.65495,1.65495,0,2.5488,2.5696,0,1,225726050,168.134003,168.026001,1.65495,1.65495,0,2.5488,2.5696,0,43,47,0
06-05-2022,21:58:48,945,1.65495,1.65495,0,2.5488,2.5696,0,1,225726050,168.134003,168.026001,1.65495,1.65495,0,2.5488,2.5696,0,43,47,0
06-05-2022,21:58:48,950,1.65495,1.65495,0,2.5488,2.5696,0,1,225726050,168.134003,168.026001,1.65495,1.65495,0,2.5488,2.5696,0,43,47,0
06-05-2022,21:58:48,955,1.65495,1.65495,0,2.5488,2.5696,0,1,225726050,168.134003,168.026001,1.65495,1.65495,0,2.5488,2.5696,0,43,47,0
06-05-2022,21:58:48,960,1.535354,1.535354,0,2.3424,2.2848,0,1,225726050,168.024002,167.917999,1.535354,1.535354,0,2.3424,2.2848,0,43,47,0
06-05-2022,21:58:48,965,1.535354,1.535354,0,2.3424,2.2848,0,1,225726050,168.024002,167.917999,1.535354,1.535354,0,2.3424,2.2848,0,43,47,0
06-05-2022,21:58:48,970,1.535354,1.535354,0,2.3424,2.2848,0,1,225726050,168.024002,167.917999,1.535354,1.535354,0,2.3424,2.2848,0,43,47,0
06-05-2022,21:58:48,975,1.535354,1.535354,0,2.3424,2.2848,0,1,225726050,168.024002,167.917999,1.535354,1.535354,0,2.3424,2.2848,0,43,47,0
06-05-2022,21:58:48,980,1.535354,1.535354,0,2.3424,2.2848,0,1,225726050,168.024002,167.917999,1.535354,1.535354,0,2.3424,2.2848,0,43,47,0
06-05-2022,21:58:48,985,1.535354,1.535354,0,2.3424,2.2848,0,1,225726050,168.024002,167.917999,1.535354,1.535354,0,2.3424,2.2848,0,43,47,0
06-05-2022,21:58:48,990,1.535354,1.535354,0,2.3424,2.2848,0,1,225726050,168.024002,167.917999,1.535354,1.535354,0,2.3424,2.2848,0,46,44,0
06-05-2022,21:58:48,995,1.535354,1.535354,0,2.3424,2.2848,0,1,225726050,168.024002,167.917999,1.535354,1.535354,0,2.3424,2.2848,0,46,44,0
06-05-2022,21:58:49,0,1.430303,1.430303,0,2.2064,2.1296,0,1,225726050,167.928009,167.82399,1.430303,1.430303,0,2.2064,2.1296,0,46,44,0
06-05-2022,21:58:49,5,1.430303,1.430303,0,2.2064,2.1296,0,1,225726050,167.928009,167.82399,1.430303,1.430303,0,2.2064,2.1296,0,46,44,0
06-05-2022,21:58:49,10,1.430303,1.430303,0,2.2064,2.1296,0,1,225726050,167.928009,167.82399,1.430303,1.430303,0,2.2064,2.1296,0,46,44,0
06-05-2022,21:58:49,15,1.430303,1.430303,0,2.2064,2.1296,0,1,225726050,167.928009,167.82399,1.430303,1.430303,0,2.2064,2.1296,0,46,44,0
06-05-2022,21:58:49,20,1.430303,1.430303,0,2.2064,2.1296,0,1,225726050,167.928009,167.82399,1.430303,1.430303,0,2.2064,2.1296,0,46,44,0
06-05-2022,21:58:49,25,1.430303,1.430303,0,2.2064,2.1296,0,1,225726050,167.928009,167.82399,1.430303,1.430303,0,2.2064,2.1296,0,46,44,0
06-05-2022,21:58:49,30,1.430303,1.430303,0,2.2064,2.1296,0,1,225726050,167.928009,167.82399,1.430303,1.430303,0,2.2064,2.1296,0,46,44,0
06-05-2022,21:58:49,35,1.430303,1.430303,0,2.2064,2.1296,0,1,225726050,167.928009,167.82399,1.430303,1.430303,0,2.2064,2.1296,0,46,44,0
06-05-2022,21:58:49,40,1.430303,1.430303,0,2.2064,2.1296,0,1,225726050,167.928009,167.82399,1.430303,1.430303,0,2.2064,2.1296,0,46,44,0
06-05-2022,21:58:49,45,1.430303,1.430303,0,2.2064,2.1296,0,1,225726050,167.928009,167.82399,1.430303,1.430303,0,2.2064,2.1296,0,46,44,0
06-05-2022,21:58:49,50,1.328485,1.328485,0,2.0592,2.016,0,1,225726050,167.834,167.731995,1.328485,1.328485,0,2.0592,2.016,0,46,44,0
06-05-2022,21:58:49,55,1.328485,1.328485,0,2.0592,2.016,0,1,225726050,167.834,167.731995,1.328485,1.328485,0,2.0592,2.016,0,46,44,0
06-05-2022,21:58:49,60,1.328485,1.328485,0,2.0592,2.016,0,1,225726050,167.834,167.731995,1.328485,1.328485,0,2.0592,2.016,0,46,44,0
06-05-2022,21:58:49,65,1.328485,1.328485,0,2.0592,2.016,0,1,225726050,167.834,167.731995,1.328485,1.328485,0,2.0592,2.016,0,46,44,0
06-05-2022,21:58:49,70,1.328485,1.328485,0,2.0592,2.016,0,1,225726050,167.834,167.731995,1.328485,1.328485,0,2.0592,2.016,0,46,44,0
06-05-2022,21:58:49,75,1.328485,1.328485,0,2.0592,2.016,0,1,225726050,167.834,167.731995,1.328485,1.328485,0,2.0592,2.016,0,46,44,0
06-05-2022,21:58:49,80,1.328485,1.328485,0,2.0592,2.016,0,1,225726050,167.834,167.731995,1.328485,1.328485,0,2.0592,2.016,0,46,44,0
06-05-2022,21:58:49,85,1.328485,1.328485,0,2.0592,2.016,0,1,225726050,167.834,167.731995,1.328485,1.328485,0,2.0592,2.016,0,46,44,0
06-05-2022,21:58:49,90,1.328485,1.328485,0,2.0592,2.016,0,1,225726050,167.834,167.731995,1.328485,1.328485,0,2.0592,2.016,0,40,46,0
06-05-2022,21:58:49,95,1.328485,1.328485,0,2.0592,2.016,0,1,225726050,167.834,167.731995,1.328485,1.328485,0,2.0592,2.016,0,40,46,0
06-05-2022,21:58:49,100,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.754013,167.653992,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,105,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.754013,167.653992,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,110,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.754013,167.653992,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,115,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.754013,167.653992,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,120,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.754013,167.653992,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,125,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.754013,167.653992,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,130,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.754013,167.653992,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,135,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.754013,167.653992,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,140,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.674011,167.585999,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,145,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.674011,167.585999,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,150,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.674011,167.585999,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,155,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.674011,167.585999,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,160,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.674011,167.585999,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,165,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.674011,167.585999,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,170,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.674011,167.585999,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,175,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.674011,167.585999,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,180,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.674011,167.585999,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,185,1.241212,1.241212,0,1.8736,1.8464,0,1,225726050,167.674011,167.585999,1.241212,1.241212,0,1.8736,1.8464,0,40,46,0
06-05-2022,21:58:49,190,1.160404,1.160404,0,1.6512,1.5888,0,1,225726050,167.600006,167.515991,1.160404,1.160404,0,1.6512,1.5888,0,45,44,0
06-05-2022,21:58:49,195,1.160404,1.160404,0,1.6512,1.5888,0,1,225726050,167.600006,167.515991,1.160404,1.160404,0,1.6512,1.5888,0,45,44,0
06-05-2022,21:58:49,200,1.160404,1.160404,0,1.6512,1.5888,0,1,225726050,167.600006,167.515991,1.160404,1.160404,0,1.6512,1.5888,0,45,44,0
06-05-2022,21:58:49,205,1.160404,1.160404,0,1.6512,1.5888,0,1,225726050,167.600006,167.515991,1.160404,1.160404,0,1.6512,1.5888,0,45,44,0
06-05-2022,21:58:49,210,1.160404,1.160404,0,1.6512,1.5888,0,1,225726050,167.600006,167.515991,1.160404,1.160404,0,1.6512,1.5888,0,45,44,0
06-05-2022,21:58:49,215,1.160404,1.160404,0,1.6512,1.5888,0,1,225726050,167.600006,167.515991,1.160404,1.160404,0,1.6512,1.5888,0,45,44,0
06-05-2022,21:58:49,220,1.160404,1.160404,0,1.6512,1.5888,0,1,225726050,167.600006,167.515991,1.160404,1.160404,0,1.6512,1.5888,0,45,44,0
06-05-2022,21:58:49,225,1.160404,1.160404,0,1.6512,1.5888,0,1,225726050,167.600006,167.515991,1.160404,1.160404,0,1.6512,1.5888,0,45,44,0
06-05-2022,21:58:49,230,1.160404,1.160404,0,1.6512,1.5888,0,1,225726050,167.600006,167.515991,1.160404,1.160404,0,1.6512,1.5888,0,45,44,0
06-05-2022,21:58:49,235,1.160404,1.160404,0,1.6512,1.5888,0,1,225726050,167.600006,167.515991,1.160404,1.160404,0,1.6512,1.5888,0,45,44,0
06-05-2022,21:58:49,240,1.081212,1.081212,0,1.5104,1.4896,0,1,225726050,167.536011,167.449997,1.081212,1.081212,0,1.5104,1.4896,0,45,44,0
06-05-2022,21:58:49,245,1.081212,1.081212,0,1.5104,1.4896,0,1,225726050,167.536011,167.449997,1.081212,1.081212,0,1.5104,1.4896,0,45,44,0
06-05-2022,21:58:49,250,1.081212,1.081212,0,1.5104,1.4896,0,1,225726050,167.536011,167.449997,1.081212,1.081212,0,1.5104,1.4896,0,45,44,0
06-05-2022,21:58:49,255,1.081212,1.081212,0,1.5104,1.4896,0,1,225726050,167.536011,167.449997,1.081212,1.081212,0,1.5104,1.4896,0,45,44,0
06-05-2022,21:58:49,260,1.081212,1.081212,0,1.5104,1.4896,0,1,225726050,167.536011,167.449997,1.081212,1.081212,0,1.5104,1.4896,0,45,44,0
06-05-2022,21:58:49,265,1.081212,1.081212,0,1.5104,1.4896,0,1,225726050,167.536011,167.449997,1.081212,1.081212,0,1.5104,1.4896,0,45,44,0
06-05-2022,21:58:49,270,1.081212,1.081212,0,1.5104,1.4896,0,1,225726050,167.536011,167.449997,1.081212,1.081212,0,1.5104,1.4896,0,45,44,0
06-05-2022,21:58:49,275,1.081212,1.081212,0,1.5104,1.4896,0,1,225726050,167.536011,167.449997,1.081212,1.081212,0,1.5104,1.4896,0,45,44,0
06-05-2022,21:58:49,280,1.081212,1.081212,0,1.5104,1.4896,0,1,225726050,167.536011,167.449997,1.081212,1.081212,0,1.5104,1.4896,0,43,43,0
06-05-2022,21:58:49,285,1.081212,1.081212,0,1.5104,1.4896,0,1,225726050,167.536011,167.449997,1.081212,1.081212,0,1.5104,1.4896,0,43,43,0
06-05-2022,21:58:49,290,1.010101,1.010101,0,1.4288,1.4,0,1,225726050,167.470001,167.386002,1.010101,1.010101,0,1.4288,1.4,0,43,43,0
06-05-2022,21:58:49,295,1.010101,1.010101,0,1.4288,1.4,0,1,225726050,167.470001,167.386002,1.010101,1.010101,0,1.4288,1.4,0,43,43,0
06-05-2022,21:58:49,300,1.010101,1.010101,0,1.4288,1.4,0,1,225726050,167.470001,167.386002,1.010101,1.010101,0,1.4288,1.4,0,43,43,0
06-05-2022,21:58:49,305,1.010101,1.010101,0,1.4288,1.4,0,1,225726050,167.470001,167.386002,1.010101,1.010101,0,1.4288,1.4,0,43,43,0
06-05-2022,21:58:49,310,1.010101,1.010101,0,1.4288,1.4,0,1,225726050,167.470001,167.386002,1.010101,1.010101,0,1.4288,1.4,0,43,43,0
06-05-2022,21:58:49,315,1.010101,1.010101,0,1.4288,1.4,0,1,225726050,167.470001,167.386002,1.010101,1.010101,0,1.4288,1.4,0,43,43,0
06-05-2022,21:58:49,320,1.010101,1.010101,0,1.4288,1.4,0,1,225726050,167.470001,167.386002,1.010101,1.010101,0,1.4288,1.4,0,43,43,0
06-05-2022,21:58:49,325,1.010101,1.010101,0,1.4288,1.4,0,1,225726050,167.470001,167.386002,1.010101,1.010101,0,1.4288,1.4,0,43,43,0
06-05-2022,21:58:49,330,1.010101,1.010101,0,1.4288,1.4,0,1,225726050,167.470001,167.386002,1.010101,1.010101,0,1.4288,1.4,0,43,43,0
06-05-2022,21:58:49,335,1.010101,1.010101,0,1.4288,1.4,0,1,225726050,167.470001,167.386002,1.010101,1.010101,0,1.4288,1.4,0,43,43,0
06-05-2022,21:58:49,340,0.937374,0.937374,0,1.256,1.2864,0,1,225726050,167.412003,167.325989,0.937374,0.937374,0,1.256,1.2864,0,43,43,0
06-05-2022,21:58:49,345,0.937374,0.937374,0,1.256,1.2864,0,1,225726050,167.412003,167.325989,0.937374,0.937374,0,1.256,1.2864,0,43,43,0
06-05-2022,21:58:49,350,0.937374,0.937374,0,1.256,1.2864,0,1,225726050,167.412003,167.325989,0.937374,0.937374,0,1.256,1.2864,0,43,43,0
06-05-2022,21:58:49,355,0.937374,0.937374,0,1.256,1.2864,0,1,225726050,167.412003,167.325989,0.937374,0.937374,0,1.256,1.2864,0,43,43,0
06-05-2022,21:58:49,360,0.937374,0.937374,0,1.256,1.2864,0,1,225726050,167.412003,167.325989,0.937374,0.937374,0,1.256,1.2864,0,43,43,0
06-05-2022,21:58:49,365,0.937374,0.937374,0,1.256,1.2864,0,1,225726050,167.412003,167.325989,0.937374,0.937374,0,1.256,1.2864,0,43,43,0
06-05-2022,21:58:49,370,0.937374,0.937374,0,1.256,1.2864,0,1,225726050,167.412003,167.325989,0.937374,0.937374,0,1.256,1.2864,0,43,43,0
06-05-2022,21:58:49,375,0.937374,0.937374,0,1.256,1.2864,0,1,225726050,167.412003,167.325989,0.937374,0.937374,0,1.256,1.2864,0,43,43,0
06-05-2022,21:58:49,380,0.872727,0.872727,0,1.2192,1.2368,0,1,225726050,167.412003,167.325989,0.872727,0.872727,0,1.2192,1.2368,0,43,43,0
06-05-2022,21:58:49,385,0.872727,0.872727,0,1.2192,1.2368,0,1,225726050,167.412003,167.325989,0.872727,0.872727,0,1.2192,1.2368,0,43,43,0
06-05-2022,21:58:49,390,0.872727,0.872727,0,1.2192,1.2368,0,1,225726050,167.412003,167.325989,0.872727,0.872727,0,1.2192,1.2368,0,43,43,0
06-05-2022,21:58:49,395,0.872727,0.872727,0,1.2192,1.2368,0,1,225726050,167.412003,167.325989,0.872727,0.872727,0,1.2192,1.2368,0,43,43,0
06-05-2022,21:58:49,400,0.872727,0.872727,0,1.2192,1.2368,0,1,225726050,167.412003,167.325989,0.872727,0.872727,0,1.2192,1.2368,0,43,43,0
06-05-2022,21:58:49,405,0.872727,0.872727,0,1.2192,1.2368,0,1,225726050,167.412003,167.325989,0.872727,0.872727,0,1.2192,1.2368,0,43,43,0
06-05-2022,21:58:49,410,0.872727,0.872727,0,1.2192,1.2368,0,1,225726050,167.412003,167.325989,0.872727,0.872727,0,1.2192,1.2368,0,43,43,0
06-05-2022,21:58:49,415,0.872727,0.872727,0,1.2192,1.2368,0,1,225726050,167.412003,167.325989,0.872727,0.872727,0,1.2192,1.2368,0,43,43,0
06-05-2022,21:58:49,420,0.872727,0.872727,0,1.2192,1.2368,0,1,225726050,167.412003,167.325989,0.872727,0.872727,0,1.2192,1.2368,0,43,43,0
06-05-2022,21:58:49,425,0.872727,0.872727,0,1.2192,1.2368,0,1,225726050,167.412003,167.325989,0.872727,0.872727,0,1.2192,1.2368,0,43,43,0
06-05-2022,21:58:49,430,0.811313,0.811313,0,1.1472,1.1616,0,1,225726050,167.356003,167.269989,0.811313,0.811313,0,1.1472,1.1616,0,43,43,0
06-05-2022,21:58:49,435,0.811313,0.811313,0,1.1472,1.1616,0,1,225726050,167.356003,167.269989,0.811313,0.811313,0,1.1472,1.1616,0,43,43,0
06-05-2022,21:58:49,440,0.811313,0.811313,0,1.1472,1.1616,0,1,225726050,167.356003,167.269989,0.811313,0.811313,0,1.1472,1.1616,0,43,43,0
06-05-2022,21:58:49,445,0.811313,0.811313,0,1.1472,1.1616,0,1,225726050,167.356003,167.269989,0.811313,0.811313,0,1.1472,1.1616,0,43,43,0
06-05-2022,21:58:49,450,0.811313,0.811313,0,1.1472,1.1616,0,1,225726050,167.356003,167.269989,0.811313,0.811313,0,1.1472,1.1616,0,43,43,0
06-05-2022,21:58:49,455,0.811313,0.811313,0,1.1472,1.1616,0,1,225726050,167.356003,167.269989,0.811313,0.811313,0,1.1472,1.1616,0,43,43,0
06-05-2022,21:58:49,460,0.811313,0.811313,0,1.1472,1.1616,0,1,225726050,167.356003,167.269989,0.811313,0.811313,0,1.1472,1.1616,0,43,43,0
06-05-2022,21:58:49,465,0.811313,0.811313,0,1.1472,1.1616,0,1,225726050,167.356003,167.269989,0.811313,0.811313,0,1.1472,1.1616,0,43,43,0
06-05-2022,21:58:49,470,0.811313,0.811313,0,1.1472,1.1616,0,1,225726050,167.356003,167.269989,0.811313,0.811313,0,1.1472,1.1616,0,42,44,0
06-05-2022,21:58:49,475,0.811313,0.811313,0,1.1472,1.1616,0,1,225726050,167.356003,167.269989,0.811313,0.811313,0,1.1472,1.1616,0,42,44,0
06-05-2022,21:58:49,480,0.753131,0.753131,0,1.0896,1.0784,0,1,225726050,167.300003,167.220001,0.753131,0.753131,0,1.0896,1.0784,0,42,44,0
06-05-2022,21:58:49,485,0.753131,0.753131,0,1.0896,1.0784,0,1,225726050,167.300003,167.220001,0.753131,0.753131,0,1.0896,1.0784,0,42,44,0
06-05-2022,21:58:49,490,0.753131,0.753131,0,1.0896,1.0784,0,1,225726050,167.300003,167.220001,0.753131,0.753131,0,1.0896,1.0784,0,42,44,0
06-05-2022,21:58:49,495,0.753131,0.753131,0,1.0896,1.0784,0,1,225726050,167.300003,167.220001,0.753131,0.753131,0,1.0896,1.0784,0,42,44,0
06-05-2022,21:58:49,500,0.753131,0.753131,0,1.0896,1.0784,0,1,225726050,167.300003,167.220001,0.753131,0.753131,0,1.0896,1.0784,0,42,44,0
06-05-2022,21:58:49,505,0.753131,0.753131,0,1.0896,1.0784,0,1,225726050,167.300003,167.220001,0.753131,0.753131,0,1.0896,1.0784,0,42,44,0
06-05-2022,21:58:49,510,0.753131,0.753131,0,1.0896,1.0784,0,1,225726050,167.300003,167.220001,0.753131,0.753131,0,1.0896,1.0784,0,42,44,0
06-05-2022,21:58:49,515,0.753131,0.753131,0,1.0896,1.0784,0,1,225726050,167.300003,167.220001,0.753131,0.753131,0,1.0896,1.0784,0,42,44,0
06-05-2022,21:58:49,520,0.701414,0.701414,0,1.0368,1.0384,0,1,225726050,167.25,167.175995,0.701414,0.701414,0,1.0368,1.0384,0,42,44,0
06-05-2022,21:58:49,525,0.701414,0.701414,0,1.0368,1.0384,0,1,225726050,167.25,167.175995,0.701414,0.701414,0,1.0368,1.0384,0,42,44,0
06-05-2022,21:58:49,530,0.701414,0.701414,0,1.0368,1.0384,0,1,225726050,167.25,167.175995,0.701414,0.701414,0,1.0368,1.0384,0,42,44,0
06-05-2022,21:58:49,535,0.701414,0.701414,0,1.0368,1.0384,0,1,225726050,167.25,167.175995,0.701414,0.701414,0,1.0368,1.0384,0,42,44,0
06-05-2022,21:58:49,540,0.701414,0.701414,0,1.0368,1.0384,0,1,225726050,167.25,167.175995,0.701414,0.701414,0,1.0368,1.0384,0,42,44,0
06-05-2022,21:58:49,545,0.701414,0.701414,0,1.0368,1.0384,0,1,225726050,167.25,167.175995,0.701414,0.701414,0,1.0368,1.0384,0,42,44,0
06-05-2022,21:58:49,550,0.701414,0.701414,0,1.0368,1.0384,0,1,225726050,167.25,167.175995,0.701414,0.701414,0,1.0368,1.0384,0,42,44,0
06-05-2022,21:58:49,555,0.701414,0.701414,0,1.0368,1.0384,0,1,225726050,167.25,167.175995,0.701414,0.701414,0,1.0368,1.0384,0,42,44,0
06-05-2022,21:58:49,560,0.701414,0.701414,0,1.0368,1.0384,0,1,225726050,167.25,167.175995,0.701414,0.701414,0,1.0368,1.0384,0,42,44,0
06-05-2022,21:58:49,565,0.701414,0.701414,0,1.0368,1.0384,0,1,225726050,167.25,167.175995,0.701414,0.701414,0,1.0368,1.0384,0,42,44,0
06-05-2022,21:58:49,570,0.651313,0.651313,0,0.9856,0.984,0,1,225726050,167.20401,167.131989,0.651313,0.651313,0,0.9856,0.984,0,42,44,0
06-05-2022,21:58:49,575,0.651313,0.651313,0,0.9856,0.984,0,1,225726050,167.20401,167.131989,0.651313,0.651313,0,0.9856,0.984,0,42,44,0
06-05-2022,21:58:49,580,0.651313,0.651313,0,0.9856,0.984,0,1,225726050,167.20401,167.131989,0.651313,0.651313,0,0.9856,0.984,0,42,44,0
06-05-2022,21:58:49,585,0.651313,0.651313,0,0.9856,0.984,0,1,225726050,167.20401,167.131989,0.651313,0.651313,0,0.9856,0.984,0,42,44,0
06-05-2022,21:58:49,590,0.651313,0.651313,0,0.9856,0.984,0,1,225726050,167.20401,167.131989,0.651313,0.651313,0,0.9856,0.984,0,42,44,0
06-05-2022,21:58:49,595,0.651313,0.651313,0,0.9856,0.984,0,1,225726050,167.20401,167.131989,0.651313,0.651313,0,0.9856,0.984,0,42,44,0
06-05-2022,21:58:49,600,0.651313,0.651313,0,0.9856,0.984,0,1,225726050,167.20401,167.131989,0.651313,0.651313,0,0.9856,0.984,0,42,44,0
06-05-2022,21:58:49,605,0.651313,0.651313,0,0.9856,0.984,0,1,225726050,167.20401,167.131989,0.651313,0.651313,0,0.9856,0.984,0,42,44,0
06-05-2022,21:58:49,610,0.651313,0.651313,0,0.9856,0.984,0,1,225726050,167.20401,167.131989,0.651313,0.651313,0,0.9856,0.984,0,42,44,0
06-05-2022,21:58:49,615,0.651313,0.651313,0,0.9856,0.984,0,1,225726050,167.20401,167.131989,0.651313,0.651313,0,0.9856,0.984,0,42,44,0
06-05-2022,21:58:49,620,0.602828,0.602828,0,0.896,0.9024,0,1,225726050,167.158005,167.087997,0.602828,0.602828,0,0.896,0.9024,0,42,44,0
06-05-2022,21:58:49,625,0.602828,0.602828,0,0.896,0.9024,0,1,225726050,167.158005,167.087997,0.602828,0.602828,0,0.896,0.9024,0,42,44,0
06-05-2022,21:58:49,630,0.602828,0.602828,0,0.896,0.9024,0,1,225726050,167.158005,167.087997,0.602828,0.602828,0,0.896,0.9024,0,42,44,0
06-05-2022,21:58:49,635,0.602828,0.602828,0,0.896,0.9024,0,1,225726050,167.158005,167.087997,0.602828,0.602828,0,0.896,0.9024,0,42,44,0
06-05-2022,21:58:49,640,0.602828,0.602828,0,0.896,0.9024,0,1,225726050,167.158005,167.087997,0.602828,0.602828,0,0.896,0.9024,0,42,44,0
06-05-2022,21:58:49,645,0.602828,0.602828,0,0.896,0.9024,0,1,225726050,167.158005,167.087997,0.602828,0.602828,0,0.896,0.9024,0,42,44,0
06-05-2022,21:58:49,650,0.602828,0.602828,0,0.896,0.9024,0,1,225726050,167.158005,167.087997,0.602828,0.602828,0,0.896,0.9024,0,42,44,0
06-05-2022,21:58:49,655,0.602828,0.602828,0,0.896,0.9024,0,1,225726050,167.158005,167.087997,0.602828,0.602828,0,0.896,0.9024,0,42,44,0
06-05-2022,21:58:49,660,0.602828,0.602828,0,0.896,0.9024,0,1,225726050,167.158005,167.087997,0.602828,0.602828,0,0.896,0.9024,0,40,44,0
