UserID,DeviceType,UsageHoursPerDay,EnergyConsumption,UserPreferences,MalfunctionIncidents,DeviceAgeMonths,SmartHomeEfficiency
996,Thermostat,18.404412517870874,5.933196062180942,0,3,40,0
997,Lights,21.492655604020882,6.301992167015153,1,2,19,1
998,Lights,10.671738144843548,5.426987474453137,0,3,19,0
999,Smart Speaker,13.085248117798258,6.6556402685471525,1,3,44,0
1000,Security System,11.709109726514864,1.2501896726177204,1,2,5,1
1001,Smart Speaker,9.646402537650811,5.594683389632381,0,4,5,0
1002,Smart Speaker,21.354476581203468,2.9434044541608793,0,3,14,0
1003,Smart Speaker,21.507437500744775,9.40774302668046,1,2,27,1
1004,Smart Speaker,8.391684569076062,7.644509369053284,1,3,49,0
1005,Camera,14.954139219345402,9.727893373381452,0,4,48,0
1006,Camera,22.282327710427808,0.47180509042787655,1,2,36,1
1007,Thermostat,23.10837472512176,2.922818434289016,0,3,57,0
1008,Lights,12.460537449918117,2.0346836077196553,0,0,40,0
1009,Smart Speaker,11.141382924181679,0.21043041438712196,0,4,35,0
1010,Thermostat,7.049316424320356,2.4990247294385823,0,3,21,0
1011,Lights,23.033489019974635,6.819882236852246,1,1,5,1
1012,Security System,3.8561361551123827,2.387780329132229,1,2,55,0
1013,Camera,14.125995037121537,5.13913411027792,0,3,24,0
1014,Lights,7.139931286688014,8.889399338153487,0,4,57,0
1015,Security System,7.0566948231732205,6.968203411455844,1,4,39,0
1016,Lights,10.01676180334043,4.006827792069717,1,1,50,1
1017,Camera,23.971633991667883,3.7874424952298726,1,1,24,1
1018,Camera,1.7917082107358184,4.611784558683999,1,3,40,0
1019,Thermostat,14.09573272778299,1.8527102664930732,1,0,43,1
1020,Smart Speaker,2.4404457138290137,6.376607597418282,0,4,46,0
1021,Lights,4.131239504777196,3.7051129091355945,0,0,50,0
1022,Lights,10.829729131663118,8.538416957694233,0,0,13,0
1023,Security System,12.495813086641371,7.589871334572381,0,3,38,0
1024,Camera,6.581621596566314,6.144080324512385,1,2,45,0
1025,Lights,7.93674257554878,3.7056020042302094,1,2,58,0
1026,Camera,2.5437249760144267,2.178325133567496,0,2,1,0
1027,Lights,7.625664920339887,7.7839034546456665,0,1,43,0
1028,Thermostat,23.214123325442785,4.915450080011756,1,4,39,1
1029,Smart Speaker,22.70062346930332,2.3250253779558396,0,1,10,0
1030,Lights,8.369639818219149,2.0322286888960615,0,4,2,0
1031,Camera,13.915067502550897,1.7374689545634545,1,4,16,1
1032,Thermostat,21.875491691107193,7.79389584243539,1,4,37,0
1033,Lights,0.6453198320610718,2.366973134473086,1,3,16,1
1034,Security System,19.551063902933407,5.313758408899455,0,2,23,0
1035,Smart Speaker,22.786684490539596,4.570308973633258,1,1,26,1
1036,Lights,2.646154756838591,5.838147902360011,1,1,16,0
1037,Thermostat,4.294020621773644,8.783833513674823,0,3,27,0
1038,Security System,23.077538115126853,8.690699161809134,1,4,47,0
1039,Thermostat,13.132193375548137,4.56565311106611,0,2,41,0
1040,Thermostat,0.833620910085507,0.25212588227376076,0,0,30,0
1041,Security System,6.554351970942935,4.321793676571601,0,0,33,0
1042,Thermostat,11.073676345318201,6.10131602049899,0,3,32,0
1043,Security System,16.783359409082042,5.621871115070811,1,2,9,1
1044,Lights,17.72926888621479,6.548227447422034,0,0,11,0
1045,Security System,23.89240555374822,1.6253497514835267,1,0,37,1
1046,Security System,7.256513185518337,6.500697477929252,1,1,6,0
1047,Smart Speaker,13.148172393909169,1.9082510255633451,1,2,30,1
1048,Security System,13.033103374700717,7.530187408897815,1,0,40,1
1049,Security System,10.032663597010082,3.456967371300532,1,1,15,1
1050,Lights,4.475304505296874,7.1279647904763905,0,2,59,0
1051,Smart Speaker,23.4702292348203,0.5738694291704602,1,4,48,1
1052,Camera,20.552953886664774,4.137814253350042,0,2,30,0
1053,Lights,12.210826164914574,7.079841770406994,0,3,18,0
1054,Lights,14.6762674330747,2.346018111681792,0,1,12,0
1055,Camera,5.840634758652064,7.973341743492504,1,4,55,0
1056,Security System,13.278996154206052,6.344719357738827,1,1,4,1
1057,Thermostat,16.83179812835468,5.9168615442830035,1,1,57,0
1058,Smart Speaker,12.606425167084836,3.600133656622938,1,0,54,1
1059,Thermostat,23.77170150874612,4.876269556773064,0,2,16,0
1060,Camera,14.866528921821565,6.013758079680746,1,1,23,1
1061,Lights,9.217882245915973,4.777374927757416,1,1,11,1
1062,Lights,18.645572648972195,7.013301907011545,0,3,54,0
1063,Smart Speaker,4.505869022168588,4.393599637758899,0,3,59,0
1064,Lights,9.536121622097264,2.1025044992461006,0,3,24,0
1065,Lights,8.653535333873267,2.2179444497303678,0,1,22,0
1066,Smart Speaker,10.647466735032765,0.15745731154511683,0,4,39,0
1067,Smart Speaker,18.871825909325068,3.0794813840308577,0,2,56,0
1068,Camera,11.878066255840075,7.514284640737344,0,1,15,0
1069,Lights,19.159339581250123,7.962210817492334,1,0,49,1
1070,Lights,14.04748922378685,2.1044286667479253,1,4,15,1
1071,Camera,8.538631714452551,9.594535569026936,0,4,10,0
1072,Security System,19.534500476561604,5.073787655453255,0,2,28,0
1073,Security System,6.099807257997652,9.178089615283175,1,4,36,0
1074,Security System,5.773000025295194,7.096976290430148,0,2,54,0
1075,Camera,12.35581871528864,7.25209088792189,0,4,17,0
1076,Lights,6.62995728010909,0.9419318509301041,0,2,36,0
1077,Camera,0.7135453213535836,2.277912156279614,0,3,22,0
1078,Camera,15.734991891521835,0.1872668496152791,0,3,23,0
1079,Security System,12.510704804601353,7.189663640719701,1,4,29,1
1080,Thermostat,10.969668640589289,3.509939055442249,0,4,22,0
1081,Lights,23.223760093530412,7.887859909155833,0,2,11,0
1082,Security System,13.923180823128472,3.45546857737656,0,2,36,0
1083,Thermostat,20.790642078050535,8.211404147758724,1,1,44,0
1084,Thermostat,3.777080550821264,1.393912712108299,1,3,29,1
1085,Smart Speaker,13.87635188354155,1.8163942518993312,0,1,55,0
1086,Lights,20.897521228176217,3.4746777418809716,0,1,42,0
1087,Thermostat,14.202985296077603,4.144025149934506,0,0,32,1
1088,Security System,17.373333185984535,3.552157827345486,0,2,14,0
1089,Smart Speaker,9.243023843586874,7.660105621979876,1,0,18,1
1090,Lights,2.6725636503710652,1.0598187870044757,1,0,38,1
1091,Camera,11.260656935486178,3.577048494421032,0,1,37,0
1092,Security System,9.770265684713152,8.388675995203048,0,0,34,0
1093,Thermostat,20.875914285905264,0.7612910648955027,1,2,57,1
1094,Thermostat,6.233889605283098,9.429200725946439,1,1,45,0
1095,Security System,23.21825434707504,9.864536738492928,0,2,23,0
1096,Thermostat,23.01624581540566,0.9768249208682929,0,4,32,0
1097,Smart Speaker,6.31934361217881,2.9835979703317963,0,0,46,0
1098,Lights,8.679220953717032,3.786766593750026,1,1,3,1
1099,Smart Speaker,21.545559910536298,7.786274549661988,1,3,55,0
1100,Thermostat,23.215622191058525,5.999675439955665,1,2,43,0
1101,Camera,10.920818916647034,6.479220434876416,1,0,59,1
1102,Lights,8.0434305725611,7.599347245903209,0,2,22,0
1103,Lights,12.863209311411238,1.2679920944265548,1,2,23,1
1104,Security System,16.66257634959477,8.348773623411597,1,4,4,1
1105,Security System,6.926651111312025,7.0856360613834255,1,2,13,0
1106,Camera,17.807119603548212,5.8156830794440655,0,4,32,0
1107,Lights,1.7139478921940643,8.90837981435226,1,4,58,0
1108,Camera,1.6584205799637863,7.033032903449691,1,4,29,0
1109,Security System,9.577761070920312,2.0968296300471514,1,0,40,1
1110,Security System,8.806620013426933,4.3544792726491,0,2,40,0
1111,Lights,7.917380561128079,4.99102438266376,1,2,55,0
1112,Smart Speaker,12.038964422719385,0.6466545048290159,0,4,45,0
1113,Thermostat,8.037239184321923,9.550911382264552,0,2,55,0
1114,Security System,5.01806108400016,1.372914881889097,1,2,10,1
1115,Security System,7.772534403582122,7.004866545544596,0,4,13,0
1116,Smart Speaker,23.410250411040522,5.111687257299714,1,3,45,0
1117,Smart Speaker,10.161165299378942,0.35375927385578365,0,3,56,0
1118,Camera,10.95075025617089,9.25500001105718,0,4,17,0
1119,Camera,14.04880726385179,8.533184407307438,1,0,38,1
1120,Thermostat,23.608508057734326,5.290153486247972,1,2,2,1
1121,Thermostat,6.177629996240431,2.3665291277805083,0,2,17,0
1122,Lights,16.510129597512194,1.3040666177329332,0,3,44,0
1123,Camera,17.325640298230518,3.6975855463780536,0,4,26,0
1124,Security System,14.77212379463705,2.6287399823562962,0,0,55,0
1125,Camera,2.5815909814611357,5.116242889962357,1,4,38,0
1126,Security System,16.40649848194805,9.667452031621947,0,3,37,0
1127,Smart Speaker,2.0062257093501237,5.79203958297345,0,3,5,0
1128,Camera,14.509352264422578,8.910317453311968,1,2,25,1
1129,Smart Speaker,17.880157664710953,6.543700491208194,0,1,9,0
1130,Thermostat,5.457792429568835,4.804940613213284,1,0,28,1
1131,Thermostat,20.27811717725519,8.560614871060375,1,0,22,1
1132,Lights,1.2133144300256002,4.766544290712675,1,1,29,1
1133,Camera,20.329602295970194,8.699418888052573,0,3,35,0
1134,Smart Speaker,11.317732690104979,2.9866100188000764,1,4,55,1
1135,Security System,5.613316588393646,1.3752494302535825,1,0,20,1
1136,Thermostat,3.643786407358248,8.56761319719309,1,1,5,0
1137,Thermostat,22.902718438185754,5.915410121547401,0,2,39,0
1138,Security System,2.2076413081571826,8.902014742664706,0,2,44,0
1139,Smart Speaker,5.178695368494253,9.384489349224594,0,3,32,0
1140,Smart Speaker,8.67382516467658,0.6309210646773469,0,0,39,0
1141,Camera,15.07551895058633,5.059596088402796,1,4,10,1
1142,Camera,13.302825503988313,3.8121490358378396,1,0,40,1
1143,Lights,3.4526220716893787,6.2959981309941595,1,2,17,0
1144,Thermostat,7.308607617848043,7.956552852303003,0,0,37,0
1145,Camera,6.110666620521566,2.8778431381462526,1,2,15,1
1146,Smart Speaker,5.518257080523022,5.612304005294399,0,1,9,0
1147,Security System,10.161891907279696,7.116412941058505,0,1,32,0
1148,Smart Speaker,17.04473913590394,1.430867720073767,0,2,23,0
1149,Thermostat,5.610143907105044,8.159262368917542,1,4,11,0
1150,Smart Speaker,9.116953673020063,6.100485038544433,1,4,13,1
1151,Lights,9.686559530767314,9.500420627425152,0,0,18,0
1152,Thermostat,23.446728441732137,3.4613362993938637,1,2,49,1
1153,Security System,22.93465938665812,1.1706448291382667,0,3,56,0
1154,Lights,19.303233194673783,5.1143618902655605,1,4,9,1
1155,Thermostat,6.178984639250851,0.9495266399234447,0,4,42,0
1156,Security System,2.0988768811542378,9.698312580907666,0,1,5,0
1157,Lights,7.947247236434682,0.4829810867461962,0,4,43,0
1158,Lights,6.769671911695025,7.5596886209623495,1,4,22,0
1159,Thermostat,12.389256303440256,5.2985137416082155,1,4,32,1
1160,Camera,18.77660588659314,3.749344459733058,1,2,47,1
1161,Lights,20.670589063653164,0.751837428635681,1,2,2,1
1162,Lights,20.35430600714695,6.259452549318716,1,1,59,0
1163,Security System,8.952375688742093,5.893681260970457,0,0,21,0
1164,Smart Speaker,16.650007071326048,2.8807444033692375,1,4,28,1
1165,Thermostat,7.851603641819171,9.11119484396209,0,0,52,0
1166,Thermostat,1.9312802660267938,3.1106890726940852,1,2,24,1
1167,Camera,16.986783741669143,4.55228156486185,1,4,24,1
1168,Camera,0.7309474853900144,5.483248313594691,1,0,14,1
1169,Thermostat,10.11579080527448,1.0922955939452323,0,0,37,0
1170,Camera,8.24041282859878,9.32840102021496,1,3,27,1
1171,Security System,16.79437215519303,3.807907909265307,0,2,24,0
1172,Thermostat,18.506768609868903,0.8997142173560018,1,1,6,1
1173,Camera,7.64622394532517,3.9341826193857665,0,1,26,0
1174,Thermostat,19.57323483945406,6.042005216216549,0,3,54,0
1175,Smart Speaker,7.407043871865944,5.1851614510311625,0,0,15,0
1176,Lights,10.98866945968419,6.975965542969012,0,3,29,0
1177,Thermostat,17.584935384832146,0.6492910264723152,1,3,36,1
1178,Lights,16.783625386782532,2.9169520416933556,1,2,10,1
1179,Camera,23.703159099336702,8.210382710717012,0,4,28,0
1180,Lights,5.791284069074399,0.8909475091344725,1,0,59,1
1181,Thermostat,16.064470968180185,8.56931095148998,0,1,51,0
1182,Smart Speaker,14.827524844480768,1.009771311563352,1,1,9,1
1183,Camera,22.004813680515703,8.361096727427793,1,3,21,1
1184,Thermostat,4.174510328654564,3.671805170679394,1,3,58,0
1185,Camera,18.167256844292925,6.160869726246436,0,3,10,0
1186,Security System,13.854312482316056,1.613582444915182,1,0,4,1
1187,Lights,6.954647940015777,0.7550703450792904,0,3,54,0
1188,Security System,11.649220482458592,2.2377882197993375,1,3,4,1
1189,Thermostat,8.343750031140248,1.3657527972960861,0,4,6,0
1190,Smart Speaker,14.113864965528832,3.1928183870283546,1,0,26,1
1191,Camera,21.391514354144647,5.1923941404591,0,2,40,0
1192,Lights,13.878667133686747,5.928718689293594,0,2,16,0
1193,Camera,15.345476830674725,7.919694263059455,0,4,8,0
1194,Thermostat,12.690574407195673,6.59677494315875,1,1,28,1
1195,Camera,1.7023894014686838,6.1267074187825745,0,2,16,0
1196,Lights,5.972176086588215,4.176642072109169,1,0,38,1
1197,Thermostat,12.062040641653946,4.790703506105372,0,1,49,0
1198,Camera,7.790529168000562,4.203756210962792,0,3,1,0
1199,Smart Speaker,4.7714445473880644,8.437443697607693,0,0,19,0
1200,Thermostat,12.347121785083301,2.3770044802291586,1,1,50,1
1201,Thermostat,8.086030146024482,0.1566372222654498,1,2,17,1
1202,Smart Speaker,6.565529614575246,6.548066982539769,1,3,49,0
1203,Security System,11.403657309848949,2.104375618024431,1,3,28,1
1204,Lights,3.632180064931069,8.912139849467112,1,0,44,0
1205,Security System,22.302024727272073,8.604558664095896,1,3,12,1
1206,Camera,20.890999301102116,0.8596009820892383,1,1,6,1
1207,Smart Speaker,17.129083764902582,1.1532452135993658,0,4,7,0
1208,Security System,2.996024948328721,5.002198763241996,0,2,8,0
1209,Thermostat,18.733115480037785,6.131304361416611,1,0,3,1
1210,Camera,19.486997210561945,2.8215925410741836,1,4,49,1
1211,Camera,18.542468516286934,7.19629739532377,1,4,21,1
1212,Security System,3.178198347302167,5.989668607096828,1,0,8,1
1213,Security System,15.63183699109247,3.3157586865106916,1,1,28,1
1214,Smart Speaker,20.106632700110865,0.3511777316189244,0,2,59,0
1215,Lights,14.067804928662191,7.526487784855325,1,0,30,1
1216,Security System,15.69057331786009,2.226061291668319,1,4,32,1
1217,Security System,11.271541766518196,8.361290060280021,1,4,11,1
1218,Thermostat,12.924622017275237,4.2608735745371265,0,0,20,1
1219,Camera,1.3078561712655425,5.813066682054478,0,4,50,0
1220,Lights,15.515631016372188,8.74219243104912,0,0,16,0
1221,Thermostat,2.414009502942241,8.649867709107538,0,0,25,0
1222,Smart Speaker,10.72284296699525,3.7780437949113757,1,2,45,1
1223,Smart Speaker,7.377394795184084,2.168000037876947,0,0,9,0
1224,Security System,13.317556829975258,7.773946169513088,0,4,51,0
1225,Security System,3.6352838847953666,4.387494015661098,0,3,39,0
1226,Smart Speaker,16.75361994637298,2.0012157362341405,0,2,49,0
1227,Security System,19.182771117819055,9.053810888939788,0,4,40,0
1228,Lights,4.338829568964178,2.0612315229867653,1,4,40,0
1229,Security System,2.9513575527692306,0.35549096509318767,0,2,3,0
1230,Camera,3.91961384550294,0.3007717402974577,0,2,16,0
1231,Security System,21.11249770461479,6.260922028897216,0,4,12,0
1232,Thermostat,12.91244765127437,6.6505831011035506,1,3,15,1
1233,Lights,11.480633406176311,3.179312880064141,1,1,53,1
1234,Thermostat,3.0077277489053253,3.268108793545928,1,4,4,1
1235,Thermostat,15.764566158788602,3.4609897590934335,1,2,23,1
1236,Camera,20.897990409534614,6.833569612912899,1,0,27,1
1237,Lights,19.962367929101145,0.675524531165603,1,0,39,1
1238,Lights,15.21228566104883,9.298251891644124,1,2,43,0
1239,Lights,2.26904984131433,2.30295833735672,1,2,56,0
1240,Lights,3.1413301386363046,9.996764731896713,0,1,37,0
1241,Lights,1.6587611970808798,1.7980746684931512,0,2,13,0
1242,Camera,6.550761587573028,7.738309927392537,1,0,43,0
1243,Security System,3.688044478268877,2.311784194803288,0,3,37,0
1244,Thermostat,6.6111289459321965,0.9003833362682143,1,2,40,0
1245,Lights,9.548864309395599,8.761839911071423,0,1,21,0
1246,Security System,22.660095425671688,8.60163746598983,0,3,29,0
1247,Security System,14.843837404869763,4.095346885251053,1,1,29,1
1248,Thermostat,20.121883963549614,7.053721811150226,0,3,49,0
1249,Camera,17.193260266739806,5.61495273357078,1,2,11,1
1250,Smart Speaker,3.143823567375846,8.544265525370113,1,0,51,0
1251,Smart Speaker,17.794129549787797,3.219054096254679,0,3,50,0
1252,Security System,6.964823716639424,5.2843567599899535,1,4,28,0
1253,Thermostat,15.5190344043756,4.905186474925049,0,1,10,0
1254,Smart Speaker,8.51260638061023,3.6036676799429017,0,3,5,0
1255,Security System,23.94529818671949,8.925405139108085,1,1,56,0
1256,Camera,6.693459768174279,1.7421914541591015,1,0,57,1
1257,Smart Speaker,7.059566063195337,1.5801355312548921,1,1,25,1
1258,Security System,22.37079800571636,5.811404399695238,1,1,33,1
1259,Security System,1.0791435089535828,6.609192876850925,1,4,17,0
1260,Lights,16.872191215020127,2.0267306178131954,0,1,49,0
1261,Camera,17.545170182293138,3.968102678320779,1,3,33,1
1262,Lights,20.154896569144384,9.470982045489563,0,1,25,0
1263,Thermostat,23.39932380000417,2.5415124846376727,1,2,33,1
1264,Lights,23.426645100181332,6.716770950962201,0,1,55,0
1265,Lights,2.0340038028119016,7.427478997606149,0,2,54,0
1266,Smart Speaker,19.813224084693207,4.536474124705079,0,1,9,0
1267,Security System,15.68828344094846,9.381507268919872,0,1,27,0
1268,Camera,15.712540157767643,7.392901678666026,0,3,25,0
1269,Lights,3.516223275445328,4.633453340622888,1,2,4,1
1270,Camera,15.779398411472853,5.7364184975833306,0,2,9,0
1271,Lights,23.588340644129325,6.9568730899084965,1,4,46,0
1272,Thermostat,21.927736384177003,5.96268278624926,0,1,15,0
1273,Lights,10.819570528913987,8.79910607987815,1,1,16,1
1274,Smart Speaker,1.438777372223217,3.6331977565759717,0,3,16,0
1275,Security System,9.013897015004813,3.068868826552469,0,4,13,0
1276,Thermostat,19.92017232261305,2.217005006003117,1,4,14,1
1277,Lights,16.9852288844314,0.47405138383949186,1,3,22,1
1278,Camera,11.294575906457975,0.5258382473625478,0,2,21,0
1279,Thermostat,1.7948860762325307,8.7135464117819,0,0,9,0
1280,Thermostat,10.532026103847612,6.816092149418482,1,3,55,0
1281,Lights,11.522086083370262,6.639270912821212,0,2,41,0
1282,Thermostat,22.321055023012196,6.184963907455372,0,4,53,0
1283,Camera,15.565523434180747,8.507269532471637,1,3,4,1
1284,Thermostat,7.823843541384249,4.854642564089712,0,0,10,0
1285,Camera,12.844979214591952,8.717067202727174,0,1,35,0
1286,Lights,2.0522997338207616,3.658505759204168,1,3,53,0
1287,Security System,23.355353537768817,9.274404292956996,0,0,9,0
1288,Thermostat,8.961407695372062,7.016704102804277,1,0,51,1
1289,Security System,11.729882840458691,2.64605364664183,1,3,48,1
1290,Camera,8.84917339456768,5.684440724717389,0,2,16,0
1291,Thermostat,16.539025657730704,5.37700255873373,0,3,49,0
1292,Smart Speaker,16.062455720745437,1.4651983351303064,1,4,18,1
1293,Security System,17.31007429743469,5.95330476693108,1,0,10,1
1294,Thermostat,6.8013658958801395,3.216377674797884,0,0,21,0
1295,Security System,7.918209307355551,0.6182527914150641,1,1,51,0
1296,Thermostat,3.443403930760887,9.491695961294992,0,0,54,0
1297,Lights,15.904484338383647,6.450754653736449,1,1,15,1
1298,Security System,1.435232492387835,8.781497425521385,1,0,15,1
1299,Smart Speaker,14.545534884801288,6.792954449631206,1,0,11,1
1300,Smart Speaker,20.937853294013394,3.6341385521871183,0,3,40,0
1301,Camera,21.43455548480639,5.1756119160552325,1,3,54,0
1302,Thermostat,11.052387368694099,6.7898929274370525,1,4,48,0
1303,Security System,11.293636673007233,9.606498019494232,1,2,42,0
1304,Camera,2.308775800688408,2.611327645304795,1,4,41,0
1305,Security System,16.26297809791134,8.762272880378765,0,0,47,0
1306,Thermostat,19.79959637876187,9.248370272413267,1,4,54,0
1307,Smart Speaker,6.249393783210756,6.737113595123669,0,3,37,0
1308,Lights,10.400570718384069,9.319539611273244,1,0,20,1
1309,Smart Speaker,20.212724413983853,4.038998016025948,1,0,34,1
1310,Camera,21.112330990063768,9.534860142800383,0,4,22,0
1311,Lights,6.214729536209309,7.057550483943151,0,1,48,0
1312,Camera,13.43840991172206,0.5158570974462379,1,2,18,1
1313,Thermostat,5.023589039941936,9.078041035008622,1,4,16,0
1314,Lights,2.894150957279579,4.896280809428606,1,4,5,1
1315,Camera,21.911331782711002,4.657237149300545,0,2,1,0
1316,Thermostat,19.781926349454565,5.708019399198379,1,0,19,1
1317,Smart Speaker,18.360820192374586,1.5789070130351566,0,0,10,1
1318,Thermostat,1.6460084921087998,4.744743880817246,1,1,21,1
1319,Security System,20.32762662869105,8.328159445505682,0,4,13,0
1320,Thermostat,10.794035783776518,0.2532763454614019,0,2,55,0
1321,Thermostat,8.546285397452701,2.801879887211276,0,4,24,0
1322,Security System,13.342194484096346,0.12430040579405778,1,3,23,1
1323,Camera,2.646801204003562,4.215541960583498,1,4,23,1
1324,Camera,18.281193909781372,7.310323553887973,0,4,11,0
1325,Thermostat,14.187224306874953,8.007841108234823,0,3,47,0
1326,Security System,4.8848672765194365,9.457378635157365,0,3,2,0
1327,Security System,4.923456694572572,6.1241956684107866,1,2,6,0
1328,Smart Speaker,4.829843311957845,2.620805979863665,1,0,53,1
1329,Camera,1.8395561074704487,9.249064696453319,1,1,11,0
1330,Lights,14.313263560234592,7.775625963415723,0,3,15,0
1331,Camera,20.24818217332994,5.786841981731131,1,0,9,1
1332,Camera,0.9112080287036322,6.986838135617466,1,2,12,0
1333,Smart Speaker,1.6516091568249283,9.25073191457355,1,4,58,0
1334,Lights,13.960101502143226,7.152700881881924,0,2,59,0
1335,Smart Speaker,19.75814860657223,3.7469076250888667,1,2,36,1
1336,Lights,8.17836392836289,7.158979202662057,1,3,28,1
1337,Thermostat,8.715938371981471,0.4987538110803399,1,1,23,1
1338,Lights,14.514142691174234,3.925514062122754,1,3,27,1
1339,Smart Speaker,6.944002894417454,4.122598015271235,1,4,24,1
1340,Camera,1.125296602825577,1.7516985207662634,0,3,14,0
1341,Lights,17.77787017538751,0.32854625746252475,0,4,54,0
1342,Lights,15.202772954124148,1.420474242713654,0,3,35,0
1343,Security System,14.147765977807989,6.580752808390845,0,1,27,0
1344,Camera,17.929577031307844,8.042659282000507,1,0,21,1
1345,Thermostat,16.36792468270788,9.883214577997045,1,1,49,0
1346,Smart Speaker,5.338226722190547,3.5289986807740936,0,3,13,0
1347,Thermostat,8.783304603168752,6.033854300384907,0,2,8,0
1348,Camera,3.4635883294476875,9.377735171469707,0,0,44,0
1349,Lights,3.551639815320204,1.753713635247711,1,2,44,0
1350,Lights,16.390600039378672,7.204691304793152,1,1,44,0
1351,Camera,20.67710251408871,7.5742894581767155,1,0,59,1
1352,Lights,23.124215720736768,0.9808578051064499,0,3,34,0
1353,Lights,15.266157262411943,8.626368913312344,0,2,42,0
1354,Lights,4.8263810989824885,8.149739966397354,0,3,23,0
1355,Smart Speaker,2.9827831180498716,0.43068976511660106,1,4,9,1
1356,Smart Speaker,19.601997831113806,1.0017357073125097,1,0,1,1
1357,Security System,14.100777194459983,0.586356249529338,0,2,36,0
1358,Thermostat,15.029697993822417,3.413960964813686,0,1,55,0
1359,Camera,18.864359085735668,5.141961007731269,1,1,46,0
1360,Camera,17.02701485171261,5.3702425067508255,1,1,16,1
1361,Camera,20.109768942118272,2.7499009217174826,0,1,25,0
1362,Security System,1.8210267783071443,9.124809176946714,0,2,18,0
1363,Smart Speaker,18.066734963542864,3.7458016197319406,1,4,34,1
1364,Security System,20.495039797069243,0.5509465440569897,0,1,38,0
1365,Camera,7.224173497770387,3.0722484042597253,0,1,3,0
1366,Thermostat,15.550510938841443,5.3579832831871395,1,1,20,1
1367,Lights,7.882808500168844,4.141396043623497,0,4,19,0
1368,Smart Speaker,23.01232006233767,2.811040939082666,1,0,13,1
1369,Smart Speaker,1.2854539522343382,1.4001001726667426,0,1,17,0
1370,Security System,14.125131830074443,8.209728550952674,1,1,14,1
1371,Smart Speaker,4.412833355663604,9.961837897029499,0,1,30,0
1372,Camera,17.237174821663228,3.3624671218864326,0,0,22,1
1373,Camera,4.633421660338559,3.878048337348379,0,1,43,0
1374,Security System,6.031506654611403,6.218571494301875,1,0,48,0
1375,Camera,12.117714059575315,7.212570599881859,0,0,43,0
1376,Thermostat,21.998621324926635,3.981092394555554,0,3,29,0
1377,Security System,5.475287745477315,9.05880221811997,1,3,50,0
1378,Thermostat,3.8896404962754327,5.644039493366292,0,1,2,0
1379,Lights,18.33595554856972,4.558861756418716,1,2,55,1
1380,Thermostat,12.264559009847378,6.502060256283061,1,3,53,0
1381,Lights,21.926950140971627,9.532758097666814,1,3,8,1
1382,Lights,3.9454420932562937,7.966067714774884,0,2,14,0
1383,Thermostat,15.679305486041423,0.496129992297731,1,4,34,1
1384,Security System,5.972659934567654,3.3898681163256006,0,1,13,0
1385,Camera,4.183870073313524,4.758392381017105,1,4,10,1
1386,Camera,16.560591256195856,3.2137239648701423,0,4,8,0
1387,Lights,14.45158856785523,7.0318568522215195,1,0,7,1
1388,Lights,18.238445271514784,8.280064583639552,1,0,13,1
1389,Security System,7.772370546485285,7.3403164423341885,0,1,26,0
1390,Smart Speaker,11.027333924981464,9.894399539599926,1,2,56,0
1391,Thermostat,10.028584393764834,2.7982217141409884,0,0,59,0
1392,Lights,23.626102403213082,8.762396000741772,1,3,32,1
1393,Camera,7.367850483375616,7.689564385227413,0,1,19,0
1394,Security System,7.428205101149022,3.6855696998256464,1,4,56,0
1395,Thermostat,8.831882907472274,7.36783298220399,1,1,15,1
1396,Security System,13.767960910322556,1.1303519685406451,0,0,54,0
1397,Thermostat,6.429584490198013,7.914401475171468,1,2,2,0
1398,Thermostat,22.009313598912936,5.370072965612316,0,4,54,0
1399,Lights,6.743610774357192,2.9936727098216065,0,2,37,0
1400,Security System,21.551669691664575,6.592195287663383,1,1,19,1
1401,Security System,2.9316639956947395,6.452037987272649,1,2,33,0
1402,Camera,15.929223506391828,2.1739136049240373,1,2,39,1
1403,Camera,21.814159683298726,0.40093440663410873,0,1,50,0
1404,Lights,4.465611802358394,4.392863610326571,0,4,33,0
1405,Lights,23.255683562332493,5.73816750650977,1,2,1,1
1406,Smart Speaker,11.142758969764525,8.778392255868924,0,2,39,0
1407,Camera,22.724305048364076,9.289346276911184,1,1,28,1
1408,Thermostat,16.405271025306106,5.335171659751987,1,3,17,1
1409,Security System,7.587291442028461,7.562654489308595,1,2,57,0
1410,Lights,4.925109335552001,4.449102396047169,0,0,6,0
1411,Security System,7.6377735862898355,7.48621335007164,0,4,52,0
1412,Security System,2.6859091176728622,2.127535096897753,1,2,44,0
1413,Smart Speaker,3.8808972090682494,3.773540874554961,0,1,20,0
1414,Camera,2.959520348142307,6.378857188254786,1,0,47,0
1415,Lights,10.439173277926606,0.2797638595100804,1,1,13,1
1416,Security System,19.19609184205328,7.252366972355644,0,2,12,0
1417,Lights,3.8225135240839947,8.371801462554851,1,0,30,1
1418,Thermostat,3.5625301795498934,4.05150244483012,1,4,21,1
1419,Smart Speaker,15.620580313657273,4.534629930053927,1,4,2,1
1420,Thermostat,5.133800076249558,8.527693900943657,1,4,53,0
1421,Lights,2.7938358955613025,7.77898088972773,1,3,18,0
1422,Lights,4.4209415878310745,2.9526799414304126,0,1,28,0
1423,Camera,22.20768780310424,3.307363454959236,0,2,4,0
