Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts"
McDonald’s,Vanilla Cappuccino (Large),290,70,8,4.5,0,25,105,51,0,51,7,338.5
McDonald’s,Vanilla Latte (Small),230,60,7,4,0,20,90,36,0,36,7,263
McDonald’s,Vanilla Latte (Medium),280,70,8,4.5,0,25,110,44,0,44,8,320.5
McDonald’s,Vanilla Latte (Large),330,80,9,5,0,30,130,53,0,53,9,379
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Small),100,50,5,3,0,15,105,15,0,7,5,105
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Medium),120,60,6,3.5,0,20,130,18,0,9,6,126.5
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Large),150,70,8,4.5,0,25,160,22,0,11,8,157.5
McDonald’s,Latte with Sugar Free Vanilla Syrup (Small),130,60,7,4,0,20,125,17,0,10,7,137
McDonald’s,Latte with Sugar Free Vanilla Syrup (Medium),160,70,8,5,0,25,150,21,0,11,8,168
McDonald’s,Latte with Sugar Free Vanilla Syrup (Large),180,90,10,6,0,30,180,25,0,13,10,189
McDonald’s,Mocha (Small),280,100,11,6,0,20,125,40,0,33,6,313
McDonald’s,Mocha (Medium),330,110,12,7,0,25,150,48,0,41,7,371
McDonald’s,Mocha (Large),400,130,14,8,0.5,30,190,58,0,49,10,447
McDonald’s,Hot Chocolate (Small),300,110,12,7,0,25,135,41,0,35,8,334
McDonald’s,Hot Chocolate (Medium),380,130,15,9,0.5,30,170,53,0,45,10,424
McDonald’s,Hot Chocolate (Large),460,160,18,10,0.5,40,220,63,0,54,13,511
McDonald’s,Iced Latte (Small),80,40,4.5,2.5,0,15,65,6,0,6,4,84.5
McDonald’s,Iced Latte (Medium),100,50,6,3.5,0,15,80,8,0,8,6,105.5
McDonald’s,Iced Latte (Large),140,70,8,4.5,0,25,105,10,0,10,7,147.5
McDonald’s,Iced Caramel Latte (Small),160,25,3,1.5,0,10,100,29,0,29,3,187.5
McDonald’s,Iced Caramel Latte (Medium),180,40,4.5,2.5,0,15,120,31,0,31,4,209.5
McDonald’s,Iced Caramel Latte (Large),230,50,6,3.5,0,15,150,40,0,40,6,267.5
McDonald’s,Iced Hazelnut Latte (Small),160,25,3,1.5,0,10,45,31,0,31,3,189.5
McDonald’s,Iced Hazelnut Latte (Medium),180,40,4.5,2.5,0,15,65,33,0,33,4,211.5
McDonald’s,Iced Hazelnut Latte (Large),230,50,6,3.5,0,15,85,41,0,41,6,268.5
McDonald’s,Iced Vanilla Latte (Small),160,25,3,1.5,0,10,45,31,0,31,3,189.5
McDonald’s,Iced Vanilla Latte (Medium),190,40,4.5,2.5,0,15,70,33,0,33,5,220.5
McDonald’s,Iced Vanilla Latte (Large),230,50,6,3.5,0,15,85,41,0,41,6,268.5
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Small),60,30,3,2,0,10,80,12,0,4,3,63
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Medium),90,40,5,3,0,15,105,14,0,6,5,94
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Large),110,50,6,3.5,0,15,130,19,0,8,6,115.5
McDonald’s,Iced Mocha (Medium),310,120,13,8,0,25,140,42,0,35,7,346
McDonald’s,Caramel Mocha (Large),360,130,14,8,0.5,35,220,47,0,46,10,404
McDonald’s,Caramel Mocha (Medium),290,100,12,7,0,25,180,39,0,38,8,327
McDonald’s,Caramel Mocha (Small),250,90,11,6,0,25,150,33,0,31,7,280
McDonald’s,Iced Caramel Mocha (Large),380,140,16,9,0.5,35,210,48,0,46,10,425
McDonald’s,Iced Caramel Mocha (Medium),300,120,14,8,0,30,160,36,0,33,8,333
McDonald’s,Iced Caramel Mocha (Small),240,100,12,7,0,25,130,29,0,26,6,267
McDonald’s,Frappe Caramel (Small),450,180,20,13,1,55,135,61,0,57,6,514
McDonald’s,Frappe Caramel (Medium),550,220,24,15,1,70,160,76,0,71,8,628
McDonald’s,Frappe Caramel (Large),680,260,29,18,1.5,85,200,94,0,88,10,776
McDonald’s,Frappe Mocha (Small),450,180,20,13,1,55,130,62,1,56,7,512
McDonald’s,Frappe Mocha (Medium),560,210,24,15,1,65,160,78,1,70,8,637
McDonald’s,Frappe Mocha (Large),680,250,28,18,1,80,200,96,1,87,10,775
McDonald’s,Strawberry Banana Smoothie (Large),330,10,1,0.5,0,5,55,77,4,70,3,397.5
McDonald’s,Strawberry Banana Smoothie (Medium),260,5,1,0,0,5,40,60,3,54,2,312
McDonald’s,Strawberry Banana Smoothie (Small),210,5,0.5,0,0,5,35,49,2,44,2,252
McDonald’s,Wild Berry Smoothie (Large),320,10,1,0.5,0,5,45,75,4,69,3,386.5
McDonald’s,Wild Berry Smoothie (Medium),260,5,1,0,0,5,35,60,4,55,3,312
McDonald’s,Wild Berry Smoothie (Small),210,5,0.5,0,0,5,30,48,3,44,2,252
Burger King,Whopper® Sandwich,660,360,40,12,1.5,90,980,49,2,11,28,655
Burger King,Whopper® Sandwich with Cheese,740,420,46,16,2,115,1340,50,2,11,32,735
Burger King,Bacon & Cheese Whopper® Sandwich,790,460,51,17,2,125,1560,50,2,11,35,783
Burger King,Double Whopper® Sandwich,900,520,58,20,3,175,1050,49,2,11,48,883
Burger King,Double Whopper® Sandwich with Cheese,980,580,64,24,3,195,1410,50,2,11,52,963
Burger King,Triple Whopper® Sandwich,1130,680,75,28,4,255,1120,49,2,11,67,1102
Burger King,Triple Whopper® Sandwich with Cheese,1220,740,82,32,4.5,280,1470,50,2,11,71,1192
Burger King,Whopper JR.® Sandwich,310,160,18,5,0.5,40,390,27,1,7,13,309
Burger King,Bacon King Sandwich,1150,710,79,31,3.5,240,2150,49,2,10,61,1130
Burger King,Cheddar Bacon King Sandwich,1190,750,84,33,3.5,235,1930,50,2,11,64,1170
Burger King,Single Quarter Pound King Sandwich,580,260,29,13,1.5,105,1310,49,2,10,32,571
Burger King,Double Quarter Pound King Sandwich,900,480,54,25,3,210,1740,50,2,11,56,880
Burger King,Single Stacker King,700,380,42,16,2,125,1360,48,1,10,35,691
Burger King,Double Stacker King,1050,610,68,28,3.5,235,1870,49,1,11,61,1028
Burger King,IMPOSSIBLE Whopper® Sandwich,630,310,34,11,0,10,1080,58,4,12,25,628
Burger King,Hamburger,240,90,10,3.5,0.5,35,380,26,1,6,13,237
Burger King,Cheeseburger,280,120,13,6,0.5,45,560,27,1,7,15,278
Burger King,Double Hamburger,350,160,18,7,1,70,410,26,1,6,21,342
Burger King,Double Cheeseburger,390,190,21,9,1.5,85,590,27,1,7,23,383
Burger King,Extra Long Cheeseburger,630,330,37,14,1.5,100,1050,45,2,9,29,624
Burger King,Bacon Cheeseburger,320,140,16,7,0.5,55,710,27,1,7,17,317
Burger King,Bacon Double Cheeseburger,420,210,24,10,1.5,90,740,27,1,7,25,412
Burger King,Crispy Chicken Sandwich,670,370,41,7,0,60,1080,54,2,8,23,662
Burger King,Spicy Crispy Chicken Sandwich,700,370,42,7,0,65,1140,57,3,8,25,690
Burger King,Original Chicken Sandwich,660,360,40,7,0,75,1170,48,2,5,28,644
Burger King,Bacon & Cheese Crispy Chicken Sandwich,800,460,52,13,1,95,1650,55,2,8,30,791
Burger King,BBQ Bacon Crispy Chicken Sandwich,790,440,49,10,0.5,80,1630,60,2,13,28,785
Burger King,Crispy Chicken Jr.,450,270,30,5,0,30,780,34,2,5,12,448
Burger King,Spicy Crispy Chicken Jr.,390,190,21,3.5,0,30,740,37,2,6,12,388
Burger King,Chicken Nuggets- 4pc,170,100,11,1.5,0,25,310,11,1,0,8,164
Burger King,Chicken Nuggets- 6pc,260,150,16,2.5,0,35,470,16,1,0,12,251
Burger King,Chicken Nuggets- 10pc,430,240,27,4.5,0,55,780,27,2,0,20,415
Burger King,Chicken Nuggets- 20pc,860,490,54,9,0,115,1570,53,3,1,39,831
Burger King,Spicy Chicken Nuggets- 4pc,210,130,15,3,0,20,570,11,2,0,8,205
Burger King,Spicy Chicken Nuggets- 6pc,320,200,22,4.5,0,35,850,17,3,0,12,313
Burger King,Spicy Chicken Nuggets- 10 pc,530,330,37,7,0,55,1420,28,4,1,20,518
Burger King,Spicy Chicken Nuggets- 20 pc,1050,670,74,15,0,110,2840,56,9,1,40,1026
Burger King,Chicken Fries – 9 pc.,280,150,17,2.5,0,35,850,20,1,1,13,271
Burger King,Crispy Taco,170,80,9,3,0,10,410,19,2,1,5,169
Burger King,BIG FISH Sandwich,510,250,28,4.5,0,30,1180,51,2,7,16,506
Burger King,Garden Chicken Salad with Crispy Chicken – no dressing,440,220,25,7,0,75,930,31,3,4,25,426
Burger King,Club Salad with Crispy Chicken – no dressing,540,300,33,10,0,95,1380,31,3,5,31,524
Burger King,Garden Side Salad – w/o dressing,60,35,4,2.5,0,10,95,3,1,2,4,61
Burger King,Ken’s Ranch Dressing,260,250,28,4,0,10,240,2,0,2,1,265
Burger King,Ken’s Golden Italian Dressing,160,150,17,2.5,0,0,380,4,0,3,0,166
Burger King,Ken’s Lite Honey Balsamic Vinaigrette,120,70,8,1,0,0,220,14,0,11,0,132
Burger King,Buttery Garlic Croutons- Packet,60,20,2.5,0,0,10,180,9,0,1,1,60
Burger King,Onion Rings – value,150,70,8,1.5,0,0,400,19,1,2,1,153
Burger King,Onion Rings – small,320,150,16,3,0,0,840,41,3,4,3,324
Burger King,Onion Rings – medium,410,190,21,3.5,0,0,1080,53,4,5,4,415
Burger King,Onion Rings – large,500,230,25,4.5,0,0,1310,64,5,7,5,507
Burger King,French Fries – value (unsalted),220,80,9,1.5,0,0,210,34,3,1,2,221
Burger King,French Fries – small,320,120,13,2,0,0,300,49,5,1,4,319
Burger King,French Fries – medium,380,140,16,2,0,0,360,58,6,1,4,379
Burger King,French Fries – large,430,160,18,2.5,0,0,410,66,7,2,5,430
Burger King,Kids Oatmeal,170,30,3,1.5,0,5,260,32,3,12,4,180
Burger King,Chicken Nuggets- 4pc,170,100,11,1.5,0,25,310,11,1,0,8,164
Burger King,Chicken Nuggets- 6pc,260,150,16,2.5,0,35,470,16,1,0,12,251
Burger King,Hamburger,240,90,10,3.5,0.5,35,380,26,1,6,13,237
Burger King,Cheeseburger,280,120,13,6,0.5,45,560,27,1,7,15,278
Burger King,Mott’s® Natural Applesauce,50,0,0,0,0,0,0,13,1,11,0,61
Burger King,Fat FREE Milk (8 fl oz),90,0,0,0,0,5,125,13,0,12,9,93
Burger King,1% Low Fat Chocolate Milk (8 fl oz),160,25,2.5,1.5,0,15,150,26,0,25,8,179
Burger King,Capri Sun® 100% Apple Juice (6 fl oz),80,0,0,0,0,0,25,20,0,20,0,100
Burger King,PB&J Jamwich,300,140,16,3,0,0,290,33,4,11,11,303
Burger King,Soft Serve Cone,190,40,4.5,3,0,20,150,32,0,24,5,212
Burger King,Dutch Apple Pie,340,130,14,6,0,0,310,51,1,25,3,368
Burger King,HERSHEY®’S Sundae Pie,310,170,19,12,0,10,220,32,1,22,3,341
Burger King,Pie made with TWIX®,370,180,20,13,0,10,330,45,1,30,4,409
Burger King,OREO® Cookie Cheesecake,350,170,18,8,0,35,310,41,1,25,6,377
Burger King,Soft Serve Cone,190,40,4.5,3,0,20,150,32,0,24,5,212
Burger King,Soft Serve Cup,170,40,4.5,3,0,20,150,28,0,24,5,192
Burger King,HERSHEY®’s Chocolate Sundae,260,45,5,3,0,20,160,49,1,43,5,301
Burger King,Caramel Sundae,240,50,5,3.5,0,20,210,42,0,33,5,272
Burger King,Chocolate Chip Cookies (each),160,70,8,4,0,10,125,24,1,15,2,177
Burger King,CROISSAN’WICH® Egg & Cheese,340,170,18,8,0,160,610,29,1,4,12,340
Burger King,"CROISSAN’WICH® Sausage, Egg & Cheese",500,300,33,13,0,195,930,30,1,4,19,498
Burger King,"CROISSAN’WICH® Ham, Egg & Cheese",370,170,19,8,0,175,1030,30,1,5,17,366
Burger King,"CROISSAN’WICH® Bacon, Egg & Cheese",370,190,21,9,0,170,760,30,1,4,14,369
Burger King,Fully Loaded CROISSAN’WICH®,610,360,40,17,0.5,225,1680,31,1,5,28,604
Burger King,Double CROISSAN’WICH® with Sausage & Bacon,580,340,40,16,0.5,215,1260,31,1,5,23,578
Burger King,Double CROISSAN’WICH® with Sausage,710,470,52,20,0.5,240,1420,31,1,5,29,706
Burger King,Double CROISSAN’WICH® with Ham & Sausage,580,340,38,16,0.5,220,1530,31,1,5,27,574
Burger King,Fully Loaded Biscuit,640,400,45,20,0,225,2190,31,1,4,28,636
Burger King,"Ham, Egg, & Cheese Biscuit",400,210,24,12,0,175,1550,29,1,3,17,398
Burger King,"Sausage, Egg, & Cheese Biscuit",530,340,38,17,0,195,1440,29,1,3,19,531
Burger King,"Bacon, Egg & Cheese Biscuit",400,230,26,13,0,170,1270,29,1,3,13,403
Burger King,Sausage Biscuit,420,250,28,6,0,35,1050,28,1,2,12,416
Burger King,Breakfast Burrito Jr.,370,210,23,8,0,150,930,27,3,2,15,365
Burger King,EGG-NORMOUS BURRITOΡ,780,380,42,15,0,355,1960,68,3,4,32,767
Burger King,BK™ Ultimate Breakfast Platter,930,390,44,11,0,390,2230,110,4,40,24,957
Burger King,NY Ultimate Platter (Regional menu item),900,420,46,12,0,380,1760,95,5,31,25,918
Burger King,Pancake and Sausage platter,610,280,31,9,0,80,1010,72,1,30,12,637
Burger King,Hash Browns – small,250,150,16,3.5,0,0,580,24,3,0,2,252
Burger King,Hash Browns – medium,500,290,33,7,0,0,1140,48,7,0,4,503
Burger King,Hash Browns – large,670,390,44,9,0,0,1530,65,9,0,5,674
Burger King,French Toast Sticks (3 piece),230,100,11,2,0,0,260,29,1,8,3,237
Burger King,French Toast Sticks (5 piece),380,160,18,3,0,0,430,49,2,13,5,391
Burger King,American Cheese (slice),40,30,3.5,2,0,10,180,1,0,0,2,40
Burger King,Ketchup (Packet),10,0,0,0,0,0,125,3,0,2,0,12
Burger King,Mayonnaise (Packet),80,80,9,0.5,0,10,75,1,0,0,0,81
Burger King,Strawberry or Grape Jam (packet),30,0,0,0,0,0,0,7,0,6,0,36
Burger King,Breakfast Syrup (1 oz),120,0,0,0,0,0,15,30,0,18,0,138
Burger King,Barbecue Dipping Sauce (1 oz),40,0,0,0,0,0,310,11,0,10,0,50
Burger King,Ranch Dipping Sauce (1 oz),140,140,15,2.5,0,10,85,1,0,1,1,143
Burger King,Buffalo Dipping Sauce (1 oz),80,70,8,1.5,0,5,360,2,0,1,0,83
Burger King,Zesty Onion Ring Dipping Sauce (1 oz),150,140,15,2.5,0,20,240,3,0,0,0,153
Burger King,Honey Mustard Dipping Sauce (1oz),90,60,6,1,0,10,180,8,0,7,0,98
Burger King,Fat FREE Milk (8 fl oz),90,0,0,0,0,5,125,13,0,12,9,93
Burger King,1% Low Fat Chocolate Milk (8 fl oz),160,25,2.5,1.5,0,15,150,26,0,25,8,179
Burger King,Smoothie: Strawberry Banana 16 fl oz,310,10,1,0,0,0,55,71,3,50,4,356
Burger King,Oreo® Shake,720,180,20,12,0.5,65,540,118,1,98,16,814
Burger King,Chocolate Oreo® Shake,740,190,22,13,0.5,70,680,121,1,101,17,837
Burger King,Vanilla Milk Shake,580,140,15,10,0,60,420,98,0,85,14,661
Burger King,HERSHEY®’S Chocolate Milk Shake,610,140,16,10,0,60,500,103,1,88,14,694
Burger King,Strawberry Milk Shake,640,140,15,10,0,60,440,113,0,99,14,735
Burger King,Coca Cola classic®‡, , , , , , , , , , , , 
Burger King,16 fl oz,210,0,0,0,0,0,50,58,0,58,0,268
Burger King,20 fl oz,270,0,0,0,0,0,60,73,0,73,0,343
Burger King,29 fl oz,290,0,0,0,0,0,85,105,0,105,0,395
Burger King,38 fl oz,510,0,0,0,0,0,115,138,0,138,0,648
Burger King,Diet Coke®‡, , , , , , , , , , , , 
Burger King,16 fl oz,0,0,0,0,0,0,70,0,0,0,0,0
Burger King,20 fl oz,0,0,0,0,0,0,85,0,0,0,0,0
Burger King,29 fl oz,0,0,0,0,0,0,120,0,0,0,0,0
Burger King,38 fl oz,0,0,0,0,0,0,160,0,0,0,0,0
Burger King,Sprite®‡, , , , , , , , , , , , 
Burger King,16 fl oz,210,0,0,0,0,0,95,56,0,56,0,266
Burger King,20 fl oz,260,0,0,0,0,0,120,70,0,70,0,330
Burger King,29 fl oz,380,0,0,0,0,0,170,102,0,102,0,482
Burger King,38 fl oz,500,0,0,0,0,0,230,133,0,133,0,633
Burger King,Dr. Pepper®‡, , , , , , , , , , , , 
Burger King,16 fl oz,190,0,0,0,0,0,60,52,0,51,0,241
Burger King,20 fl oz,240,0,0,0,0,0,75,65,0,64,0,304
Burger King,29 fl oz,350,0,0,0,0,0,105,94,0,93,0,443
Burger King,38 fl oz,450,0,0,0,0,0,140,124,0,121,0,571
Burger King,Barq’s® Root Beer‡, , , , , , , , , , , , 
Burger King,16 fl oz,240,0,0,0,0,0,100,65,0,65,0,305
Burger King,20 fl oz,300,0,0,0,0,0,120,81,0,81,0,381
Burger King,29 fl oz,350,0,0,0,0,0,180,118,0,118,0,468
Burger King,38 fl oz,450,0,0,0,0,0,230,155,0,155,0,605
Burger King,Cherry Coke®‡, , , , , , , , , , , , 
Burger King,16 fl oz,220,0,0,0,0,0,55,61,0,61,0,281
Burger King,20 fl oz,280,0,0,0,0,0,70,76,0,76,0,356
Burger King,29 fl oz,410,0,0,0,0,0,100,110,0,110,0,520
Burger King,38 fl oz,450,0,0,0,0,0,130,145,0,145,0,595
Burger King,Fanta® Orange‡, , , , , , , , , , , , 
Burger King,16 fl oz,230,0,0,0,0,0,60,62,0,61,0,291
Burger King,20 fl oz,280,0,0,0,0,0,70,78,0,77,0,357
Burger King,29 fl oz,410,0,0,0,0,0,105,113,0,111,0,521
Burger King,38 fl oz,530,0,0,0,0,0,135,148,0,146,0,676
Burger King,Hi-C® Fruit Punch‡, , , , , , , , , , , , 
Burger King,16 fl oz,220,0,0,0,0,0,75,62,0,60,0,280
Burger King,20 fl oz,280,0,0,0,0,0,95,77,0,75,0,355
Burger King,29 fl oz,410,0,0,0,0,0,135,111,0,109,0,519
Burger King,38 fl oz,450,0,0,0,0,0,180,146,0,143,0,593
Burger King,MINUTE MAID® Light Lemonade, , , , , , , , , , , , 
Burger King,16 fl oz,10,0,0,0,0,0,60,3,0,0,0,0
Burger King,20 fl oz,10,0,0,0,0,0,70,4,0,0,0,0
Burger King,29 fl oz,15,0,0,0,0,0,105,5,0,0,0,0
Burger King,38 fl oz,20,0,0,0,0,0,135,7,0,0,0,0
Burger King,Sweet Tea, , , , , , , , , , , , 
Burger King,20 fl oz,120,0,0,0,0,0,0,35,0,35,0,155
Burger King,29 fl oz,160,0,0,0,0,0,0,49,0,49,0,209
Burger King,40 fl oz,240,0,0,0,0,0,0,71,0,71,0,311
Burger King,Unsweetened Tea, , , , , , , , , , , , 
Burger King,20 fl oz,0,0,0,0,0,0,0,0,0,0,0,0
Burger King,29 fl oz,0,0,0,0,0,0,0,0,0,0,0,0
Burger King,40 fl oz,0,0,0,0,0,0,0,0,0,0,0,0
Burger King,Capri Sun® 100% Apple Juice,80,0,0,0,0,0,25,20,0,20,0,100
Burger King,Minute Maid® Orange Juice,140,0,0,0,0,0,20,33,0,30,2,168
Burger King,Frozen Coke® – 16 oz,130,0,0,0,0,0,50,35,0,35,0,165
Burger King,BK® Café Coffee- 12 fl oz,0,0,0,0,0,0,0,0,0,0,0,0
Burger King,BK® Café Coffee- 16 fl oz,0,0,0,0,0,0,0,0,0,0,0,0
Burger King,BK® Café Coffee- 20 fl oz,0,0,0,0,0,0,0,0,0,0,0,0
Burger King,BK® Café Decaf Coffee- 12 fl oz,0,0,0,0,0,0,0,0,0,0,0,0
Burger King,BK® Café Decaf Coffee- 16 fl oz,0,0,0,0,0,0,0,0,0,0,0,0
Burger King,BK® Café Decaf Coffee- 20 fl oz,0,0,0,0,0,0,0,0,0,0,0,0
Burger King,BK® Café Iced Vanilla Coffee- 12 fl oz,150,70,8,4,0,25,30,21,0,21,1,174
Burger King,BK® Café Iced Vanilla Coffee- 16 fl oz,200,90,10,5,0,30,40,27,0,27,2,230
Burger King,BK® Café Iced Vanilla Coffee- 20 fl oz,260,110,13,7,0,40,50,34,0,34,2,299
Burger King,BK® Café Iced Mocha Coffee- 12 fl oz,180,70,8,4,0,25,40,27,1,25,2,207
Burger King,BK® Café Iced Mocha Coffee- 16 fl oz,240,90,10,6,0,30,55,35,1,32,2,276
Burger King,BK® Café Iced Mocha Coffee- 20 fl oz,300,120,13,7,0,40,70,45,2,41,3,345
Burger King,BK® Café Mocha Frappe- 12 fl oz,300,80,8,5,0,30,200,50,1,41,7,339
Burger King,BK® Café Mocha Frappe- 16 fl oz,400,90,10,7,0,40,270,68,1,58,9,456
Burger King,BK® Café Mocha Frappe- 20 fl oz,510,110,13,8,0,50,350,87,1,71,12,577
Burger King,BK® Café Caramel Frappe- 12 fl oz,300,80,8,5,0,35,210,50,0,41,7,339
Burger King,BK® Café Caramel Frappe- 16 fl oz,400,90,10,7,0,40,280,68,0,56,9,454
Burger King,BK® Café Caramel Frappe- 20 fl oz,500,110,12,8,0,50,350,86,0,71,11,568
Wendy’s,Baconator,950,,62,24,3,205,1630,40,2,8,59,923
Wendy’s,Dave’s Double,810,,51,20,3,175,1280,41,3,8,49,789
Wendy’s,Dave’s Single,570,,34,13,1.5,100,1110,40,3,9,30,562
Wendy’s,Dave’s Triple,1090,,72,30,4,260,1650,43,3,9,71,1058
Wendy’s,Double Stack,390,,21,9,1.5,90,740,26,1,6,25,380
Wendy’s,Jr. Bacon Cheeseburger,380,,22,8,1,65,680,25,1,5,19,374
Wendy’s,Jr. Cheeseburger,280,,13,6,1,50,660,26,1,6,16,276
Wendy’s,Jr. Cheeseburger Deluxe,340,,19,7,1,55,660,27,2,7,16,338
Wendy’s,Son of Baconator,630,,39,15,1.5,125,1280,37,2,7,34,618
Wendy’s,3 Piece Chicken Tenders,330,,16,2.5,0,75,1010,22,0,0,24,309
Wendy’s,4 Piece Chicken Nuggets,170,,11,2,0,35,340,10,0,0,9,163
Wendy’s,4 Piece Chicken Tenders,430,,21,3.5,0,100,1350,29,0,1,32,403
Wendy’s,6 Picece Chicken Nuggets,250,,16,3.5,0,50,510,14,1,0,13,241
Wendy’s,6 Piece Chicken Tenders,650,,32,5,0,150,2020,43,0,1,48,608
Wendy’s,10 Piece Chicken Nuggets,420,,27,5,0,80,850,24,1,0,22,403
Wendy’s,Crispy Chicken BLT,420,,23,6,0,50,950,35,2,5,20,411
Wendy’s,Crispy Chicken Sandwich,330,,16,3,0,30,600,33,2,4,14,323
Wendy’s,Grilled Asiago Ranch Club,530,,23,7,0,120,1220,36,3,6,43,500
Wendy’s,Grilled Chicken Sandwich,370,,10,2,0,90,830,38,3,8,34,346
Wendy’s,Grilled Chicken Wrap,270,,10,3.5,0,55,640,24,2,3,20,257
Wendy’s,Homestyle Asiago Ranch Chicken Club,660,,34,9,0,100,1650,52,3,7,38,638
Wendy’s,Homestyle Chicken Sandwich,510,,22,4,0,70,1150,51,3,6,28,492
Wendy’s,S’Awesome Sauce,120,,12,2,0,0,170,4,1,3,1,124
Wendy’s,Spicy Asiago Ranch Club,670,,32,9,0,100,1530,55,4,6,38,647
Wendy’s,Spicy Chicken Sandwich,510,,20,3.5,0,65,1030,54,4,6,29,491
Wendy’s,Spicy Chicken Wrap,370,,20,5,0,50,850,30,2,2,18,359
Wendy’s,"Apple Pecan Chicken Salad, Full Size",560,,24,7,0,115,1020,52,7,40,38,569
Wendy’s,"Apple Pecan Chicken Salad, Half Size",340,,17,4,0,55,550,29,4,22,20,346
Wendy’s,"Berry Burst Chicken Salad, Full Size",460,,17,4.5,0,105,1090,41,7,29,41,453
Wendy’s,"Berry Burst Chicken Salad, Half Size",290,,13,2.5,0,50,570,23,5,15,23,285
Wendy’s,Caesar Side Salad,240,,15,4,0,30,500,19,3,4,8,240
Wendy’s,Garden Side Salad,250,,18,4,0,20,460,18,2,4,7,251
Wendy’s,"Southwest Avocado Chicken Salad, Full Size",600,,41,11,0,135,1220,18,7,7,42,576
Wendy’s,"Southwest Avocado Chicken Salad, Half Size",300,,20,6,0,70,620,10,4,4,21,289
Wendy’s,"Spicy Caesar Chicken Salad, Full Size",720,,42,12,1,150,1680,44,8,6,42,696
Wendy’s,"Spicy Caesar Chicken Salad, Half Size",410,,23,6,0.5,75,930,30,5,4,23,397
Wendy’s,"Taco Salad, Full Size",660,,32,13,1,85,1820,63,10,18,32,659
Wendy’s,"Taco Salad, Half Size",470,,23,8,0.5,45,1320,49,7,12,19,471
Wendy’s,Apple Bites,35,,0,0,0,0,0,9,2,7,0,42
Wendy’s,Baconator Fries,490,,28,9,0,35,550,45,4,2,14,487
Wendy’s,Bacon Cheese Baked Potato,440,,14,6,0,35,550,64,7,4,17,433
Wendy’s,Cheese Baked Potato,430,,13,7,0,30,560,65,7,5,14,428
Wendy’s,Chili & Cheese Baked Potato,460,,11,5,0,35,710,71,8,7,19,453
Wendy’s,"Chili, Large",250,,7,3,0.5,50,1170,23,5,9,23,239
Wendy’s,"Chili, Small",170,,5,2,0,35,780,16,4,6,15,163
Wendy’s,Chili Cheese Fries,500,,25,8,0.5,35,710,53,6,4,16,496
Wendy’s,"Natural-Cut Fries, Junior",230,,10,2,0,0,15,30,3,0,3,229
Wendy’s,"Natural-Cut Fries, Large",530,,24,4.5,0,0,520,70,6,0,7,528
Wendy’s,"Natural-Cut Fries, Medium",420,,19,3.5,0,0,420,56,5,0,6,418
Wendy’s,"Natural-Cut Fries, Small",320,,15,2.5,0,0,320,43,4,0,5,318
Wendy’s,Plain Baked Potato,270,,0,0,0,0,25,61,7,3,7,266
Wendy’s,Sour Cream and Chive Baked Potato,310,,2.5,2.5,0,10,35,63,7,4,8,309
Wendy’s,Summer Berry Burst Fruit Cup,20,,0,0,0,0,0,5,1,3,0,23
Wendy’s,1% Chocolate Milk,150,,2.5,1.5,0,10,170,26,0,23,7,168
Wendy’s,1% White Milk,90,,2,1.5,0,10,105,10,0,10,7,95
Wendy’s,"All-Natural Lemonade, Large",380,,0,0,0,0,0,100,0,93,0,473
Wendy’s,"All-Natural Lemonade, Medium",330,,0,0,0,0,0,86,0,81,0,411
Wendy’s,"All-Natural Lemonade, Small",190,,0,0,0,0,0,50,0,47,0,237
Wendy’s,"Apple Kiwi Fruit Tea, Large",330,,0,0,0,0,60,83,0,80,0,410
Wendy’s,"Apple Kiwi Fruit Tea, Medium",300,,0,0,0,0,50,76,0,73,0,373
Wendy’s,"Apple Kiwi Fruit Tea, Small",170,,0,0,0,0,30,44,0,42,0,212
Wendy’s,"Barq’s Root Beer, Large",450,,0,0,0,0,180,122,0,122,0,572
Wendy’s,"Barq’s Root Beer, Medium",360,,0,0,0,0,150,98,0,98,0,458
Wendy’s,"Barq’s Root Beer, Small",220,,0,0,0,0,90,61,0,61,0,281
Wendy’s,"Brewed Unsweetened Iced Tea, Large",5,,0,0,0,0,25,2,0,0,0,5
Wendy’s,"Brewed Unsweetened Iced Tea, Medium",0,,0,0,0,0,15,1,0,0,0,0
Wendy’s,"Brewed Unsweetened Iced Tea, Small",0,,0,0,0,0,10,1,0,0,0,0
Wendy’s,"Caramel Iced Coffee, Medium",240,,8,5,0,25,45,40,0,36,3,278
Wendy’s,"Caramel Iced Coffee, Small",160,,6,3.5,0,20,30,26,0,24,2,186
Wendy’s,"Coca-Cola, Large",400,,0,0,0,0,90,109,0,109,0,509
Wendy’s,"Coca-Cola, Medium",320,,0,0,0,0,70,87,0,87,0,407
