"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"73","2012","5","Karnataka","Bellary","85611.0","60.7","194.63","151.82","36507.0","25.9","82.99","64.74","18846.0","13.4","42.84","33.42","140964.0","320.47","249.98"
"73","2013","5","Karnataka","Bellary","91046.0","61.2","223.14","174.69","39243.0","26.4","96.18","75.29","18521.0","12.4","45.39","35.54","148810.0","364.7","285.51"
"73","2014","5","Karnataka","Bellary","103501.0","60.0","244.62","188.59","45302.0","26.2","107.07","82.54","23837.0","13.8","56.34","43.43","172640.0","408.03","314.57"
"73","2015","5","Karnataka","Bellary","84680.0","58.2","192.16","153.34","43675.0","30.0","99.11","79.09","17130.0","11.8","38.87","31.02","145485.0","330.15","263.45"
"73","2016","5","Karnataka","Bellary","69683.0","56.5","179.53","161.18","39677.0","32.2","102.22","91.78","13969.0","11.3","35.99","32.31","123329.0","317.75","285.27"
"73","2017","5","Karnataka","Bellary","70669.0","58.1","169.43","139.03","37463.0","30.8","89.82","73.7","13491.0","11.1","32.35","26.54","121623.0","291.59","239.28"
"74","2000","5","Karnataka","Dharwad","20592.0","47.1","62.21","41.02","17032.0","39.0","51.46","33.93","6051.0","13.9","18.28","12.05","43675.0","131.95","87.0"
"74","2001","5","Karnataka","Dharwad","15302.0","45.3","46.17","31.86","13807.0","40.8","41.66","28.75","4701.0","13.9","14.19","9.79","33810.0","102.02","70.4"
"74","2002","5","Karnataka","Dharwad","13262.0","46.8","39.83","26.92","11500.0","40.6","34.54","23.34","3563.0","12.6","10.7","7.23","28325.0","85.06","57.5"
"74","2003","5","Karnataka","Dharwad","8289.0","50.4","25.75","17.54","5571.0","33.9","17.3","11.79","2588.0","15.7","8.04","5.48","16448.0","51.09","34.81"
"74","2004","5","Karnataka","Dharwad","15640.0","50.0","46.92","29.88","10623.0","34.0","31.87","20.29","5002.0","16.0","15.01","9.56","31265.0","93.8","59.73"
"74","2005","5","Karnataka","Dharwad","19720.0","45.4","60.57","38.79","15918.0","36.7","48.9","31.31","7767.0","17.9","23.86","15.28","43405.0","133.33","85.39"
"74","2006","5","Karnataka","Dharwad","23384.0","46.7","75.88","46.32","18852.0","37.7","61.18","37.34","7793.0","15.6","25.29","15.44","50029.0","162.35","99.1"
"74","2007","5","Karnataka","Dharwad","27423.0","50.4","86.1","51.89","16709.0","30.7","52.46","31.61","10261.0","18.9","32.22","19.41","54393.0","170.78","102.92"
"74","2008","5","Karnataka","Dharwad","22896.0","46.2","77.23","45.89","17397.0","35.1","58.68","34.87","9227.0","18.6","31.12","18.5","49520.0","167.03","99.26"
"74","2009","5","Karnataka","Dharwad","22212.0","40.6","66.71","40.14","20905.0","38.3","62.79","37.78","11528.0","21.1","34.62","20.83","54645.0","164.12","98.76"
"74","2010","5","Karnataka","Dharwad","22134.0","44.4","71.21","43.23","18659.0","37.5","60.03","36.44","9016.0","18.1","29.01","17.61","49809.0","160.25","97.28"
"74","2011","5","Karnataka","Dharwad","31858.0","49.2","110.37","66.78","24648.0","38.1","85.39","51.67","8247.0","12.7","28.57","17.29","64753.0","224.34","135.74"
"74","2012","5","Karnataka","Dharwad","18005.0","49.4","69.61","47.43","11408.0","31.3","44.11","30.05","7056.0","19.3","27.28","18.59","36469.0","141.0","96.07"
"74","2013","5","Karnataka","Dharwad","21597.0","55.3","74.57","46.4","10909.0","27.9","37.67","23.44","6563.0","16.8","22.66","14.1","39069.0","134.9","83.95"
"74","2014","5","Karnataka","Dharwad","25165.0","52.5","75.63","54.3","14435.0","30.1","43.38","31.15","8376.0","17.5","25.17","18.07","47976.0","144.19","103.52"
"74","2015","5","Karnataka","Dharwad","27356.0","56.6","79.85","52.67","16089.0","33.3","46.96","30.98","4854.0","10.0","14.17","9.35","48299.0","140.99","93.0"
"74","2016","5","Karnataka","Dharwad","20740.0","55.5","62.36","42.48","13288.0","35.5","39.96","27.21","3353.0","9.0","10.08","6.87","37381.0","112.4","76.56"
"74","2017","5","Karnataka","Dharwad","15657.0","56.0","51.04","35.29","8636.0","30.9","28.15","19.46","3652.0","13.1","11.91","8.23","27945.0","91.1","62.98"
"75","2000","5","Karnataka","Belgaum","76410.0","62.4","87.03","72.84","27675.0","22.6","31.52","26.38","18337.0","15.0","20.88","17.48","122422.0","139.43","116.7"
"75","2001","5","Karnataka","Belgaum","68090.0","59.4","93.47","78.26","27623.0","24.1","37.92","31.75","18859.0","16.5","25.89","21.67","114572.0","157.28","131.68"
"75","2002","5","Karnataka","Belgaum","63617.0","63.6","85.17","69.43","19761.0","19.7","26.46","21.57","16680.0","16.7","22.33","18.21","100058.0","133.96","109.21"
"75","2003","5","Karnataka","Belgaum","44646.0","61.3","61.71","49.98","14545.0","20.0","20.1","16.28","13595.0","18.7","18.79","15.22","72786.0","100.61","81.48"
"75","2004","5","Karnataka","Belgaum","63961.0","57.4","76.21","57.97","26041.0","23.3","31.03","23.6","21525.0","19.3","25.65","19.51","111527.0","132.89","101.08"
"75","2005","5","Karnataka","Belgaum","70219.0","54.2","87.87","66.18","29547.0","22.8","36.98","27.85","29821.0","23.0","37.32","28.11","129587.0","162.17","122.13"
"75","2006","5","Karnataka","Belgaum","76241.0","52.4","90.56","71.04","37142.0","25.5","44.12","34.61","32020.0","22.0","38.03","29.84","145403.0","172.7","135.48"
"75","2007","5","Karnataka","Belgaum","79642.0","55.8","95.61","75.71","29910.0","20.9","35.91","28.43","33296.0","23.3","39.97","31.65","142848.0","171.48","135.79"
"75","2008","5","Karnataka","Belgaum","88002.0","43.9","110.24","87.19","56443.0","28.1","70.7","55.92","56100.0","28.0","70.28","55.58","200545.0","251.22","198.7"
"75","2009","5","Karnataka","Belgaum","99266.0","46.0","117.16","89.49","58084.0","26.9","68.56","52.37","58403.0","27.1","68.93","52.65","215753.0","254.65","194.51"
"75","2010","5","Karnataka","Belgaum","101487.0","47.8","121.12","92.29","64120.0","30.2","76.53","58.31","46713.0","22.0","55.75","42.48","212320.0","253.4","193.08"
"75","2011","5","Karnataka","Belgaum","101386.0","50.9","132.26","100.26","62121.0","31.2","81.04","61.43","35744.0","17.9","46.63","35.35","199251.0","259.92","197.03"
"75","2012","5","Karnataka","Belgaum","86336.0","58.7","132.81","96.35","32350.0","22.0","49.76","36.1","28451.0","19.3","43.77","31.75","147137.0","226.34","164.2"
"75","2013","5","Karnataka","Belgaum","92843.0","56.6","141.54","95.94","41720.0","25.4","63.6","43.11","29590.0","18.0","45.11","30.58","164153.0","250.25","169.63"
"75","2014","5","Karnataka","Belgaum","92481.0","55.2","127.54","90.23","38556.0","23.0","53.17","37.62","36446.0","21.8","50.26","35.56","167483.0","230.98","163.41"
"75","2015","5","Karnataka","Belgaum","92785.0","57.0","117.46","90.85","44583.0","27.4","56.44","43.65","25303.0","15.6","32.03","24.78","162671.0","205.93","159.28"
"75","2016","5","Karnataka","Belgaum","100099.0","55.6","121.48","96.31","45042.0","25.0","54.66","43.34","34851.0","19.4","42.29","33.53","179992.0","218.44","173.17"
"75","2017","5","Karnataka","Belgaum","92878.0","56.2","121.53","92.16","39229.0","23.7","51.33","38.92","33264.0","20.1","43.52","33.01","165371.0","216.38","164.09"
"76","2000","5","Karnataka","Bijapur","17393.0","57.2","23.22","20.15","9543.0","31.4","12.74","11.06","3449.0","11.4","4.6","4.0","30385.0","40.57","35.21"
"76","2001","5","Karnataka","Bijapur","18315.0","58.2","27.06","24.16","9935.0","31.6","14.68","13.11","3225.0","10.2","4.76","4.25","31475.0","46.5","41.53"
"76","2002","5","Karnataka","Bijapur","19821.0","59.5","25.04","21.7","10004.0","30.1","12.64","10.95","3463.0","10.4","4.38","3.79","33288.0","42.06","36.44"
"76","2003","5","Karnataka","Bijapur","16094.0","54.9","22.44","20.43","9856.0","33.6","13.74","12.51","3379.0","11.5","4.71","4.29","29329.0","40.89","37.24"
"76","2004","5","Karnataka","Bijapur","21525.0","51.8","25.55","21.03","14803.0","35.6","17.57","14.46","5249.0","12.6","6.23","5.13","41577.0","49.34","40.62"
"76","2005","5","Karnataka","Bijapur","20499.0","49.9","24.42","19.92","13470.0","32.8","16.05","13.09","7142.0","17.4","8.51","6.94","41111.0","48.97","39.96"
"76","2006","5","Karnataka","Bijapur","27611.0","53.4","31.64","25.92","17167.0","33.2","19.67","16.12","6922.0","13.4","7.93","6.5","51700.0","59.25","48.53"
"76","2007","5","Karnataka","Bijapur","28368.0","54.3","32.27","26.74","16938.0","32.4","19.27","15.97","6936.0","13.3","7.89","6.54","52242.0","59.42","49.25"
"76","2008","5","Karnataka","Bijapur","28559.0","48.9","38.28","33.62","20439.0","35.0","27.4","24.06","9399.0","16.1","12.6","11.06","58397.0","78.28","68.74"
"76","2009","5","Karnataka","Bijapur","35366.0","51.4","40.59","33.96","23286.0","33.8","26.73","22.36","10204.0","14.8","11.71","9.8","68856.0","79.04","66.12"
"76","2010","5","Karnataka","Bijapur","34261.0","48.2","39.05","33.01","25801.0","36.3","29.41","24.86","10961.0","15.4","12.49","10.56","71023.0","80.95","68.43"
"76","2011","5","Karnataka","Bijapur","36870.0","49.2","49.24","43.67","29349.0","39.2","39.19","34.77","8672.0","11.6","11.58","10.27","74891.0","100.01","88.71"
"76","2012","5","Karnataka","Bijapur","31890.0","56.2","38.13","34.17","16273.0","28.7","19.46","17.43","8620.0","15.2","10.31","9.24","56783.0","67.89","60.84"
"76","2013","5","Karnataka","Bijapur","34669.0","55.7","40.99","36.52","18514.0","29.8","21.89","19.51","9013.0","14.5","10.66","9.5","62196.0","73.53","65.53"
"76","2014","5","Karnataka","Bijapur","32626.0","51.7","39.3","35.66","19292.0","30.6","23.24","21.09","11130.0","17.7","13.41","12.17","63048.0","75.95","68.91"
"76","2015","5","Karnataka","Bijapur","35433.0","57.9","39.25","36.58","20302.0","33.2","22.49","20.96","5411.0","8.8","5.99","5.59","61146.0","67.73","63.12"
"76","2016","5","Karnataka","Bijapur","29057.0","53.6","32.63","30.31","18614.0","34.3","20.91","19.42","6557.0","12.1","7.36","6.84","54229.0","60.9","56.56"
"76","2017","5","Karnataka","Bijapur","27846.0","53.8","31.27","28.76","16532.0","32.0","18.57","17.08","7361.0","14.2","8.27","7.6","51739.0","58.11","53.44"
"77","2000","5","Karnataka","Bidar","11238.0","57.7","30.13","24.86","5840.0","30.0","15.66","12.92","2383.0","12.2","6.39","5.27","19461.0","52.17","43.06"
"77","2001","5","Karnataka","Bidar","11286.0","45.8","30.32","25.04","11342.0","46.1","30.47","25.16","1998.0","8.1","5.37","4.43","24626.0","66.16","54.63"
"77","2002","5","Karnataka","Bidar","9614.0","50.0","25.67","21.24","7931.0","41.2","21.18","17.52","1684.0","8.8","4.5","3.72","19229.0","51.35","42.48"
"77","2003","5","Karnataka","Bidar","5031.0","53.3","13.6","11.07","3331.0","35.3","9.0","7.33","1085.0","11.5","2.93","2.39","9447.0","25.53","20.79"
"77","2004","5","Karnataka","Bidar","8477.0","47.3","23.21","19.03","7937.0","44.2","21.73","17.81","1524.0","8.5","4.17","3.42","17938.0","49.11","40.26"
"77","2005","5","Karnataka","Bidar","10207.0","50.0","28.81","23.23","7596.0","37.2","21.44","17.29","2629.0","12.9","7.42","5.98","20432.0","57.67","46.49"
"77","2006","5","Karnataka","Bidar","11137.0","51.0","31.3","25.52","8668.0","39.7","24.36","19.86","2023.0","9.3","5.69","4.64","21828.0","61.35","50.02"
"77","2007","5","Karnataka","Bidar","9022.0","46.7","27.32","21.94","8094.0","41.9","24.51","19.68","2197.0","11.4","6.65","5.34","19313.0","58.48","46.97"
"77","2008","5","Karnataka","Bidar","13348.0","41.2","39.25","33.35","15504.0","47.8","45.59","38.74","3565.0","11.0","10.48","8.91","32417.0","95.32","81.01"
"77","2009","5","Karnataka","Bidar","12529.0","41.2","36.76","31.23","13071.0","43.0","38.35","32.59","4782.0","15.7","14.03","11.92","30382.0","89.15","75.74"
"77","2010","5","Karnataka","Bidar","15799.0","44.2","43.8","37.26","16214.0","45.4","44.95","38.24","3717.0","10.4","10.3","8.77","35730.0","99.05","84.27"
"77","2011","5","Karnataka","Bidar","18440.0","41.8","52.57","44.36","21223.0","48.1","60.5","51.05","4463.0","10.1","12.72","10.74","44126.0","125.79","106.15"
"77","2012","5","Karnataka","Bidar","14379.0","47.7","41.36","33.1","11800.0","39.2","33.95","27.17","3936.0","13.1","11.32","9.06","30115.0","86.63","69.33"
"77","2013","5","Karnataka","Bidar","14962.0","65.3","42.79","33.22","5995.0","26.2","17.15","13.31","1961.0","8.6","5.61","4.35","22918.0","65.54","50.89"
"77","2014","5","Karnataka","Bidar","15892.0","48.9","50.86","43.22","12933.0","39.8","41.39","35.17","3701.0","11.4","11.85","10.07","32526.0","104.1","88.46"
"77","2015","5","Karnataka","Bidar","13481.0","48.5","41.93","33.9","12312.0","44.3","38.29","30.96","1988.0","7.2","6.18","5.0","27781.0","86.4","69.85"
"77","2016","5","Karnataka","Bidar","11858.0","48.1","30.91","24.51","11012.0","44.7","28.71","22.76","1788.0","7.3","4.66","3.7","24658.0","64.28","50.98"
"77","2017","5","Karnataka","Bidar","10275.0","48.6","28.14","22.75","8497.0","40.2","23.27","18.81","2388.0","11.3","6.54","5.29","21160.0","57.94","46.84"
"78","2000","5","Karnataka","Raichur","68512.0","58.5","118.53","101.5","32749.0","28.0","56.66","48.52","15842.0","13.5","27.41","23.47","117103.0","202.6","173.49"
"78","2001","5","Karnataka","Raichur","64840.0","59.4","124.19","106.93","29822.0","27.3","57.12","49.18","14441.0","13.2","27.66","23.82","109103.0","208.97","179.93"
"78","2002","5","Karnataka","Raichur","48724.0","61.0","87.52","80.08","21481.0","26.9","38.59","35.31","9610.0","12.0","17.26","15.79","79815.0","143.37","131.18"
"78","2003","5","Karnataka","Raichur","47204.0","58.5","81.29","75.04","21810.0","27.0","37.56","34.67","11639.0","14.4","20.04","18.5","80653.0","138.89","128.22"
"78","2004","5","Karnataka","Raichur","59250.0","55.6","101.91","88.68","30431.0","28.6","52.34","45.55","16809.0","15.8","28.91","25.16","106490.0","183.16","159.39"
"78","2005","5","Karnataka","Raichur","68337.0","53.3","113.19","92.66","38688.0","30.2","64.08","52.46","21240.0","16.6","35.18","28.8","128265.0","212.45","173.92"
"78","2006","5","Karnataka","Raichur","56441.0","55.0","100.76","81.19","32014.0","31.2","57.15","46.05","14172.0","13.8","25.3","20.39","102627.0","183.21","147.64"
"78","2007","5","Karnataka","Raichur","69643.0","57.0","121.0","96.39","31219.0","25.6","54.24","43.21","21249.0","17.4","36.92","29.41","122111.0","212.16","169.01"
"78","2008","5","Karnataka","Raichur","72018.0","52.8","140.92","110.55","40814.0","29.9","79.86","62.65","23598.0","17.3","46.17","36.22","136430.0","266.95","209.42"
"78","2009","5","Karnataka","Raichur","83311.0","52.7","162.18","122.53","47442.0","30.0","92.36","69.78","27365.0","17.3","53.27","40.25","158118.0","307.81","232.56"
"78","2010","5","Karnataka","Raichur","98531.0","51.6","193.16","148.69","64785.0","33.9","127.0","97.77","27539.0","14.4","53.99","41.56","190855.0","374.14","288.02"
"78","2011","5","Karnataka","Raichur","98409.0","52.6","214.84","181.85","66121.0","35.4","144.35","122.19","22445.0","12.0","49.0","41.48","186975.0","408.19","345.52"
"78","2012","5","Karnataka","Raichur","88337.0","63.2","166.7","139.3","36570.0","26.2","69.01","57.67","14909.0","10.7","28.13","23.51","139816.0","263.84","220.48"
"78","2013","5","Karnataka","Raichur","87750.0","60.1","166.63","129.25","39731.0","27.2","75.45","58.52","18540.0","12.7","35.21","27.31","146021.0","277.28","215.08"
"78","2014","5","Karnataka","Raichur","98336.0","57.1","207.03","173.82","48873.0","28.4","102.89","86.39","25001.0","14.5","52.63","44.19","172210.0","362.56","304.39"
"78","2015","5","Karnataka","Raichur","81970.0","57.5","173.36","145.83","44524.0","31.2","94.17","79.21","15997.0","11.2","33.83","28.46","142491.0","301.36","253.49"
"78","2016","5","Karnataka","Raichur","66488.0","56.7","145.46","114.77","39289.0","33.5","85.95","67.82","11459.0","9.8","25.07","19.78","117236.0","256.48","202.37"
"78","2017","5","Karnataka","Raichur","80329.0","57.7","187.06","159.02","44811.0","32.2","104.35","88.71","14098.0","10.1","32.83","27.91","139238.0","324.23","275.63"
"79","2000","5","Karnataka","Gulbarga","27825.0","47.6","24.17","20.33","25909.0","44.3","22.51","18.93","4720.0","8.1","4.1","3.45","58454.0","50.79","42.7"
"79","2001","5","Karnataka","Gulbarga","30215.0","47.5","25.85","22.54","28593.0","45.0","24.47","21.33","4801.0","7.5","4.11","3.58","63609.0","54.43","47.45"
"79","2002","5","Karnataka","Gulbarga","31819.0","51.7","27.1","23.42","24394.0","39.6","20.78","17.96","5338.0","8.7","4.55","3.93","61551.0","52.42","45.31"
"79","2003","5","Karnataka","Gulbarga","35920.0","52.3","30.77","25.51","24565.0","35.8","21.04","17.44","8170.0","11.9","7.0","5.8","68655.0","58.81","48.75"
"79","2004","5","Karnataka","Gulbarga","42995.0","50.6","35.85","30.53","33098.0","38.9","27.6","23.5","8895.0","10.5","7.42","6.32","84988.0","70.87","60.35"
"79","2005","5","Karnataka","Gulbarga","44168.0","49.1","37.39","31.1","34608.0","38.4","29.3","24.37","11261.0","12.5","9.53","7.93","90037.0","76.23","63.4"
"79","2006","5","Karnataka","Gulbarga","48051.0","49.7","41.54","33.71","36575.0","37.8","31.62","25.66","12114.0","12.5","10.47","8.5","96740.0","83.63","67.86"
"79","2007","5","Karnataka","Gulbarga","46674.0","52.5","40.31","32.3","29153.0","32.8","25.18","20.18","13153.0","14.8","11.36","9.1","88980.0","76.85","61.58"
"79","2008","5","Karnataka","Gulbarga","54701.0","47.7","45.79","38.33","45136.0","39.3","37.78","31.63","14893.0","13.0","12.47","10.44","114730.0","96.03","80.39"
"79","2009","5","Karnataka","Gulbarga","65468.0","46.6","53.63","45.64","51561.0","36.7","42.24","35.94","23486.0","16.7","19.24","16.37","140515.0","115.11","97.95"
"79","2010","5","Karnataka","Gulbarga","66116.0","47.1","71.55","62.27","56727.0","40.4","61.39","53.43","17666.0","12.6","19.12","16.64","140509.0","152.07","132.34"
"79","2011","5","Karnataka","Gulbarga","41996.0","43.4","46.88","43.18","45425.0","46.9","50.71","46.71","9398.0","9.7","10.49","9.66","96819.0","108.08","99.56"
"79","2012","5","Karnataka","Gulbarga","28001.0","49.4","32.27","29.74","22720.0","40.1","26.18","24.13","5972.0","10.5","6.88","6.34","56693.0","65.34","60.21"
"79","2013","5","Karnataka","Gulbarga","23617.0","54.4","27.42","23.13","15478.0","35.7","17.97","15.16","4312.0","9.9","5.01","4.22","43407.0","50.4","42.51"
"79","2014","5","Karnataka","Gulbarga","27399.0","47.7","30.71","26.11","20918.0","36.4","23.44","19.94","9141.0","15.9","10.25","8.71","57458.0","64.4","54.76"
"79","2015","5","Karnataka","Gulbarga","29611.0","48.4","38.59","32.71","28044.0","45.9","36.55","30.98","3466.0","5.7","4.52","3.83","61121.0","79.65","67.52"
"79","2016","5","Karnataka","Gulbarga","25926.0","48.0","30.8","25.14","24196.0","44.8","28.75","23.46","3908.0","7.2","4.64","3.79","54030.0","64.19","52.39"
"79","2017","5","Karnataka","Gulbarga","19457.0","51.5","22.28","18.13","15020.0","39.8","17.2","14.0","3298.0","8.7","3.78","3.07","37775.0","43.26","35.21"
"80","2000","5","Karnataka","Dakshina Kannada","5311.0","37.7","39.63","32.78","3942.0","28.0","29.42","24.33","4831.0","34.3","36.05","29.82","14084.0","105.1","86.94"
"80","2001","5","Karnataka","Dakshina Kannada","4254.0","36.4","31.82","26.22","3352.0","28.7","25.07","20.66","4070.0","34.9","30.44","25.09","11676.0","87.33","71.97"
"80","2002","5","Karnataka","Dakshina Kannada","4679.0","34.0","34.85","28.92","4012.0","29.1","29.88","24.8","5079.0","36.9","37.83","31.39","13770.0","102.57","85.12"
"80","2003","5","Karnataka","Dakshina Kannada","5311.0","38.4","39.83","32.84","3389.0","24.5","25.41","20.95","5119.0","37.0","38.39","31.65","13819.0","103.63","85.44"
"80","2004","5","Karnataka","Dakshina Kannada","4750.0","32.9","36.14","29.43","3743.0","25.9","28.48","23.19","5944.0","41.2","45.22","36.82","14437.0","109.84","89.44"
"80","2005","5","Karnataka","Dakshina Kannada","5389.0","37.6","40.83","33.97","3422.0","23.9","25.93","21.57","5528.0","38.6","41.88","34.84","14339.0","108.64","90.38"
"80","2006","5","Karnataka","Dakshina Kannada","5974.0","33.0","45.51","37.46","3419.0","18.9","26.05","21.44","8723.0","48.2","66.45","54.7","18116.0","138.01","113.6"
"80","2007","5","Karnataka","Dakshina Kannada","5349.0","28.8","41.02","33.82","3023.0","16.3","23.18","19.11","10179.0","54.9","78.06","64.35","18551.0","142.26","117.28"
"80","2008","5","Karnataka","Dakshina Kannada","6727.0","39.8","51.32","42.59","3911.0","23.2","29.84","24.76","6246.0","37.0","47.65","39.55","16884.0","128.81","106.91"
"80","2009","5","Karnataka","Dakshina Kannada","7532.0","36.8","57.57","47.87","5481.0","26.8","41.89","34.84","7476.0","36.5","57.14","47.52","20489.0","156.61","130.23"
"80","2010","5","Karnataka","Dakshina Kannada","8451.0","44.7","64.63","53.77","4563.0","24.1","34.9","29.03","5893.0","31.2","45.07","37.49","18907.0","144.6","120.3"
"80","2011","5","Karnataka","Dakshina Kannada","7743.0","41.8","58.9","49.11","4061.0","21.9","30.89","25.75","6712.0","36.2","51.06","42.57","18516.0","140.86","117.43"
"80","2012","5","Karnataka","Dakshina Kannada","7549.0","48.0","58.08","48.1","3278.0","20.8","25.22","20.89","4908.0","31.2","37.76","31.27","15735.0","121.07","100.25"
"80","2013","5","Karnataka","Dakshina Kannada","6271.0","49.7","47.94","39.8","2467.0","19.5","18.86","15.66","3885.0","30.8","29.7","24.65","12623.0","96.51","80.11"
"80","2014","5","Karnataka","Dakshina Kannada","8205.0","43.6","57.62","48.96","4206.0","22.3","29.54","25.1","6416.0","34.1","45.06","38.28","18827.0","132.21","112.33"
"80","2015","5","Karnataka","Dakshina Kannada","7745.0","41.6","54.87","46.61","4391.0","23.6","31.11","26.43","6464.0","34.8","45.79","38.9","18600.0","131.77","111.94"
"80","2016","5","Karnataka","Dakshina Kannada","6905.0","37.1","47.56","43.49","4480.0","24.1","30.86","28.22","7203.0","38.8","49.61","45.37","18588.0","128.03","117.08"
"80","2017","5","Karnataka","Dakshina Kannada","7199.0","37.0","49.03","45.58","4838.0","24.8","32.95","30.63","7438.0","38.2","50.65","47.09","19475.0","132.63","123.3"
"81","2000","5","Karnataka","Uttara Kannada","4305.0","43.9","38.44","34.17","3160.0","32.2","28.21","25.08","2338.0","23.8","20.88","18.56","9803.0","87.53","77.8"
"81","2001","5","Karnataka","Uttara Kannada","3889.0","45.0","35.81","32.81","2969.0","34.4","27.34","25.05","1784.0","20.6","16.43","15.05","8642.0","79.57","72.92"
"81","2002","5","Karnataka","Uttara Kannada","3157.0","45.5","28.86","26.39","2068.0","29.8","18.9","17.29","1714.0","24.7","15.67","14.33","6939.0","63.43","58.01"
"81","2003","5","Karnataka","Uttara Kannada","3528.0","46.0","32.49","29.69","2407.0","31.4","22.17","20.26","1741.0","22.7","16.03","14.65","7676.0","70.69","64.6"
"81","2004","5","Karnataka","Uttara Kannada","4176.0","40.2","38.58","35.09","3416.0","32.9","31.56","28.71","2802.0","27.0","25.88","23.55","10394.0","96.02","87.34"
"81","2005","5","Karnataka","Uttara Kannada","5863.0","45.1","50.95","46.33","3798.0","29.2","33.0","30.01","3339.0","25.7","29.01","26.38","13000.0","112.96","102.73"
"81","2006","5","Karnataka","Uttara Kannada","6209.0","45.0","53.7","49.0","4314.0","31.2","37.31","34.04","3288.0","23.8","28.44","25.95","13811.0","119.45","108.99"
"81","2007","5","Karnataka","Uttara Kannada","5917.0","46.4","51.59","47.24","3558.0","27.9","31.02","28.4","3290.0","25.8","28.69","26.27","12765.0","111.3","101.91"
"81","2008","5","Karnataka","Uttara Kannada","8421.0","43.9","73.67","67.37","6621.0","34.5","57.93","52.97","4147.0","21.6","36.28","33.18","19189.0","167.88","153.51"
"81","2009","5","Karnataka","Uttara Kannada","8060.0","42.2","71.36","64.14","7088.0","37.1","62.75","56.41","3974.0","20.8","35.18","31.63","19122.0","169.3","152.17"
"81","2010","5","Karnataka","Uttara Kannada","7517.0","43.9","67.03","60.42","5084.0","29.7","45.33","40.86","4506.0","26.3","40.18","36.22","17107.0","152.54","137.49"
"81","2011","5","Karnataka","Uttara Kannada","7479.0","46.3","66.6","60.54","6159.0","38.2","54.84","49.86","2501.0","15.5","22.27","20.25","16139.0","143.71","130.65"
"81","2012","5","Karnataka","Uttara Kannada","6021.0","54.9","53.77","47.89","2789.0","25.4","24.91","22.18","2163.0","19.7","19.32","17.2","10973.0","98.0","87.27"
"81","2013","5","Karnataka","Uttara Kannada","7263.0","57.1","65.12","59.39","3245.0","25.5","29.09","26.54","2211.0","17.4","19.82","18.08","12719.0","114.03","104.01"
"81","2014","5","Karnataka","Uttara Kannada","8111.0","52.7","72.43","66.24","4327.0","28.1","38.64","35.34","2954.0","19.2","26.38","24.12","15392.0","137.45","125.7"
"81","2015","5","Karnataka","Uttara Kannada","10040.0","55.9","90.43","82.26","4547.0","25.3","40.96","37.26","3362.0","18.7","30.28","27.55","17949.0","161.67","147.06"
"81","2016","5","Karnataka","Uttara Kannada","8646.0","56.5","77.99","71.42","3819.0","24.9","34.45","31.55","2851.0","18.6","25.72","23.55","15316.0","138.15","126.51"
"81","2017","5","Karnataka","Uttara Kannada","8781.0","52.7","79.0","71.74","4050.0","24.3","36.44","33.09","3845.0","23.1","34.59","31.41","16676.0","150.04","136.23"
"82","2000","5","Karnataka","Kodagu","14425.0","40.6","98.13","97.47","8848.0","24.9","60.19","59.78","12250.0","34.5","83.33","82.77","35523.0","241.65","240.02"
"82","2001","5","Karnataka","Kodagu","9458.0","38.0","64.29","63.64","6213.0","25.0","42.23","41.8","9230.0","37.1","62.74","62.1","24901.0","169.27","167.55"
"82","2002","5","Karnataka","Kodagu","11548.0","40.5","78.64","78.27","6587.0","23.1","44.86","44.65","10368.0","36.4","70.61","70.27","28503.0","194.11","193.19"
"82","2003","5","Karnataka","Kodagu","10048.0","44.8","68.15","67.83","5508.0","24.6","37.36","37.18","6879.0","30.7","46.65","46.44","22435.0","152.15","151.45"
"82","2004","5","Karnataka","Kodagu","11497.0","37.4","75.5","75.08","7936.0","25.8","52.12","51.82","11303.0","36.8","74.23","73.81","30736.0","201.85","200.71"
"82","2005","5","Karnataka","Kodagu","13122.0","38.2","86.47","84.81","8776.0","25.5","57.83","56.72","12474.0","36.3","82.2","80.62","34372.0","226.5","222.16"
"82","2006","5","Karnataka","Kodagu","15991.0","44.2","101.97","98.15","9223.0","25.5","58.81","56.61","11001.0","30.4","70.15","67.52","36215.0","230.93","222.29"
"82","2007","5","Karnataka","Kodagu","15964.0","41.9","95.39","89.07","9860.0","25.9","58.92","55.01","12256.0","32.2","73.24","68.38","38080.0","227.55","212.46"
"82","2008","5","Karnataka","Kodagu","17791.0","42.1","107.8","99.68","10824.0","25.6","65.58","60.65","13677.0","32.3","82.87","76.63","42292.0","256.25","236.96"
