PetID,PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
837,Rabbit,Rabbit,158,Brown,Large,11.780082553877357,1,0,57,50,0,0
838,Dog,Labrador,172,Gray,Medium,1.5137016676722814,1,0,38,348,0,1
839,Bird,Parakeet,32,Brown,Large,21.39279375848912,1,1,62,293,0,0
840,Cat,Persian,179,Brown,Large,1.629302762990707,1,0,79,128,1,0
841,Bird,Parakeet,174,Orange,Small,19.304454263742063,1,0,89,487,0,0
842,Dog,Poodle,113,Brown,Small,5.744878173534097,1,0,70,391,0,0
843,Bird,Parakeet,120,Brown,Small,17.402502304693257,1,0,82,248,0,0
844,Cat,Siamese,149,White,Medium,15.6134777360374,1,0,65,101,1,1
845,Cat,Siamese,122,Gray,Medium,1.3918956268792946,1,1,62,336,1,0
846,Rabbit,Rabbit,32,White,Large,11.523108692858,1,0,56,82,1,0
847,Dog,Poodle,119,Brown,Medium,18.43164385449278,1,0,67,190,1,1
848,Bird,Parakeet,39,Orange,Large,25.609590005064614,0,0,17,416,0,0
849,Dog,Labrador,12,White,Medium,26.770621301259002,0,1,8,142,0,1
850,Rabbit,Rabbit,175,White,Medium,15.031649130963475,0,0,60,236,0,0
851,Dog,Poodle,18,Black,Medium,22.124252131683708,0,1,40,286,0,0
852,Rabbit,Rabbit,149,Brown,Small,10.177182719470272,0,0,81,276,1,0
853,Cat,Persian,141,Orange,Medium,10.923405767001066,1,0,89,386,0,1
854,Bird,Parakeet,149,White,Small,6.639442056287098,1,0,62,381,1,0
855,Bird,Parakeet,126,White,Small,17.296495189803938,1,0,41,449,0,0
856,Bird,Parakeet,136,Orange,Medium,10.122360376893592,0,0,12,290,0,0
857,Rabbit,Rabbit,46,Brown,Large,3.446755996716646,1,0,89,168,0,0
858,Cat,Persian,104,Black,Large,20.865176513232182,1,0,54,442,0,0
859,Rabbit,Rabbit,135,White,Large,21.524843020556546,1,0,89,143,0,0
860,Bird,Parakeet,151,Black,Medium,11.439780144592678,1,1,11,183,0,0
861,Bird,Parakeet,86,Gray,Large,3.224978584224661,0,1,60,44,0,0
862,Cat,Siamese,150,Brown,Small,13.362633804699351,0,0,68,242,0,0
863,Dog,Poodle,89,Gray,Large,13.82772828345625,1,0,78,314,0,0
864,Bird,Parakeet,22,Gray,Medium,20.391455662038897,0,0,46,433,0,1
865,Cat,Siamese,92,Gray,Large,10.14707534650182,1,0,38,468,0,0
866,Cat,Persian,29,Brown,Small,20.79537911365786,1,1,61,267,0,0
867,Cat,Persian,13,Brown,Medium,26.273167710964263,0,0,17,475,0,1
868,Dog,Poodle,2,Orange,Large,7.887095228503795,0,1,66,252,0,0
869,Cat,Siamese,29,Black,Medium,29.388667127477092,1,1,72,395,0,0
870,Cat,Siamese,27,Black,Medium,12.204675976967401,1,1,36,288,0,0
871,Rabbit,Rabbit,50,Orange,Medium,8.750501869264792,1,0,74,211,0,1
872,Dog,Labrador,95,Orange,Large,13.223824292798424,0,0,7,487,0,0
873,Rabbit,Rabbit,151,Gray,Medium,3.737526801211916,0,0,16,176,0,0
874,Dog,Labrador,88,Orange,Large,4.645471288851354,0,0,14,20,1,0
875,Bird,Parakeet,44,White,Small,13.018587362081611,0,0,80,315,0,0
876,Rabbit,Rabbit,22,Black,Large,23.110891136233903,1,0,25,51,0,1
877,Cat,Siamese,171,Orange,Small,27.109054947660237,0,0,4,437,1,0
878,Rabbit,Rabbit,165,White,Large,20.279721730771858,1,0,29,422,0,0
879,Rabbit,Rabbit,97,White,Medium,4.051367101906922,1,0,56,232,1,1
880,Cat,Siamese,3,White,Large,20.488573103235517,0,0,6,432,0,0
881,Bird,Parakeet,118,White,Medium,19.427409700386185,1,0,1,122,0,1
882,Bird,Parakeet,19,Gray,Small,24.367153630506607,1,0,39,361,1,1
883,Rabbit,Rabbit,23,White,Large,24.932211332913244,1,0,1,447,0,1
884,Rabbit,Rabbit,157,Gray,Medium,26.17788919759039,1,0,63,99,0,1
885,Rabbit,Rabbit,30,Gray,Small,13.009813922793853,1,0,57,213,0,0
886,Dog,Poodle,39,White,Small,21.238067465212183,1,0,67,409,0,0
887,Rabbit,Rabbit,108,Black,Large,8.779260408747012,1,0,65,326,0,0
888,Cat,Persian,111,White,Small,29.980752119521625,1,0,65,134,0,0
889,Bird,Parakeet,25,White,Medium,6.084692999928938,1,0,21,455,1,1
890,Dog,Golden Retriever,128,White,Small,1.2933185181642384,1,0,30,317,1,0
891,Bird,Parakeet,111,Black,Small,5.315452721027104,1,0,33,217,0,0
892,Rabbit,Rabbit,136,Brown,Medium,23.500296396779675,1,0,48,87,1,1
893,Cat,Siamese,106,Brown,Small,13.956726618738132,1,1,22,279,0,0
894,Cat,Siamese,144,Gray,Small,13.97750718650242,0,0,54,39,0,0
895,Cat,Siamese,72,Gray,Small,28.695664668738388,1,1,4,239,1,0
896,Cat,Siamese,129,Black,Small,27.669412332814154,1,0,87,331,1,0
897,Bird,Parakeet,108,Orange,Medium,10.024647396316267,1,0,55,430,1,1
898,Dog,Labrador,5,Brown,Small,7.062685734645118,1,0,44,135,0,1
899,Dog,Poodle,3,Gray,Medium,25.60598408807845,1,0,89,181,0,1
900,Cat,Siamese,132,Brown,Small,27.274553060286532,1,0,12,264,1,0
901,Bird,Parakeet,104,Black,Small,16.70631076115612,0,0,81,258,0,0
902,Cat,Persian,64,Black,Small,19.253287622395913,1,0,79,181,0,0
903,Cat,Persian,106,Orange,Small,8.450514256076508,1,0,74,20,0,0
904,Rabbit,Rabbit,98,Orange,Medium,24.223277951377213,1,0,52,350,1,1
905,Dog,Labrador,10,Black,Medium,19.33155042502167,1,1,76,431,0,1
906,Dog,Labrador,149,Gray,Medium,15.601891827641902,1,0,65,430,0,1
907,Rabbit,Rabbit,128,Brown,Large,2.743148126273479,0,0,65,471,0,0
908,Dog,Golden Retriever,46,White,Small,27.562113912823456,0,0,10,195,0,0
909,Rabbit,Rabbit,155,Orange,Small,18.848091191147773,1,0,18,211,1,0
910,Bird,Parakeet,66,White,Medium,6.588041746096071,0,1,47,446,0,0
911,Dog,Poodle,169,Gray,Large,18.58519739250853,1,0,66,15,0,0
912,Dog,Golden Retriever,112,Orange,Small,20.64643727295923,1,0,49,201,0,0
913,Bird,Parakeet,13,White,Medium,16.24733976381354,1,0,72,362,0,1
914,Rabbit,Rabbit,137,Gray,Small,21.824950400724653,0,0,22,217,0,0
915,Cat,Persian,164,Brown,Small,17.8621644899301,1,0,86,92,0,0
916,Bird,Parakeet,86,Gray,Medium,28.4853178789323,1,1,26,132,0,0
917,Dog,Poodle,90,Orange,Medium,2.557215279379898,1,0,9,138,0,1
918,Dog,Labrador,58,Black,Small,4.081125545617255,1,1,21,156,1,0
919,Cat,Persian,54,Brown,Small,6.036477471675855,0,1,63,492,1,0
920,Dog,Golden Retriever,12,White,Medium,21.01496104752563,1,0,6,334,0,1
921,Dog,Poodle,14,Orange,Small,19.722280309744452,1,0,14,69,0,1
922,Cat,Persian,121,Black,Small,26.869706946081127,1,0,33,303,1,0
923,Rabbit,Rabbit,162,Gray,Medium,22.25344613363305,1,0,71,14,0,1
924,Dog,Poodle,121,Black,Small,15.742309139373175,1,0,24,234,0,0
925,Cat,Persian,20,Orange,Small,29.763121981445277,0,1,73,211,1,0
926,Dog,Golden Retriever,75,Orange,Large,8.717130728909677,0,0,75,289,0,0
927,Rabbit,Rabbit,144,Black,Medium,25.162558133778166,1,0,87,59,0,1
928,Dog,Poodle,70,Gray,Large,13.376920793623661,1,0,51,251,0,0
929,Cat,Siamese,56,Black,Large,19.813319027396293,0,0,2,445,0,0
930,Bird,Parakeet,101,Orange,Large,22.090785643120586,1,1,15,1,1,0
931,Cat,Persian,132,Orange,Small,19.378868528519753,1,0,35,235,0,0
932,Cat,Siamese,111,White,Small,5.074711790149205,1,0,36,335,0,0
933,Rabbit,Rabbit,125,White,Large,13.84557931169005,1,0,39,18,1,0
934,Cat,Persian,132,Brown,Large,17.281712960060606,1,1,4,481,1,0
935,Bird,Parakeet,20,Orange,Large,25.622269016179306,1,0,64,48,0,1
936,Cat,Persian,138,White,Small,13.865726715158598,1,1,74,77,0,0
937,Bird,Parakeet,24,Black,Large,27.643671839323293,1,0,6,471,0,0
938,Cat,Persian,154,Gray,Large,13.77085246773111,1,0,57,27,1,0
939,Dog,Labrador,37,Black,Medium,16.914615918627337,0,0,30,47,0,1
940,Dog,Golden Retriever,54,Gray,Medium,24.09228480534123,0,0,74,95,0,0
941,Cat,Siamese,103,White,Small,17.908962848242165,1,0,67,164,0,0
942,Rabbit,Rabbit,149,Brown,Medium,28.846324099101913,1,0,15,457,0,1
943,Rabbit,Rabbit,38,Black,Medium,20.1497390849097,1,0,17,432,0,1
944,Rabbit,Rabbit,174,Black,Medium,16.15857416796043,1,0,18,364,0,1
945,Bird,Parakeet,4,Black,Small,1.68416706564308,1,0,19,175,0,1
946,Rabbit,Rabbit,57,Gray,Medium,12.998254029829566,1,0,76,72,0,1
947,Rabbit,Rabbit,173,White,Small,9.678204158544652,1,0,88,471,0,0
948,Rabbit,Rabbit,20,Black,Large,22.69506436873719,1,0,69,355,0,1
949,Cat,Siamese,17,Black,Medium,7.040052579452828,0,0,24,28,1,1
950,Rabbit,Rabbit,119,Brown,Small,6.951382531528083,1,0,48,443,1,0
951,Dog,Labrador,71,Brown,Medium,6.496052253883927,1,0,30,156,0,1
952,Dog,Golden Retriever,4,White,Large,4.642852781530841,1,1,15,313,0,0
953,Bird,Parakeet,14,White,Small,10.019203106455734,1,0,47,303,0,1
954,Dog,Golden Retriever,3,Orange,Small,26.691741318859325,1,0,44,278,0,1
955,Dog,Labrador,80,Brown,Small,23.472925696872693,1,1,27,282,0,0
956,Rabbit,Rabbit,55,Orange,Large,22.32228527289701,1,1,84,478,0,0
957,Cat,Siamese,132,Gray,Large,24.12276736384892,0,0,64,490,1,0
958,Rabbit,Rabbit,120,Orange,Large,8.813118790557578,1,1,41,6,0,0
959,Dog,Labrador,24,Black,Small,26.735809031822146,0,0,68,304,0,0
960,Rabbit,Rabbit,162,Orange,Large,4.981797879106527,1,0,5,181,0,0
961,Bird,Parakeet,158,White,Medium,10.754026074751875,0,0,53,108,1,0
962,Cat,Persian,82,Gray,Large,18.015695450052945,1,0,8,323,0,0
963,Dog,Golden Retriever,147,Black,Small,3.984247561918018,0,0,22,205,1,0
964,Cat,Siamese,159,Orange,Medium,22.173775445516323,0,1,7,233,0,0
965,Bird,Parakeet,60,Gray,Large,12.230135397900774,1,1,22,425,1,0
966,Dog,Poodle,147,Gray,Medium,23.747764302643603,1,0,46,457,1,1
967,Rabbit,Rabbit,49,Black,Medium,15.29399228195348,0,0,30,186,1,0
968,Dog,Poodle,63,Orange,Small,6.245361208334755,1,0,16,427,0,0
969,Cat,Persian,110,Gray,Medium,22.308092529304986,1,0,79,481,0,1
970,Cat,Persian,150,Gray,Medium,8.312174719329363,1,0,5,409,0,1
971,Bird,Parakeet,152,Brown,Small,15.233498736773242,0,0,67,406,1,0
972,Dog,Golden Retriever,109,Gray,Small,3.1904648055503206,1,1,23,328,0,0
973,Rabbit,Rabbit,76,Brown,Small,18.918132977949064,0,0,61,356,0,0
974,Cat,Siamese,30,Orange,Medium,20.30987522027204,1,0,74,7,0,1
975,Cat,Siamese,58,Orange,Medium,11.981552089210723,0,0,5,52,0,0
976,Bird,Parakeet,117,Orange,Medium,28.678260629311144,1,0,23,397,0,1
977,Dog,Labrador,159,White,Small,26.350898722979984,0,1,79,198,0,0
978,Dog,Labrador,100,Orange,Large,21.53028655645985,1,0,82,390,0,1
979,Dog,Poodle,19,Gray,Medium,21.695910160318537,1,0,25,136,0,1
980,Dog,Labrador,176,Black,Large,8.319649733322386,0,0,8,258,1,0
981,Rabbit,Rabbit,173,Brown,Small,20.04764170156502,0,0,21,333,1,0
982,Rabbit,Rabbit,94,White,Medium,6.74798169183007,1,0,2,400,1,1
983,Bird,Parakeet,113,Orange,Large,5.176093493674841,1,0,22,497,0,0
984,Dog,Golden Retriever,146,Orange,Medium,29.984568931874826,1,0,72,171,1,1
985,Rabbit,Rabbit,63,Black,Medium,19.04890201272205,1,0,87,85,0,1
986,Rabbit,Rabbit,116,Black,Medium,13.498648307058525,1,0,72,45,0,1
987,Cat,Siamese,113,White,Large,9.356771163634589,1,0,68,345,0,0
988,Bird,Parakeet,47,Brown,Small,18.513692866204593,0,0,64,185,0,0
989,Rabbit,Rabbit,57,Orange,Medium,2.4382117383824977,1,0,19,155,0,1
990,Rabbit,Rabbit,118,White,Small,3.7457487246390566,0,1,87,492,1,0
991,Bird,Parakeet,45,Gray,Small,1.952844234471494,1,0,82,397,0,0
992,Cat,Persian,161,Gray,Large,15.475925164617191,1,0,53,8,0,0
993,Dog,Labrador,145,White,Large,18.417592246428296,1,0,87,114,0,1
994,Bird,Parakeet,4,Orange,Small,2.811913079376805,1,0,52,153,0,1
995,Dog,Golden Retriever,148,White,Medium,21.91550955746858,1,0,47,129,0,1
996,Dog,Golden Retriever,47,Orange,Large,7.681457073922368,1,1,82,330,0,0
997,Dog,Poodle,143,Black,Medium,20.870842159326116,0,0,54,80,1,0
998,Dog,Labrador,47,White,Medium,29.475017061022122,1,0,44,383,0,1
999,Cat,Persian,78,Orange,Medium,21.042070231561684,1,0,7,289,0,1
1000,Rabbit,Rabbit,124,White,Small,26.612598534784645,1,1,1,146,1,0
1001,Dog,Poodle,75,White,Medium,28.497756695548954,0,0,63,294,1,0
1002,Dog,Golden Retriever,103,Orange,Small,15.115780402217151,0,0,39,465,1,0
1003,Bird,Parakeet,137,Orange,Small,21.367424403171498,0,1,19,268,0,0
1004,Dog,Labrador,90,Brown,Medium,25.70710835311941,0,0,31,132,0,1
1005,Dog,Golden Retriever,144,White,Medium,11.341658473357198,1,0,77,49,0,1
1006,Rabbit,Rabbit,69,Gray,Medium,8.580522180251451,1,0,24,22,1,1
1007,Dog,Golden Retriever,61,White,Medium,28.451358610571823,1,0,69,377,1,1
1008,Rabbit,Rabbit,138,White,Small,22.06280151069572,1,0,87,375,0,0
1009,Cat,Siamese,50,Orange,Medium,7.370781867898963,1,0,83,87,0,1
1010,Rabbit,Rabbit,3,White,Medium,14.02341838760729,0,0,65,412,1,1
1011,Rabbit,Rabbit,107,White,Small,24.097101316596472,1,1,33,111,0,0
1012,Bird,Parakeet,113,Gray,Large,16.86482673663482,1,1,59,110,0,0
1013,Cat,Siamese,94,Orange,Large,19.848610846810782,0,0,33,71,0,0
1014,Rabbit,Rabbit,118,White,Small,22.85927785930652,1,0,32,153,0,0
1015,Dog,Labrador,81,Black,Large,19.038266475460436,1,0,59,462,1,1
1016,Bird,Parakeet,109,Brown,Small,16.662300335743677,0,0,41,56,0,0
1017,Rabbit,Rabbit,51,Gray,Medium,22.73881424724543,0,0,12,256,0,0
1018,Dog,Golden Retriever,147,White,Medium,22.09932802753382,1,0,73,155,0,1
1019,Dog,Labrador,170,Black,Large,19.266299605312188,0,0,11,112,0,0
1020,Bird,Parakeet,35,White,Medium,11.433892988075959,1,0,19,317,0,1
1021,Rabbit,Rabbit,46,White,Large,12.768550673807876,0,0,54,46,0,0
1022,Dog,Golden Retriever,154,Orange,Large,29.142717917638826,1,0,57,237,0,0
1023,Dog,Labrador,69,Orange,Medium,4.259192036454249,1,0,42,333,0,1
1024,Cat,Persian,93,Orange,Medium,8.786642600332225,1,0,71,105,1,1
1025,Bird,Parakeet,64,Black,Large,15.279651016925735,1,0,31,481,0,0
1026,Cat,Siamese,165,White,Medium,25.26516089816979,0,0,52,186,0,0
1027,Cat,Siamese,49,Brown,Small,5.746594248162108,1,0,2,158,1,0
1028,Bird,Parakeet,149,Gray,Medium,9.031683925613686,1,0,83,197,0,1
1029,Bird,Parakeet,74,Orange,Medium,2.90814831606193,0,0,38,381,1,0
1030,Dog,Golden Retriever,5,Orange,Small,21.473572715473736,0,0,32,176,0,0
1031,Bird,Parakeet,100,White,Medium,7.9080736287928675,1,1,10,260,1,0
1032,Cat,Siamese,70,White,Medium,12.271567769457564,1,0,8,286,1,1
1033,Rabbit,Rabbit,90,Black,Large,13.867341963860367,1,0,75,292,0,0
1034,Dog,Poodle,4,Black,Medium,26.848104132587213,1,0,20,334,1,1
1035,Cat,Persian,126,Orange,Medium,12.928578419605866,1,1,20,142,1,0
1036,Dog,Labrador,39,White,Small,5.211525577542223,1,0,9,307,0,1
1037,Cat,Siamese,163,Brown,Large,16.205133211863508,1,0,72,490,0,0
1038,Cat,Siamese,129,Gray,Large,28.92578184481026,0,0,15,196,0,0
1039,Rabbit,Rabbit,24,White,Large,18.62288359047352,1,0,88,475,1,0
1040,Cat,Siamese,57,White,Medium,29.518229393356606,1,0,63,224,0,1
1041,Cat,Siamese,100,Black,Large,25.392111959227233,1,0,21,394,0,0
1042,Cat,Persian,70,Gray,Small,2.0430069301889713,1,1,5,42,0,0
1043,Dog,Labrador,41,Orange,Large,20.093588265934212,1,0,35,453,0,1
1044,Dog,Poodle,174,White,Small,9.316239449178626,1,1,85,150,0,0
1045,Bird,Parakeet,60,Orange,Large,17.22888881369699,0,0,68,295,0,0
1046,Rabbit,Rabbit,108,White,Large,9.101010537005571,0,1,48,62,1,0
1047,Rabbit,Rabbit,57,Orange,Small,11.117242081553421,1,0,80,129,0,0
1048,Dog,Labrador,31,Gray,Large,27.7718926408712,1,0,62,254,0,1
1049,Cat,Persian,84,Black,Large,6.992652361859454,0,1,35,462,0,0
1050,Dog,Golden Retriever,152,Gray,Large,26.349164422749084,1,1,70,342,0,0
1051,Bird,Parakeet,36,Brown,Medium,1.8832764340444075,0,0,21,213,0,0
1052,Dog,Labrador,158,Black,Small,3.6354196127198026,1,0,80,72,0,1
1053,Rabbit,Rabbit,152,Gray,Large,25.78557620014364,1,1,39,430,0,0
1054,Rabbit,Rabbit,108,Brown,Small,19.286124896366665,1,0,34,103,0,0
1055,Cat,Persian,106,White,Small,22.669848003146956,0,0,15,157,0,0
1056,Bird,Parakeet,158,White,Small,7.073112453833773,1,1,6,271,0,0
1057,Bird,Parakeet,86,Orange,Large,16.575420212113002,1,0,66,314,1,0
1058,Dog,Poodle,135,Black,Large,22.379357483567837,1,0,88,237,0,0
1059,Bird,Parakeet,163,White,Small,19.19210997329761,1,0,56,302,1,0
1060,Bird,Parakeet,14,Black,Medium,14.679264239845075,1,0,49,371,1,1
1061,Cat,Persian,120,White,Small,28.83372980669373,1,0,1,157,0,0
1062,Bird,Parakeet,138,Orange,Medium,20.608562670149915,0,1,65,108,1,0
1063,Bird,Parakeet,80,Gray,Small,27.3247732069959,1,0,28,8,0,0
1064,Cat,Siamese,144,Orange,Small,22.163344835636757,1,1,20,320,0,0
1065,Dog,Labrador,106,Brown,Small,22.328442329332812,1,1,48,58,0,0
1066,Cat,Persian,70,White,Large,3.3205298229727007,0,0,72,357,1,0
1067,Cat,Persian,44,Brown,Medium,11.424474033764364,0,0,65,191,0,0
1068,Rabbit,Rabbit,73,Brown,Medium,25.892712794870096,0,0,51,135,1,0
1069,Rabbit,Rabbit,45,Black,Small,7.745512002313922,1,0,43,250,0,0
1070,Rabbit,Rabbit,107,White,Large,4.349670118537519,1,0,49,378,1,0
1071,Dog,Golden Retriever,84,Brown,Large,10.457075642525009,1,0,25,435,0,0
1072,Dog,Golden Retriever,82,Gray,Medium,7.392698661885805,1,0,74,145,0,1
1073,Dog,Golden Retriever,107,Brown,Large,27.8333576490015,0,0,76,346,0,0
1074,Dog,Poodle,21,Gray,Medium,26.171032618061805,1,0,41,465,0,1
1075,Dog,Golden Retriever,178,Black,Medium,15.490813678204221,1,0,71,351,0,1
1076,Rabbit,Rabbit,161,Brown,Medium,2.7789723600321725,1,0,64,57,1,1
1077,Dog,Labrador,7,Orange,Large,21.72230803670153,1,0,61,176,0,1
1078,Rabbit,Rabbit,70,Black,Medium,19.078940208751675,1,0,12,287,1,1
1079,Dog,Poodle,127,Gray,Medium,29.146085451126382,1,0,81,244,0,1
1080,Dog,Poodle,143,Black,Small,17.209643967840933,0,0,69,47,1,0
1081,Cat,Persian,160,Brown,Medium,10.755417978684372,1,0,14,300,0,1
1082,Dog,Labrador,148,White,Medium,16.05162911377812,1,0,34,437,0,1
1083,Dog,Golden Retriever,143,White,Small,29.39863545073097,1,0,48,355,1,0
1084,Dog,Poodle,176,Gray,Small,21.194510543457884,0,0,61,99,0,0
1085,Dog,Golden Retriever,149,Gray,Large,20.487307999884482,0,0,81,212,0,0
1086,Rabbit,Rabbit,170,White,Medium,7.979766102050676,1,0,35,301,0,1
1087,Dog,Golden Retriever,154,Gray,Large,22.564473009257913,1,1,65,479,0,0
1088,Bird,Parakeet,120,Black,Large,22.75788305468138,1,0,59,414,0,0
1089,Rabbit,Rabbit,128,Orange,Small,10.201380529501254,0,1,36,164,1,0
1090,Dog,Poodle,142,Orange,Large,15.027701139330683,0,0,79,399,0,0
1091,Bird,Parakeet,57,Black,Medium,9.543496655273225,1,0,19,429,0,1
1092,Dog,Labrador,165,Orange,Small,8.502447039404313,1,0,42,125,0,1
1093,Cat,Siamese,58,Brown,Medium,1.7509860372350694,1,0,69,301,0,1
1094,Bird,Parakeet,21,Black,Medium,9.271140594946631,1,0,19,461,0,1
1095,Dog,Labrador,82,Gray,Small,17.06512854646997,1,0,39,120,1,1
1096,Cat,Persian,69,Black,Medium,1.0464344389218359,0,0,69,87,1,0
1097,Bird,Parakeet,131,White,Small,9.213353430480355,0,0,52,216,0,0
1098,Rabbit,Rabbit,87,Gray,Medium,26.560899637374252,1,0,12,60,1,1
1099,Bird,Parakeet,165,White,Small,18.215808968113464,1,0,83,301,0,0
1100,Dog,Golden Retriever,49,Gray,Large,18.628021898348432,0,0,47,178,1,0
1101,Rabbit,Rabbit,147,Orange,Medium,12.697564845764244,1,0,76,189,0,1
1102,Cat,Persian,115,Black,Small,20.61769216127992,1,1,36,162,0,0
1103,Rabbit,Rabbit,89,Brown,Medium,6.508050220680415,0,0,63,80,0,0
1104,Rabbit,Rabbit,85,Gray,Medium,24.743657501141556,0,0,76,493,0,0
1105,Cat,Persian,128,Gray,Medium,4.383984478141095,0,0,82,169,0,0
1106,Rabbit,Rabbit,140,White,Small,20.02403928494017,1,1,51,300,0,0
1107,Rabbit,Rabbit,169,Orange,Large,10.893330448770808,0,0,43,373,0,0
1108,Dog,Poodle,161,White,Large,22.677876146891826,1,0,34,195,0,0
1109,Rabbit,Rabbit,178,White,Large,16.94317198671458,1,0,49,202,0,0
1110,Rabbit,Rabbit,117,Orange,Small,14.11823811588277,0,0,18,46,0,0
1111,Cat,Persian,127,Brown,Large,5.913249660704163,0,0,61,462,0,0
1112,Cat,Persian,71,White,Small,19.467822464246233,0,0,57,157,0,0
1113,Cat,Persian,86,White,Medium,29.268325459191978,1,1,5,407,0,0
1114,Rabbit,Rabbit,33,Gray,Medium,24.942499322303433,0,0,89,193,1,0
1115,Dog,Labrador,81,Orange,Large,2.740237585081342,0,0,24,426,1,0
1116,Rabbit,Rabbit,152,Black,Small,11.910651972474541,1,0,64,417,0,0
1117,Rabbit,Rabbit,61,Brown,Medium,27.841907266517882,0,0,59,278,0,0
1118,Bird,Parakeet,61,Brown,Small,15.588268679153622,1,0,38,316,0,0
1119,Cat,Siamese,98,Orange,Small,20.201242948437198,1,0,33,478,1,0
1120,Dog,Labrador,28,Gray,Medium,27.46538102215032,1,0,10,420,0,1
1121,Dog,Labrador,43,Gray,Small,26.34004602217654,1,0,37,268,0,1
1122,Rabbit,Rabbit,169,Orange,Medium,15.552790890674817,0,0,87,480,0,0
1123,Dog,Labrador,167,Gray,Medium,13.69174277707046,1,0,11,198,0,1
1124,Dog,Poodle,86,Brown,Medium,10.851085935908026,1,0,24,223,0,1
1125,Bird,Parakeet,177,Brown,Small,21.851563851723842,1,0,88,262,0,0
1126,Dog,Poodle,17,Black,Medium,9.322617184674755,0,1,71,425,0,0
1127,Cat,Siamese,98,Orange,Small,8.246740586496104,1,0,21,165,0,0
1128,Rabbit,Rabbit,98,White,Medium,11.331246943509623,0,0,20,179,0,0
1129,Dog,Golden Retriever,65,White,Medium,6.139236649484968,1,1,10,427,0,0
1130,Dog,Poodle,74,Black,Large,21.158474662427253,1,0,89,191,0,0
1131,Cat,Persian,85,Black,Large,18.870978830587756,0,1,47,396,1,0
1132,Cat,Persian,5,Gray,Large,15.003477489359463,1,0,47,215,0,1
1133,Bird,Parakeet,2,Black,Small,12.319447598585086,1,0,15,283,0,1
1134,Dog,Labrador,22,Black,Small,27.362813744005212,1,0,44,351,0,1
1135,Bird,Parakeet,112,White,Medium,1.8445897646840532,1,1,62,106,0,0
1136,Rabbit,Rabbit,57,Gray,Medium,23.304124561711674,1,0,6,465,0,1
1137,Dog,Poodle,66,Black,Medium,27.155377580717772,1,1,66,97,0,0
1138,Dog,Poodle,74,Black,Medium,13.944282803467853,0,0,76,367,0,0
1139,Rabbit,Rabbit,98,Gray,Small,16.970024252648756,1,1,4,481,0,0
1140,Bird,Parakeet,144,Orange,Medium,28.3894469485791,0,0,23,498,0,0
1141,Dog,Golden Retriever,112,Gray,Medium,7.156047943279918,1,0,13,229,0,1
1142,Dog,Poodle,179,White,Large,16.08391058575586,1,1,81,256,0,0
1143,Bird,Parakeet,125,Orange,Medium,14.766912686718173,1,1,31,42,0,0
1144,Dog,Poodle,167,Brown,Medium,8.493386788240732,1,0,16,241,0,1
1145,Bird,Parakeet,86,Gray,Medium,24.73920368082013,1,0,41,41,0,1
1146,Bird,Parakeet,76,White,Small,27.08841724813384,1,0,1,94,0,0
1147,Dog,Labrador,88,Orange,Large,23.676044813858056,1,0,12,433,0,1
1148,Dog,Poodle,168,Gray,Medium,6.665409864609643,1,0,56,253,0,1
1149,Dog,Golden Retriever,38,Black,Medium,3.515710429540065,1,0,50,187,1,1
1150,Bird,Parakeet,59,Gray,Large,18.557890073854928,1,0,20,384,1,0
1151,Dog,Labrador,138,Brown,Medium,2.655748054786634,0,0,66,306,0,1
1152,Rabbit,Rabbit,99,Gray,Small,20.51195076818444,1,0,36,399,0,0
1153,Bird,Parakeet,63,Orange,Medium,16.382302389490036,1,0,79,166,0,1
1154,Cat,Persian,49,Orange,Small,20.220786249566245,1,0,38,270,0,0
1155,Dog,Labrador,32,Gray,Small,18.114952435842575,1,0,22,124,1,1
1156,Bird,Parakeet,135,Orange,Medium,13.258374516288011,1,0,61,160,1,1
1157,Dog,Poodle,21,Black,Large,6.82543822406662,1,0,50,86,1,1
1158,Bird,Parakeet,20,Gray,Small,9.865361938504169,1,0,59,308,0,1
1159,Dog,Golden Retriever,154,Black,Large,16.210516652350314,0,1,20,488,0,0
1160,Dog,Labrador,127,Black,Medium,19.90417471578057,1,0,36,225,1,1
1161,Dog,Poodle,68,White,Small,23.605007489651324,1,1,15,144,0,0
1162,Cat,Siamese,110,Gray,Medium,23.247950835022763,0,0,62,344,1,0
1163,Dog,Labrador,116,Orange,Large,29.207973554571474,1,0,3,247,0,1
1164,Cat,Siamese,143,Black,Medium,9.289402011238874,1,0,5,361,0,1
1165,Cat,Siamese,120,White,Medium,3.062210538189667,1,0,56,5,0,1
1166,Bird,Parakeet,79,Gray,Small,11.02405113071392,1,0,31,30,0,0
1167,Dog,Labrador,116,Gray,Medium,22.555539781498222,1,0,86,196,0,1
1168,Rabbit,Rabbit,92,Brown,Medium,13.70523787996556,1,0,35,231,0,1
1169,Cat,Siamese,14,Brown,Medium,24.715864487093164,1,0,71,295,0,1
1170,Dog,Poodle,155,Black,Small,16.930464590394436,1,0,70,413,0,0
1171,Rabbit,Rabbit,125,Brown,Large,27.963959956284587,1,0,26,324,0,0
1172,Bird,Parakeet,168,Black,Large,28.488039817972997,1,0,1,459,0,0
