"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Ash","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Kilocalories","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Manganese","Data.Niacin","Data.Pantothenic Acid","Data.Protein","Data.Refuse Percentage","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Household Weights.1st Household Weight","Data.Household Weights.1st Household Weight Description","Data.Household Weights.2nd Household Weight","Data.Household Weights.2nd Household Weight Description","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - IU","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"TURKEY","TURKEY,FRYER-ROASTERS,WING,MEAT&SKN,CKD,RSTD","5226","0","0.81","0","0","0.0","115","0","0.0","207","0","0","0.024","3.64","0.596","27.65","39","0","0.159","28.1","0.0","0.028","62.3","3.62","2.35","2.71","9.87","25.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","90","1 wing, bone removed","29","0.154","1.81","20","166","196","73","3.25","0","0","0.35","0.42","0.0","0.0","0.0"
"TURKEY","TURKEY,FRYER-ROASTERS,WING,MEAT ONLY,RAW","5227","0","0.77","0","0","0.0","81","0","0.0","106","0","0","0.017","3.574","0.651","22.49","56","0","0.12","24.4","0.0","0.027","75.82","0.2","0.3","0.36","1.12","26.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","90","1 wing, bone and skin removed","12","0.126","1.43","21","156","201","65","2.04","0","0","0.43","0.53","0.0","0.0","0.0"
"TURKEY","TURKEY,FRYER-ROASTERS,WING,MEAT ONLY,CKD,RSTD","5228","0","0.85","0","0","0.0","102","85","0.0","163","0","0","0.027","4.122","0.748","30.85","59","0","0.159","32.1","0.0","0.03","65.6","0.6","0.92","1.1","3.44","17.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","60","1 wing, bone and skin removed","26","0.166","1.78","22","174","204","78","3.83","0","0","0.41","0.59","0.0","0.09","0.3"
"TURKEY","TURKEY,YOUNG HEN,MEAT&SKN&GIBLETS&NECK,RAW","5229","0","0.9","0","0","0.11","73","0","0.0","166","0","0","0.029","3.956","0.958","20.15","22","120","0.208","23.2","0.0","0.061","69.74","3.13","2.18","2.49","8.78","4457.0","1 turkey","0","","16","0.119","1.89","22","178","267","63","2.23","400","120","1.7","0.4","0.2","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","5230","0","0.99","0","0","0.07","94","0","0.0","215","0","0","0.028","5.147","0.931","28.0","20","56","0.197","29.0","0.0","0.052","61.34","3.39","2.7","3.1","10.55","263.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","3300","1 turkey","26","0.101","1.97","24","199","272","63","3.05","185","56","1.28","0.39","0.1","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,MEAT&SKN,RAW","5231","0","0.88","0","0","0.0","63","0","0.0","168","0","0","0.022","3.849","0.804","20.18","22","1","0.158","24.2","0.0","0.06","69.5","3.3","2.25","2.56","9.09","327.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","2052",".5 turkey, bone removed","15","0.109","1.6","22","175","263","61","2.14","4","1","0.4","0.41","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,MEAT&SKN,CKD,RSTD","5232","0","1.02","0","0","0.0","78","0","0.0","218","0","0","0.022","5.307","0.831","28.09","20","0","0.17","31.4","0.0","0.053","61.04","3.54","2.78","3.18","10.88","243.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","1524",".5 turkey, bone removed","26","0.086","1.78","25","203","282","64","2.9","0","0","0.34","0.4","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,MEAT ONLY,RAW","5233","0","0.97","0","0","0.0","60","0","0.0","122","0","0","0.023","4.307","0.909","21.76","34","0","0.172","26.5","0.0","0.068","73.77","0.68","0.92","1.05","3.18","276.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","1731",".5 turkey, bone and skin removed","15","0.115","1.62","25","193","293","66","2.3","0","0","0.43","0.47","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,MEAT ONLY,CKD,RSTD","5234","0","1.07","0","0","0.0","73","0","0.0","175","0","0","0.022","5.647","0.909","29.25","30","0","0.175","34.4","0.0","0.058","64.43","1.14","1.58","1.82","5.51","140.0","1 cup, chopped or diced","212","1 unit,  (yield from 1 lb ready-to-cook turkey)","25","0.087","1.76","26","212","299","67","3.03","0","0","0.36","0.44","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,SKN ONLY,RAW","5235","0","0.4","0","0","0.0","81","0","0.0","417","0","0","0.015","1.368","0.235","11.79","0","8","0.083","11.6","0.0","0.019","46.8","17.31","9.3","10.6","40.62","51.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","321",".5 turkey, skin only","19","0.08","1.52","8","81","107","32","1.26","27","8","0.22","0.06","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,SKN ONLY,CKD,RSTD","5236","0","0.63","0","0","0.0","106","0","0.0","482","0","0","0.022","2.801","0.297","19.03","0","0","0.133","144.1","0.0","0.021","35.53","18.94","10.18","11.59","44.45","31.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","196",".5 turkey, skin only","32","0.078","1.82","15","133","155","44","2.06","0","0","0.24","0.07","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,LT MEAT,MEAT&SKN,RAW","5237","0","0.9","0","0","0.0","62","0","0.0","165","0","0","0.021","4.938","0.616","21.51","16","2","0.123","22.3","0.0","0.053","69.13","3.1","1.91","2.19","8.1","175.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","1099",".5 turkey, bone removed","13","0.081","1.41","24","180","267","55","1.54","5","2","0.42","0.48","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,LT MEAT,MEAT&SKN,CKD,RSTD","5238","0","1.05","0","0","0.0","74","0","0.0","207","0","0","0.021","6.583","0.61","28.64","14","0","0.129","28.5","0.0","0.052","62.14","3.15","2.28","2.65","9.4","137.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","859",".5 turkey, bone removed","23","0.044","1.39","26","208","286","58","1.98","0","0","0.34","0.46","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,DK MEAT,MEAT&SKN,RAW","5239","0","0.87","0","0","0.0","65","0","0.0","172","0","0","0.023","2.599","1.02","18.65","27","1","0.199","26.1","0.0","0.068","69.92","3.53","2.64","2.99","10.25","152.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","953",".5 turkey, bone and skin removed","18","0.141","1.83","20","170","259","67","2.83","4","1","0.38","0.32","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,DK MEAT,MEAT&SKN,CKD,RSTD","5240","0","0.98","0","0","0.0","84","0","0.0","232","0","0","0.023","3.659","1.117","27.37","27","0","0.223","37.2","0.0","0.055","59.61","4.06","3.42","3.86","12.78","106.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","665",".5 turkey, bone and skin removed","31","0.139","2.28","23","196","276","72","4.1","0","0","0.34","0.31","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,LT MEAT,MEAT ONLY,RAW","5241","0","1.0","0","0","0.0","58","0","0.0","116","0","0","0.022","5.631","0.69","23.64","30","0","0.131","24.4","0.0","0.06","73.57","0.29","0.44","0.53","1.66","147.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","919",".5 turkey, bone and skin removed","12","0.082","1.38","27","199","299","60","1.59","0","0","0.45","0.56","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,LT MEAT,MEAT ONLY,CKD,RSTD","5242","0","1.1","0","0","0.0","68","0","0.0","161","0","0","0.02","7.114","0.656","29.89","25","0","0.127","32.1","0.0","0.057","65.74","0.66","1.0","1.19","3.74","140.0","1 cup, chopped or diced","119","1 unit,  (yield from 1 lb ready-to-cook turkey)","21","0.039","1.31","28","218","304","60","1.96","0","0","0.36","0.52","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,DK MEAT,MEAT ONLY,RAW","5243","0","0.95","0","0","0.0","62","0","0.0","130","0","0","0.024","2.817","1.156","20.07","38","0","0.219","28.6","0.0","0.076","74.03","1.11","1.46","1.64","4.88","130.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","812",".5 turkey, bone and skin removed","18","0.152","1.9","23","185","287","74","3.1","0","0","0.4","0.36","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,DK MEAT,MEAT ONLY,CKD,RSTD","5244","0","1.02","0","0","0.0","80","0","0.0","192","0","0","0.024","3.76","1.236","28.42","36","0","0.235","40.9","0.0","0.059","62.74","1.77","2.33","2.61","7.79","140.0","1 cup, chopped or diced","93","1 unit,  (yield from 1 lb ready-to-cook turkey)","30","0.148","2.33","25","204","292","75","4.39","0","0","0.36","0.34","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,BACK,MEAT&SKN,RAW","5245","0","0.78","0","0","0.0","68","0","0.0","218","0","0","0.021","2.369","0.871","17.51","43","2","0.177","24.0","0.0","0.058","65.61","6.12","3.89","4.41","15.93","298.0",".5 back, bone removed","47","1 unit,  (yield from 1 lb ready-to-cook turkey)","18","0.13","1.78","18","153","231","61","2.53","8","2","0.35","0.27","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,BACK,MEAT&SKN,CKD,RSTD","5246","0","0.94","0","0","0.0","85","0","0.0","254","0","0","0.023","3.554","1.035","26.41","41","0","0.213","34.3","0.0","0.051","56.91","5.45","4.01","4.54","15.64","217.0",".5 back, bone removed","35","1 unit,  (yield from 1 lb ready-to-cook turkey)","31","0.133","2.22","23","189","263","69","3.89","0","0","0.33","0.29","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,BREAST,MEAT&SKN,RAW","5247","0","0.89","0","0","0.0","62","0","0.0","167","0","0","0.021","4.904","0.612","21.62","11","2","0.123","21.8","0.0","0.053","69.0","3.19","1.95","2.25","8.3","139.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","874",".5 breast, bone removed","13","0.082","1.41","24","179","266","55","1.54","5","2","0.41","0.48","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,BREAST,MEAT&SKN,CKD,RSTD","5248","0","1.06","0","0","0.0","72","0","0.0","194","0","0","0.021","6.678","0.62","28.8","8","0","0.128","27.9","0.0","0.053","62.69","2.5","1.93","2.25","7.86","109.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","686",".5 breast, bone removed","22","0.043","1.36","26","210","289","58","1.97","0","0","0.35","0.47","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,LEG,MEAT&SKN,RAW","5249","0","0.91","0","0","0.0","63","0","0.0","151","0","0","0.023","2.711","1.089","19.46","17","1","0.209","27.3","0.0","0.072","72.04","2.29","2.04","2.29","7.5","105.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","656","1 leg, bone removed","18","0.147","1.87","22","178","273","70","2.96","2","1","0.39","0.34","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,LEG,MEAT&SKN,CKD,RSTD","5250","0","0.99","0","0","0.0","82","0","0.0","213","0","0","0.024","3.689","1.166","27.73","17","0","0.227","38.6","0.0","0.056","60.73","3.04","2.91","3.28","10.5","71.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","448","1 leg, bone removed","30","0.143","2.29","24","198","282","73","4.22","0","0","0.35","0.32","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,WING,MEAT&SKN,RAW","5251","0","0.81","0","0","0.0","65","0","0.0","210","0","0","0.02","4.295","0.547","19.93","31","2","0.116","21.5","0.0","0.047","65.18","5.62","3.22","3.68","13.87","36.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","224","1 wing, bone removed","14","0.081","1.43","21","162","238","51","1.49","8","2","0.38","0.4","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG HEN,WING,MEAT&SKN,CKD,RSTD","5252","0","0.99","0","0","0.0","77","0","0.0","238","0","0","0.021","6.084","0.57","27.3","31","0","0.128","27.6","0.0","0.048","58.53","5.02","3.19","3.68","13.46","28.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","174","1 wing, bone removed","24","0.049","1.43","25","198","268","56","1.99","0","0","0.33","0.41","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,MEAT&SKN&GIBLETS&NECK,RAW","5253","0","0.89","0","0","0.08","81","0","0.0","152","0","0","0.022","4.334","0.943","20.39","20","87","0.193","23.3","0.0","0.071","71.14","2.55","1.79","2.05","7.21","8399.0","1 turkey","0","","15","0.106","1.5","22","182","274","70","2.39","289","87","1.55","0.41","0.2","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","5254","0","0.97","0","0","0.1","96","0","0.0","199","0","0","0.026","4.759","0.972","27.97","21","86","0.211","32.9","0.0","0.061","62.18","2.86","2.26","2.58","8.81","258.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","5957","1 turkey","26","0.105","2.0","24","201","276","72","3.24","285","86","1.27","0.41","0.1","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,MEAT&SKN,RAW","5255","0","0.88","0","0","0.0","72","0","0.0","154","0","0","0.017","4.295","0.805","20.45","19","2","0.152","24.5","0.0","0.07","70.96","2.68","1.84","2.1","7.43","338.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","3895",".5 turkey, bone removed","15","0.095","1.28","22","180","271","68","2.28","7","2","0.4","0.41","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,MEAT&SKN,CKD,RSTD","5256","0","0.99","0","0","0.0","82","0","0.0","202","0","0","0.02","4.9","0.879","28.09","20","0","0.183","34.5","0.0","0.062","61.92","2.98","2.31","2.64","9.06","239.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","2750",".5 turkey, bone removed","27","0.094","1.78","25","203","282","72","3.02","0","0","0.36","0.42","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,MEAT ONLY,RAW","5257","0","0.97","0","0","0.0","68","0","0.0","117","0","0","0.019","4.768","0.902","21.72","31","0","0.165","26.5","0.0","0.079","74.38","0.57","0.78","0.89","2.7","286.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","3302",".5 turkey, bone and skin removed","14","0.1","1.3","24","198","302","73","2.46","0","0","0.43","0.47","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,MEAT ONLY,CKD,RSTD","5258","0","1.03","0","0","0.0","77","0","0.0","168","0","0","0.02","5.265","0.968","29.36","31","0","0.188","36.8","0.0","0.068","65.05","0.98","1.35","1.54","4.68","140.0","1 cup, chopped or diced","206","1 unit,  (yield from 1 lb ready-to-cook turkey)","25","0.095","1.78","26","214","301","74","3.17","0","0","0.38","0.47","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,SKN ONLY,RAW","5259","0","0.39","0","0","0.0","95","0","0.0","368","0","0","0.009","1.568","0.263","13.24","0","15","0.079","13.0","0.0","0.019","51.25","14.73","7.92","9.02","34.56","51.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","592",".5 turkey, skin only","18","0.068","1.2","8","82","96","40","1.26","49","15","0.25","0.07","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,SKN ONLY,CKD,RSTD","5260","0","0.67","0","0","0.0","117","0","0.0","422","0","0","0.021","2.534","0.316","20.14","0","0","0.155","152.9","0.0","0.022","41.54","15.87","8.53","9.72","37.25","32.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","374",".5 turkey, skin only","37","0.087","1.76","17","140","161","60","2.08","0","0","0.25","0.08","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,LT MEAT,MEAT&SKN,RAW","5261","0","0.9","0","0","0.0","67","0","0.0","156","0","0","0.016","5.302","0.612","21.63","14","2","0.108","22.4","0.0","0.061","70.2","2.68","1.66","1.91","7.04","185.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","2137",".5 turkey, bone removed","13","0.065","1.04","24","188","277","63","1.6","8","2","0.42","0.47","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,LT MEAT,MEAT&SKN,CKD,RSTD","5262","0","1.0","0","0","0.0","75","0","0.0","191","0","0","0.019","6.024","0.639","28.48","14","0","0.134","30.7","0.0","0.061","63.13","2.66","1.86","2.15","7.7","136.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","1566",".5 turkey, bone removed","21","0.048","1.41","27","209","287","67","2.1","0","0","0.36","0.48","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,DK MEAT,MEAT&SKN,RAW","5263","0","0.86","0","0","0.0","77","0","0.0","152","0","0","0.019","3.087","1.039","19.05","24","2","0.205","26.6","0.0","0.08","71.88","2.66","2.06","2.32","7.89","152.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","1758",".5 turkey, bone removed","17","0.131","1.57","20","172","265","75","3.11","6","2","0.38","0.33","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,DK MEAT,MEAT&SKN,CKD,RSTD","5264","0","0.97","0","0","0.0","91","0","0.0","216","0","0","0.022","3.429","1.196","27.58","27","0","0.247","39.7","0.0","0.062","60.33","3.41","2.91","3.28","10.85","103.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","1184",".5 turkey, bone removed","35","0.154","2.26","23","197","276","80","4.25","0","0","0.37","0.33","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,LT MEAT,MEAT ONLY,RAW","5265","0","1.0","0","0","0.0","62","0","0.0","114","0","0","0.017","6.036","0.684","23.43","29","0","0.114","24.4","0.0","0.07","73.96","0.28","0.42","0.5","1.57","154.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","1771",".5 turkey, bone and skin removed","12","0.064","1.01","27","209","314","67","1.67","0","0","0.45","0.55","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,LT MEAT,MEAT ONLY,CKD,RSTD","5266","0","1.05","0","0","0.0","69","0","0.0","154","0","0","0.019","6.575","0.693","29.88","26","0","0.131","32.1","0.0","0.067","66.56","0.51","0.78","0.93","2.92","140.0","1 cup, chopped or diced","117","1 unit,  (yield from 1 lb ready-to-cook turkey)","18","0.042","1.36","28","220","308","68","2.1","0","0","0.38","0.55","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,RAW","5267","0","0.93","0","0","0.0","75","0","0.0","123","0","0","0.021","3.313","1.153","20.04","34","0","0.224","28.6","0.0","0.089","74.7","0.93","1.23","1.38","4.11","133.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","1532",".5 turkey, bone and skin removed","17","0.141","1.62","21","185","290","80","3.38","0","0","0.4","0.36","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,CKD,RSTD","5268","0","1.01","0","0","0.0","88","0","0.0","185","0","0","0.022","3.563","1.325","28.68","36","0","0.261","40.9","0.0","0.068","63.07","1.58","2.09","2.34","6.98","140.0","1 cup, chopped or diced","90","1 unit,  (yield from 1 lb ready-to-cook turkey)","35","0.164","2.33","23","205","293","82","4.56","0","0","0.38","0.37","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,BACK,MEAT&SKN,RAW","5269","0","0.8","0","0","0.0","79","0","0.0","179","0","0","0.018","2.91","0.948","18.47","38","3","0.191","25.5","0.0","0.073","69.29","4.12","2.78","3.14","11.14","524.0",".5 back, bone removed","45","1 unit,  (yield from 1 lb ready-to-cook turkey)","17","0.124","1.53","18","161","245","71","2.89","11","3","0.37","0.3","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,BACK,MEAT&SKN,CKD,RSTD","5270","0","0.94","0","0","0.0","94","0","0.0","238","0","0","0.022","3.336","1.103","26.8","40","0","0.238","38.0","0.0","0.058","58.33","4.73","3.51","3.97","13.65","380.0",".5 back, bone removed","33","1 unit,  (yield from 1 lb ready-to-cook turkey)","35","0.147","2.21","22","191","264","77","4.01","0","0","0.35","0.31","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,BREAST,MEAT&SKN,RAW","5271","0","0.91","0","0","0.0","67","0","0.0","151","0","0","0.016","5.391","0.623","21.96","9","2","0.109","22.0","0.0","0.063","70.68","2.36","1.5","1.73","6.34","155.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","1789",".5 breast, bone removed","13","0.065","1.04","24","191","282","63","1.61","7","2","0.42","0.48","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,BREAST,MEAT&SKN,CKD,RSTD","5272","0","1.0","0","0","0.0","75","0","0.0","189","0","0","0.019","6.048","0.644","28.61","8","0","0.134","30.2","0.0","0.061","63.3","2.51","1.79","2.08","7.39","115.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","1329",".5 breast, bone removed","21","0.048","1.41","27","210","289","67","2.1","0","0","0.36","0.49","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,LEG,MEAT&SKN,RAW","5273","0","0.89","0","0","0.0","76","0","0.0","141","0","0","0.02","3.185","1.088","19.54","17","1","0.213","27.6","0.0","0.084","72.98","1.94","1.72","1.94","6.34","107.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","1234","1 leg, bone removed","17","0.136","1.59","20","177","275","77","3.22","4","1","0.39","0.34","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,LEG,MEAT&SKN,CKD,RSTD","5274","0","0.98","0","0","0.0","90","0","0.0","206","0","0","0.022","3.473","1.237","27.93","19","0","0.252","41.1","0.0","0.064","61.18","2.83","2.66","2.99","9.63","805.0","1 leg, bone removed (yield after cooking)","70","1 unit,  (yield from 1 lb ready-to-cook turkey)","35","0.157","2.28","23","200","281","80","4.34","0","0","0.37","0.34","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,WING,MEAT&SKN,RAW","5275","0","0.82","0","0","0.0","72","0","0.0","188","0","0","0.015","4.73","0.561","20.45","34","4","0.104","22.0","0.0","0.055","67.32","4.5","2.61","2.99","11.22","30.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","348","1 wing, bone removed","13","0.065","1.07","21","172","250","60","1.55","14","4","0.39","0.41","0.0","0.0","0.0"
"TURKEY","TURKEY,YOUNG TOM,WING,MEAT&SKN,CKD,RSTD","5276","0","0.96","0","0","0.0","81","0","0.0","221","0","0","0.02","5.565","0.599","27.45","37","0","0.137","30.2","0.0","0.056","60.31","4.35","2.72","3.13","11.5","21.0","1 unit,  (yield from 1 lb ready-to-cook turkey)","237","1 wing, bone removed","23","0.053","1.46","25","200","271","66","2.1","0","0","0.35","0.43","0.0","0.0","0.0"
"CHICKEN","CHICKEN,CND,MEAT ONLY,W/BROTH","5277","0","1.81","0","0","0.0","62","64","0.0","165","0","0","0.015","6.329","0.85","21.77","0","34","0.129","15.8","0.0","0.015","68.65","3.15","1.75","2.2","7.95","142.0","1 can,  (5 oz)","0","","14","0.046","1.58","12","111","138","503","1.41","117","34","0.29","0.35","2.0","0.26","1.8"
"PATE DE FOIE GRAS","PATE DE FOIE GRAS,CND (GOOSE LIVER PATE),SMOKED","5282","0","3.05","0","0","4.67","150","0","0.0","462","0","0","0.12","2.51","1.2","11.4","0","1001","0.299","44.0","0.0","0.088","37.04","25.61","0.84","14.45","43.84","13.0","1 tbsp","28","1 oz","70","0.4","5.5","13","200","138","697","0.92","3333","1001","9.4","0.06","2.0","0.0","0.0"
"TURKEY","TURKEY,CND,MEAT ONLY,W/BROTH","5284","0","1.92","0","0","0.0","66","74","0.0","163","0","0","0.017","6.622","0.686","23.68","0","0","0.171","25.9","0.0","0.014","66.07","2.26","1.75","2.0","6.86","135.0","1 cup,  drained","142","1 can,  (5 oz)","12","0.074","1.86","20","162","224","467","2.37","0","0","0.28","0.33","2.0","0.27","0.7"
"TURKEY","TURKEY,DICED,LT&DK MEAT,SEASONED","5285","0","2.6","0","0","1.0","55","0","0.0","138","0","0","0.013","4.8","0.589","18.7","0","0","0.11","26.1","0.0","0.04","71.7","1.98","1.53","1.75","6.0","28.35","1 oz","227",".5 lb","1","0.063","1.8","17","240","310","850","2.02","0","0","0.24","0.28","0.0","0.0","0.0"
"TURKEY AND GRAVY","TURKEY AND GRAVY,FROZEN","5286","0","1.81","0","0","4.61","18","0","0.0","67","0","0","0.005","1.799","0.213","5.88","0","13","0.127","19.2","0.0","0.024","85.07","0.97","0.47","0.85","2.63","240.0","1 cup","142","1 package,  (net weight, 5 oz)","14","0.022","0.93","8","81","61","554","0.7","42","13","0.24","0.1","0.0","0.0","0.0"
"TURKEY PATTIES","TURKEY PATTIES,BREADED,BATTERED,FRIED","5292","1","2.6","2","1","15.7","75","55","0.5","283","0","0","0.077","2.3","0.52","14.0","0","9","0.19","22.1","0.319999993","0.1","49.7","7.47","4.71","4.69","18.0","28.0","1 medium, slice (approx 3"" x 2"" x 1/4"")","42","1 thick, slice (approx 3"" x 2"" x 3/8"")","14","0.093","2.2","15","270","275","800","1.44","36","10","0.23","0.197","0.0","0.93","15.4"
"TURKEY BREAST","TURKEY BREAST,PRE-BASTED,MEAT&SKN,CKD,RSTD","5293","0","2.06","0","0","0.0","42","0","0.0","126","0","0","0.015","9.067","0.489","22.16","8","0","0.133","25.7","0.0","0.053","70.91","1.14","0.84","0.98","3.46","864.0",".5 breast, bone removed","0","","9","0.041","0.66","21","214","248","397","1.53","0","0","0.32","0.32","0.0","0.0","0.0"
"TURKEY THIGH","TURKEY THIGH,PRE-BASTED,MEAT&SKN,CKD,RSTD","5294","0","2.06","0","0","0.0","62","0","0.0","157","0","0","0.015","2.409","0.812","18.8","13","0","0.255","27.9","0.0","0.083","70.6","2.53","2.35","2.65","8.54","314.0","1 thigh, bone removed","0","","8","0.139","1.51","17","171","241","437","4.12","0","0","0.24","0.23","0.0","0.0","0.0"
"TURKEY RST","TURKEY RST,BNLESS,FRZ,SEASONED,LT&DK MEAT,RAW","5295","0","3.4","0","0","6.4","53","0","0.0","120","0","0","0.017","4.4","0.733","17.6","0","0","0.12","26.5","0.0","0.04","70.4","0.47","0.64","0.73","2.2","1134.0","1 box,  (net weight, 2.5 lb)","284",".25 box,  (net weight, 0.625 lb)","1","0.088","2.1","20","158","360","678","1.91","0","0","0.35","0.38","0.0","0.0","0.0"
"TURKEY RST","TURKEY RST,BNLESS,FRZ,SEASONED,LT&DK MEAT,RSTD","5296","0","1.99","0","0","3.07","53","64","0.0","155","0","0","0.015","6.271","0.806","21.32","0","0","0.163","36.5","0.0","0.047","67.84","1.2","1.66","1.9","5.78","135.0","1 cup, chopped or diced","782","1 box,  (net weight, 1.72 lb)","5","0.06","1.63","22","244","298","680","2.54","0","0","1.52","0.27","0.0","0.38","0.7"
